;current_time;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;n1;n2;north_error;east_error;distance_to_target;yaw_setpoint;current_angle;tau_X;tau_N;target_north_from_observer;target_east_from_observer
2025-03-25_14:25:52:329789;1742909152.3297892;0.0;0.0;0.0;0.0;0.0;0.0;1742909127.3759224;0;0;0;0;0;0;0;0;0;59.908642666666665;10.71945885;0.0;0.0;0.0;0.0;1742909127.3874507;24.942338466644287;0.0;0.0;0.0;-0.0;;;;;;;;;;;
2025-03-25_14:25:55:439113;1742909155.4380922;0.0;0.0;0.0;0.0;0.0;0.0;1742909127.3759224;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;-5403667.344084047;-1186335.5269152317;3220066.8878556937;1742909152.3297892;3.1083030700683594;0.0;0.0;0.0;-0.0;918.5442465671308;880.4747782275015;5403647.344084047;1186315.5269152317;5532336.680700727;0.21611128501261273;0.0;196.71294735495815;3.2870526450418405;-20.0;-20.15
2025-03-25_14:25:55:548883;1742909155.5478811;0.0;0.0;0.0;0.0;0.0;0.0;1742909127.3759224;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742909155.4380922;0.10978889465332031;0.0;0.0;0.0;-0.0;0.954929658551372;1108.7875432180704;-20.0;-20.15;28.39053539474027;-2.3524585175366846;0.0;-99.00617285958167;-78.90309257252709;-20.0;-20.299999999999997
2025-03-25_14:25:55:657415;1742909155.6574152;0.0;0.0;0.0;0.0;0.0;0.0;1742909127.3759224;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742909155.5478811;0.10953402519226074;0.0;0.0;0.0;-0.0;198.52744900909454;884.5508411942627;-20.0;-20.299999999999997;28.497192844208357;-2.3487504589610935;0.0;-99.85872938455056;-35.660946616058;-20.0;-20.449999999999996
2025-03-25_14:25:55:764952;1742909155.7649527;0.0;0.0;0.0;0.0;0.0;0.0;1742909127.3759224;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742909155.6574152;0.10753750801086426;0.0;0.0;0.0;-0.0;208.59549114075944;886.2056866037461;-20.0;-20.449999999999996;28.60423919631494;-2.3450701036150807;0.0;-100.71282512488307;-35.604859780031504;-20.0;-20.599999999999994
2025-03-25_14:25:55:875827;1742909155.8743327;0.0;0.0;0.0;0.0;0.0;0.0;1742909127.3759224;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742909155.7649527;0.10938000679016113;0.0;0.0;0.0;-0.0;218.15079974879103;887.8764941841957;-20.0;-20.599999999999994;28.711670101197523;-2.341417240784853;0.0;-101.56844980147875;-35.5514155396186;-20.0;-20.749999999999993
2025-03-25_14:25:55:985686;1742909155.984998;0.0;0.0;0.0;0.0;0.0;0.0;1742909127.3759224;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742909155.8743327;0.11066532135009766;0.0;0.0;0.0;-0.0;227.35669706424972;889.5379214251791;-20.0;-20.749999999999993;28.819481258343284;-2.337791659958033;0.0;-102.42559312249367;-35.496305448556384;-20.0;-20.89999999999999
2025-03-25_14:25:56:093740;1742909156.09374;0.0;0.0;0.0;0.0;0.0;0.0;1742909127.3759224;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742909155.984998;0.10874199867248535;0.0;0.0;0.0;-0.0;236.20991150926577;891.2016684295686;-20.0;-20.89999999999999;28.927668416241218;-2.334193150885887;0.0;-103.28424478680935;-35.44152638251511;-20.0;-21.04999999999999
2025-03-25_14:25:56:204065;1742909156.2030528;0.0;0.0;0.0;0.0;0.0;0.0;1742909127.3759224;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742909156.09374;0.10931277275085449;0.0;0.0;0.0;-0.0;244.7294396940946;892.8729591244752;-20.0;-21.04999999999999;29.03622737202613;-2.330621503643121;0.0;-104.1443944873832;-35.38798008200102;-20.0;-21.19999999999999
2025-03-25_14:25:56:312162;1742909156.3111632;0.0;0.0;0.0;0.0;0.0;0.0;1742909127.3759224;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742909156.2030528;0.10811042785644531;0.0;0.0;0.0;-0.0;252.98645786439067;894.5411112332241;-20.0;-21.19999999999999;29.145153971114986;-2.3270765086853062;0.0;-105.00603191448339;-35.3338433675648;-20.0;-21.349999999999987
