;current_time;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;n1;n2;north_error;east_error;distance_to_target;yaw_setpoint;current_angle;tau_X;tau_N;target_north_from_observer;target_east_from_observer
2025-03-25_13:11:51:339187;1742904711.3391871;0.0;0.0;0.0;0.0;0.0;0.0;1742904682.1120005;0;0;0;0;0;0;0;0;0;59.908642666666665;10.71945885;0.0;0.0;0.0;0.0;1742904682.1245182;29.21466898918152;0.0;0.0;0.0;-0.0;;;;;;;;;;;
2025-03-25_13:11:54:457475;1742904714.4564726;0.0;0.0;0.0;0.0;0.0;0.0;1742904682.1120005;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;-5403667.344084047;-1186335.5269152317;3220066.8878556937;1742904711.3391871;3.1172854900360107;0.0;0.0;0.0;-0.0;918.5442465671308;880.4747782275015;5403647.344084047;1186315.5269152317;5532336.680700727;0.21611128501261273;0.0;196.71294735495815;3.2870526450418405;-20.0;-20.15
2025-03-25_13:11:54:564002;1742904714.5629992;0.0;0.0;0.0;0.0;0.0;0.0;1742904682.1120005;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742904714.4564726;0.10652661323547363;0.0;0.0;0.0;-0.0;0.954929658551372;1114.913897615295;-20.0;-20.15;28.39053539474027;-2.3524585175366846;0.0;-99.00617285958167;-80.21077618512561;-20.0;-20.299999999999997
2025-03-25_13:11:54:671784;1742904714.6704485;0.0;0.0;0.0;0.0;0.0;0.0;1742904682.1120005;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742904714.5629992;0.10744929313659668;0.0;0.0;0.0;-0.0;198.5601235330082;884.5435071324039;-20.0;-20.299999999999997;28.497192844208357;-2.3487504589610935;0.0;-99.85872938455056;-35.659701185115786;-20.0;-20.449999999999996
2025-03-25_13:11:54:779265;1742904714.7782452;0.0;0.0;0.0;0.0;0.0;0.0;1742904682.1120005;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742904714.6704485;0.10779666900634766;0.0;0.0;0.0;-0.0;208.5916694811233;886.2065861390049;-20.0;-20.449999999999996;28.60423919631494;-2.3450701036150807;0.0;-100.71282512488307;-35.60501282076098;-20.0;-20.599999999999994
2025-03-25_13:11:54:887815;1742904714.887815;0.0;0.0;0.0;0.0;0.0;0.0;1742904682.1120005;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742904714.7782452;0.10956978797912598;0.0;0.0;0.0;-0.0;218.16198406492452;887.873746128756;-20.0;-20.599999999999994;28.711670101197523;-2.341417240784853;0.0;-101.56844980147875;-35.55094712390055;-20.0;-20.749999999999993
2025-03-25_13:11:54:998446;1742904714.9974456;0.0;0.0;0.0;0.0;0.0;0.0;1742904682.1120005;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742904714.887815;0.10963058471679688;0.0;0.0;0.0;-0.0;227.35683803194144;889.5378853952824;-20.0;-20.749999999999993;28.819481258343284;-2.337791659958033;0.0;-102.42559312249367;-35.496299295632284;-20.0;-20.89999999999999
2025-03-25_13:11:55:106248;1742904715.10525;0.0;0.0;0.0;0.0;0.0;0.0;1742904682.1120005;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742904714.9974456;0.1078042984008789;0.0;0.0;0.0;-0.0;236.22171751924748;891.1985392038739;-20.0;-20.89999999999999;28.927668416241218;-2.334193150885887;0.0;-103.28424478680935;-35.440990997514994;-20.0;-21.04999999999999
2025-03-25_13:11:55:215667;1742904715.2136674;0.0;0.0;0.0;0.0;0.0;0.0;1742904682.1120005;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742904715.10525;0.10841751098632812;0.0;0.0;0.0;-0.0;244.74012068192818;892.8700314812216;-20.0;-21.04999999999999;29.03622737202613;-2.330621503643121;0.0;-104.1443944873832;-35.387478246713115;-20.0;-21.19999999999999
2025-03-25_13:11:55:323221;1742904715.3222048;0.0;0.0;0.0;0.0;0.0;0.0;1742904682.1120005;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742904715.2136674;0.10853743553161621;0.0;0.0;0.0;-0.0;252.98151737480674;894.5425084454525;-20.0;-21.19999999999999;29.145153971114986;-2.3270765086853062;0.0;-105.00603191448339;-35.33408331554862;-20.0;-21.349999999999987
2025-03-25_13:11:55:431555;1742904715.4305768;0.0;0.0;0.0;0.0;0.0;0.0;1742904682.1120005;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742904715.3222048;0.10837197303771973;0.0;0.0;0.0;-0.0;260.9588693500238;896.2197850134987;-20.0;-21.349999999999987;29.254444106836136;-2.3235579569039935;0.0;-105.86914675881;-35.28146760080631;-20.0;-21.499999999999986
