;current_time;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;n1;n2;north_error;east_error;distance_to_target;yaw_setpoint;current_angle;tau_X;tau_N;target_north_from_observer;target_east_from_observer
2025-03-25_14:38:30:957804;1742909910.9568;0.0;0.0;0.0;0.0;0.0;0.0;1742909884.530284;0;0;0;0;0;0;0;0;0;59.908642666666665;10.71945885;0.0;0.0;0.0;0.0;1742909884.5393314;26.417468547821045;0.0;0.0;0.0;-0.0;;;;;;;;;;;
2025-03-25_14:38:34:071628;1742909914.0706236;0.0;0.0;0.0;0.0;0.0;0.0;1742909884.530284;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;-5403667.344084047;-1186335.5269152317;3220066.8878556937;1742909910.9568;3.113823652267456;0.0;0.0;0.0;-0.0;918.5442465671308;880.4747782275015;5403647.344084047;1186315.5269152317;5532336.680700727;0.21611128501261273;0.0;196.71294735495815;3.2870526450418405;-20.0;-20.15
2025-03-25_14:38:34:180871;1742909914.1798697;0.0;0.0;0.0;0.0;0.0;0.0;1742909884.530284;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742909914.0706236;0.10924601554870605;0.0;0.0;0.0;-0.0;0.954929658551372;1111.654114610144;-20.0;-20.15;28.39053539474027;-2.3524585175366846;0.0;-99.00617285958167;-79.51407147858296;-20.0;-20.299999999999997
2025-03-25_14:38:34:290390;1742909914.2893915;0.0;0.0;0.0;0.0;0.0;0.0;1742909884.530284;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742909914.1798697;0.10952186584472656;0.0;0.0;0.0;-0.0;198.52763583043122;884.5507992643023;-20.0;-20.299999999999997;28.497192844208357;-2.3487504589610935;0.0;-99.85872938455056;-35.66093949570828;-20.0;-20.449999999999996
2025-03-25_14:38:34:397408;1742909914.3959184;0.0;0.0;0.0;0.0;0.0;0.0;1742909884.530284;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742909914.2893915;0.10652685165405273;0.0;0.0;0.0;-0.0;208.59548761654025;886.2056874332784;-20.0;-20.449999999999996;28.60423919631494;-2.3450701036150807;0.0;-100.71282512488307;-35.60485992116234;-20.0;-20.599999999999994
2025-03-25_14:38:34:505912;1742909914.5049093;0.0;0.0;0.0;0.0;0.0;0.0;1742909884.530284;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742909914.3959184;0.10899090766906738;0.0;0.0;0.0;-0.0;218.183780875294;887.8683900887658;-20.0;-20.599999999999994;28.711670101197523;-2.341417240784853;0.0;-101.56844980147875;-35.550034172206786;-20.0;-20.749999999999993
2025-03-25_14:38:34:614010;1742909914.61299;0.0;0.0;0.0;0.0;0.0;0.0;1742909884.530284;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742909914.5049093;0.10808062553405762;0.0;0.0;0.0;-0.0;227.37704726404908;889.5327198764953;-20.0;-20.749999999999993;28.819481258343284;-2.337791659958033;0.0;-102.42559312249367;-35.495417168424986;-20.0;-20.89999999999999
2025-03-25_14:38:34:722501;1742909914.721187;0.0;0.0;0.0;0.0;0.0;0.0;1742909884.530284;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742909914.61299;0.10819721221923828;0.0;0.0;0.0;-0.0;236.2003665219135;891.204198240659;-20.0;-20.89999999999999;28.927668416241218;-2.334193150885887;0.0;-103.28424478680935;-35.44195921393835;-20.0;-21.04999999999999
2025-03-25_14:38:34:832564;1742909914.8315415;0.0;0.0;0.0;0.0;0.0;0.0;1742909884.530284;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742909914.721187;0.11035442352294922;0.0;0.0;0.0;-0.0;244.73268091103168;892.8720707261381;-20.0;-21.04999999999999;29.03622737202613;-2.330621503643121;0.0;-104.1443944873832;-35.38782779905332;-20.0;-21.19999999999999
2025-03-25_14:38:34:939720;1742909914.9387167;0.0;0.0;0.0;0.0;0.0;0.0;1742909884.530284;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742909914.8315415;0.10717511177062988;0.0;0.0;0.0;-0.0;252.98566632048235;894.5413350905166;-20.0;-21.19999999999999;29.145153971114986;-2.3270765086853062;0.0;-105.00603191448339;-35.33388181130992;-20.0;-21.349999999999987
