label,source,csv_path,start_time_s,end_time_s,duration_s,height_m,theta_deg,FOV_deg,P_total_W,received_energy_J,mean_P_rec_W_time,mean_P_rec_dBm_time,integrated_H_s,mean_H_time,max_P_rec_W,min_P_rec_W,max_P_rec_dBm,min_P_rec_dBm,max_H,min_H,power_threshold_dBm,outage_percent,inside_fov_percent,mean_horizontal_distance_m,rms_horizontal_distance_m,min_horizontal_distance_m,max_horizontal_distance_m,final_horizontal_distance_m,IAE_distance,avg_distance_tracking,IAU,IAU_source
DRL_experiment,experiment,C:\Repos\Master_Thesis\Code\Otter-USV\Otter_API\logs\experiment_logs\PID_stationary_fin.csv,1.0,150.0,146.90630650520325,5.0,90.0,100.0,20.0,0.004131683307166221,2.81246149702898e-05,-15.509134143889584,0.00020658416535831105,1.40623074851449e-06,3.140356767082673e-05,2.084023527350049e-06,-15.0302101015171,-26.810973824259566,1.5701783835413367e-06,1.0420117636750245e-07,-40.0,0.0,100.0,1.3933062586593064,2.2933165329757106,0.044581356211937775,11.042613566774769,1.0040881417920864,203.8048534685696,1.3873118065312675,17289.427236894102,"tau_X, tau_N"
