label,source,csv_path,start_time_s,end_time_s,duration_s,height_m,theta_deg,FOV_deg,P_total_W,received_energy_J,mean_P_rec_W_time,mean_P_rec_dBm_time,integrated_H_s,mean_H_time,max_P_rec_W,min_P_rec_W,max_P_rec_dBm,min_P_rec_dBm,max_H,min_H,power_threshold_dBm,outage_percent,inside_fov_percent,mean_horizontal_distance_m,rms_horizontal_distance_m,min_horizontal_distance_m,max_horizontal_distance_m,final_horizontal_distance_m
PID,simulation,C:\Repos\Master_Thesis\Code\Otter-USV\Otter_API\logs\sim_logs\pid_sim_station_dist_param4\sim_log_PID.csv,,,150.0,5.0,90.0,100.0,20.0,0.002202589262256343,1.4683928415042287e-05,-18.33157741372348,0.00011012946311281715,7.341964207521144e-07,3.140106831460756e-05,2.9627226975098493e-07,-15.030555762819912,-35.28308995356639,1.5700534157303778e-06,1.4813613487549246e-08,-40.0,0.0,100.0,6.901545585391712,9.364538269299805,0.05733028461869853,22.36395901568288,10.540307909472984
