label,source,csv_path,start_time_s,end_time_s,duration_s,height_m,theta_deg,FOV_deg,mean_H_time,integrated_H_s,received_energy_J,mean_P_rec_W_time,mean_P_rec_dBm_time,max_H,min_H,max_P_rec_dBm,min_P_rec_dBm,inside_fov_percent,mean_horizontal_distance_m,rms_horizontal_distance_m,min_horizontal_distance_m,max_horizontal_distance_m,final_horizontal_distance_m
PID,simulation,C:\Repos\Master_Thesis\Code\Otter-USV\Otter_API\logs\sim_logs\pid_sim_station_nodist_param4\sim_log_PID.csv,,,150.0,5.0,90.0,100.0,5.333323915210067e-07,7.999985872815101e-05,0.0015999971745630204,1.0666647830420137e-05,-19.719720433202394,1.5313485474666098e-06,1.481629494048275e-08,-15.13895953406966,-35.28230389631717,100.0,7.661995233717822,9.23401386435394,0.6435071931729627,22.362571605713136,1.2862824501650454
