label,source,csv_path,start_time_s,end_time_s,duration_s,height_m,theta_deg,FOV_deg,P_total_W,received_energy_J,mean_P_rec_W_time,mean_P_rec_dBm_time,integrated_H_s,mean_H_time,max_P_rec_W,min_P_rec_W,max_P_rec_dBm,min_P_rec_dBm,max_H,min_H,power_threshold_dBm,outage_percent,inside_fov_percent,mean_horizontal_distance_m,rms_horizontal_distance_m,min_horizontal_distance_m,max_horizontal_distance_m,final_horizontal_distance_m
DRL,simulation,C:\Repos\Master_Thesis\Code\Otter-USV\Otter_API\logs\sim_logs\drl_sim_straight_nodist\drl_straight_nodist.csv,,,100.0,5.0,90.0,100.0,20.0,0.0019550018856637308,1.9550018856637308e-05,-17.088528193765757,9.775009428318653e-05,9.775009428318653e-07,3.140725700487601e-05,1.2434940955199504e-07,-15.029699916392286,-39.053562725486024,1.5703628502438006e-06,6.217470477599752e-09,-40.0,0.0,100.0,6.389867659667134,10.950343402639232,0.008363485892954704,30.011085047923224,1.1158707119450029
