IAE_distance,IAE_heading,avg_distance,intercept_time,success,max_hold_time,r0,alpha0
0.0,0.0,0.18045707180511558,36.300000000000004,0,5.699999999999996,21.371104432896637,1.1803121178517744
0.0,0.0,0.1536527876463532,23.0,1,10.09999999999998,15.447651142889988,-1.5167926964098937
303.0032972386085,295.69776972753607,0.14452702083106092,0.0,0,0.0,17.629793200559398,0.8428838915267987
385.45356455643946,59.764675231356456,0.14337918662030238,222.4,0,7.39999999999999,18.852301134923454,1.2236375271502702
382.39229071634645,321.41555434321026,0.08650597795387543,51.300000000000004,0,9.89999999999998,8.445133385505166,0.40857460380734567
230.71144320298578,355.5052266809076,0.3393471838574683,22.200000000000003,1,10.09999999999998,23.081934345615128,-1.1516035491291348
290.1418421981354,104.36816829027043,0.11415437183030376,36.300000000000004,0,6.5999999999999925,22.018742712875003,-1.0104199741169486
304.4497096714201,229.2967027605445,0.1959463811256457,66.60000000000001,0,2.2000000000000006,21.603544431867213,2.0719069312502594
522.588998462097,60.2185911306923,0.19275707425256056,30.1,0,9.699999999999982,23.427781361521454,-0.1556663124447888
514.083117031579,310.7997129790976,0.11613258933279232,38.800000000000004,0,4.899999999999999,21.506461383526975,1.1931732850186352
309.7256157505571,139.41193115918435,0.1098443380337105,23.6,0,9.699999999999982,12.274996216078794,0.7045274447402514
292.9548495359059,351.1475526921029,0.2843269537625129,71.9,0,2.0000000000000004,21.050720816764212,-2.6244056190119727
758.2999856846219,76.11702028270847,0.12593826637043934,43.7,0,4.000000000000002,12.541182328926539,2.9277102797225742
335.8773564099617,102.28482874129146,0.14198545837801757,32.9,0,4.000000000000002,20.406658404796232,-2.003264085817687
378.67521749417284,224.8375667739482,0.39484495547906223,30.6,1,10.09999999999998,22.142650204100843,-2.077858753789558
456.0459235783169,168.1139523221838,0.11926200414140611,31.8,0,5.799999999999995,19.748287824877863,-2.849423755668988
318.0717650451301,138.95954650862632,0.18927269720176976,35.6,1,10.09999999999998,8.554060758118299,2.555055896178443
130.7874337664229,81.63111154120426,0.09459869647893407,28.200000000000003,0,6.099999999999994,17.498018114871662,0.6843845676861804
252.29472350931718,114.09495272746672,0.13156561659972188,48.7,0,4.6,14.934952363152725,2.800562825403267
350.8854994714583,309.1684551333476,0.1612750674121814,61.7,0,1.8000000000000005,24.894745618675284,-1.8764997339026899
430.1206047882878,53.30073202484893,0.04834870879060856,19.0,0,6.5999999999999925,6.334477835767263,1.0476093032523472
128.94600634455304,371.9439829568521,0.19907513419842468,0.0,0,0.0,17.750841041361305,1.1961593191031277
530.9333829071986,62.126710474346936,0.051316155453054575,13.0,1,10.09999999999998,10.040212892611596,2.9273153787553365
125.26273546090621,446.3466099511628,0.06350592656398732,41.2,0,3.2000000000000015,6.587725737849722,-2.847497895545048
169.37030614615418,98.95899488685441,0.11367892213898124,51.1,0,7.699999999999989,20.736539348368424,2.012995556481602
303.181685344663,89.23354500499309,0.14664004525427016,21.6,0,4.999999999999998,19.932688997364917,-0.05250877107736196
391.08900069313853,117.22886036580553,0.20201486472465374,35.800000000000004,1,10.09999999999998,20.3864307380046,-0.20606953548221263
304.0323714106039,57.59601144405691,0.1476541986832633,42.300000000000004,0,5.4999999999999964,23.84977398273817,1.8845010877048924
393.7937478882632,119.09692467985226,0.08068653225479801,23.3,0,5.999999999999995,10.360903697433484,2.411549109738324
215.19098152354627,118.3642125360854,0.1423587895793966,51.7,0,0.4,20.664951426982565,-0.8108764079386446
379.6708918082507,70.0801426725728,0.09980697881027434,40.2,0,4.899999999999999,16.800261262813784,-1.9189138469618505
266.18521248700165,103.54695804045292,0.13861201924980043,31.3,1,10.09999999999998,17.215919863748535,0.8757027750243562
357.8962337029847,382.9405098328806,0.08941249273000966,31.1,1,10.09999999999998,5.089510540394624,2.1147164072129074
60.26402010002651,84.439203227856,0.21694256737497383,43.300000000000004,0,6.099999999999994,20.463125346282318,2.4483574819841527
578.5858271890552,337.76080570145444,0.11017595652658255,47.400000000000006,0,2.2000000000000006,17.2300976871557,0.6073181002308505
293.83927605639565,75.08004007477285,0.17386834451264643,26.6,0,4.799999999999999,21.842451971869448,1.2776873672293396
463.70687481522805,340.28554402277024,0.12053814663422587,31.8,0,3.3000000000000016,21.030213467205325,-2.9958354489236605
321.4752370734804,78.50606523578627,0.10437694359296741,47.6,0,6.799999999999992,12.197875440069925,2.7480630096845964
278.3733085624441,121.83781188594692,0.06592726079013592,50.2,0,4.799999999999999,8.364964421677275,-0.027187901513676227
175.8280045272925,73.57897415776705,0.06375154133971218,29.200000000000003,0,6.499999999999993,10.0840922065273,-1.3574607000600827
170.0253607530124,430.85415831361973,0.06788525081806238,56.1,0,0.8999999999999999,7.664707132397128,-1.958944073841843
