;current_time;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;n1;n2;north_error;east_error;distance_to_target;yaw_setpoint;current_angle;tau_X;tau_N;target_north_from_observer;target_east_from_observer
2025-11-24_15:32:27:225928;1763994747.2259283;0.0;0.0;0.0;0.0;0.0;0.0;1763994739.2520196;0;0;0;0;0;0;0;0;0;59.908642666666665;10.71945885;0.0;0.0;0.0;0.0;1763994739.2590225;7.966905832290649;0.0;0.0;0.0;-0.0;;;;;;;;;;;
2025-11-24_15:32:30:341950;1763994750.3402722;0.0;0.0;0.0;0.0;0.0;0.0;1763994739.2520196;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;-5403667.344084047;-1186335.5269152317;3220066.8878556937;1763994747.2259283;3.1143438816070557;0.0;0.0;0.0;-0.0;918.5441656701103;880.474972823746;5403687.344084039;1186315.5276805554;5532375.750419526;0.21610973476138493;0.0;196.71297093427933;3.2870290657206653;19.999999992678497;-19.99923467636113
2025-11-24_15:32:30:451133;1763994750.4499025;0.0;0.0;0.0;0.0;0.0;0.0;1763994739.2520196;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1763994750.3402722;0.10963034629821777;0.0;0.0;0.0;-0.0;635.8899652731029;1002.2829137328542;19.999672831681316;-19.838218176374365;28.169874223853434;-0.7813453943562234;0.0;171.1928077934848;-28.807192206515197;19.999672831681316;-19.838218176374365
2025-11-24_15:32:30:558620;1763994750.5586207;0.0;0.0;0.0;0.0;0.0;0.0;1763994739.2520196;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1763994750.4499025;0.1087181568145752;0.0;0.0;0.0;-0.0;807.5961883594068;947.1420843709321;19.99868704134635;-19.67590901211016;28.055104327564926;-0.7772627079619285;0.0;188.24768267986326;-11.752317320136749;19.99868704134635;-19.67590901211016
2025-11-24_15:32:30:663262;1763994750.6620631;0.0;0.0;0.0;0.0;0.0;0.0;1763994739.2520196;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1763994750.5586207;0.10344243049621582;0.0;0.0;0.0;-0.0;808.1610136242998;946.9331190762965;19.99709198336472;-19.517679697439757;27.943219366476036;-0.7732662758803132;0.0;188.31047985314666;-11.689520146853344;19.99709198336472;-19.517679697439757
2025-11-24_15:32:30:766036;1763994750.7649317;0.0;0.0;0.0;0.0;0.0;0.0;1763994739.2520196;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1763994750.6620631;0.10286855697631836;0.0;0.0;0.0;-0.0;808.717537598497;946.7270369135784;19.99486739153832;-19.35923301172352;27.83118080152921;-0.7692478993093104;0.0;188.3723970316422;-11.627602968357804;19.99486739153832;-19.35923301172352
2025-11-24_15:32:30:869435;1763994750.8681936;0.0;0.0;0.0;0.0;0.0;0.0;1763994739.2520196;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1763994750.7649317;0.10326194763183594;0.0;0.0;0.0;-0.0;809.2361732376703;946.5348167547359;19.99210092209352;-19.205101366785467;27.722193596244825;-0.7653229084791549;0.0;188.43013723769639;-11.569862762303622;19.99210092209352;-19.205101366785467
2025-11-24_15:32:30:984539;1763994750.98336;0.0;0.0;0.0;0.0;0.0;0.0;1763994739.2520196;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1763994750.8681936;0.11516642570495605;0.0;0.0;0.0;-0.0;809.7281124838136;946.352340994422;19.98868379073439;-19.04859646592179;27.611528516318977;-0.7613210337192692;0.0;188.48493951673046;-11.515060483269533;19.98868379073439;-19.04859646592179
2025-11-24_15:32:31:088559;1763994751.087462;0.0;0.0;0.0;0.0;0.0;0.0;1763994739.2520196;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1763994750.98336;0.10410189628601074;0.0;0.0;0.0;-0.0;810.4567423283157;946.0818007260935;19.98420258658865;-18.875925485282366;27.489432805129844;-0.7568862458363125;0.0;188.5661704427294;-11.433829557270597;19.98420258658865;-18.875925485282366
2025-11-24_15:32:31:193263;1763994751.1932635;0.0;0.0;0.0;0.0;0.0;0.0;1763994739.2520196;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1763994751.087462;0.10580158233642578;0.0;0.0;0.0;-0.0;810.9299556889531;945.905924776156;19.979568706773378;-18.72168625901662;27.38037074419793;-0.7529072329246204;0.0;188.6189655265429;-11.381034473457118;19.979568706773378;-18.72168625901662
