;current_time;tau_X;tau_N;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;n1;n2;north_error;east_error;distance_to_target;yaw_setpoint;current_angle;target_north_from_observer;target_east_from_observer
2025-11-24_17:12:47:734211;1764000767.7075586;-132.16157283932355;-33.889948059835525;59.90871583333333;10.719327333333334;0.0;59.90871583333333;10.719327333333334;0.0;1764000767.7013757;0;0.7257292589802464;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;0.09284233125749078;-0.6248157860721665;3.114473891979719e-08;1764000767.5927446;0.11481404304504395;0.0;0.0;0.0;-0.0;436.79540173964347;947.0519821445401;-20.09284233125749;-25.825184213927773;32.72097878475027;-2.2319984214281052;0.0;-20.0;-26.599999999999937
2025-11-24_17:12:47:848596;1764000767.841525;-132.57996481660035;-33.9336296959801;59.90871583333333;10.719327333333334;0.0;59.90871583333333;10.719327333333334;0.0;1764000767.8315952;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;0.1299792569928991;-0.6994206488724227;3.9896254099003325e-08;1764000767.7075586;0.13396644592285156;0.0;0.0;0.0;-0.0;438.2429144747811;948.2005161736673;-20.1299792569929;-25.900579351127515;32.80329367016394;-2.2314805739059715;0.0;-20.0;-26.749999999999936
2025-11-24_17:12:47:959809;1764000767.9374175;-133.48305106679499;-33.844059947470626;59.90871633333333;10.719326333333333;0.0;59.90871633333333;10.719326333333333;0.0;1764000767.9374175;0;0.74610952084661;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;0.1299792569928991;-0.6994206488724227;3.9896254099003325e-08;1764000767.841525;0.09589242935180664;0.0;0.0;0.0;-0.0;443.51572533916806;949.6669555162358;-20.1299792569929;-26.050579351127514;32.92185823152082;-2.2286845984166845;0.0;-20.0;-26.899999999999935
2025-11-24_17:12:48:061225;1764000768.0528073;-133.9963046400106;-33.88555861342091;59.90871633333333;10.719326333333333;0.0;59.90871633333333;10.719326333333333;0.0;1764000768.0520177;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;0.18568463441206917;-0.7553742895241848;4.70808897562458e-08;1764000767.9374175;0.11538982391357422;0.0;0.0;0.0;-0.0;445.40535222002853;951.005628249004;-20.18568463441207;-26.14462571047575;33.03033935188691;-2.228278137380889;0.0;-20.0;-27.049999999999933
2025-11-24_17:12:48:177129;1764000768.1652236;-134.90075345869988;-33.80429515933738;59.908716;10.719327;0.0;59.908716;10.719327;0.0;1764000768.1642234;0;0.4691087514285623;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;0.18568463441206917;-0.7553742895241848;4.70808897562458e-08;1764000768.0528073;0.11241626739501953;0.0;0.0;0.0;-0.0;450.5045482997835;952.5161168150948;-20.18568463441207;-26.29462571047575;33.149196150343556;-2.2255127927727476;0.0;-20.0;-27.199999999999932
2025-11-24_17:12:48:323154;1764000768.3097749;-136.06818705082384;-33.728955080810124;59.9087155;10.719327833333333;0.0;59.9087155;10.719327833333333;0.0;1764000768.2982981;0;0.5418231378755791;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;0.14854771538825984;-0.7180718626539759;4.114219853690315e-08;1764000768.1652236;0.14455127716064453;0.0;0.0;0.0;-0.0;456.66535888113884;954.6235380446215;-20.14854771538826;-26.481928137345957;33.275463827132945;-2.2211999122880104;0.0;-20.0;-27.34999999999993
2025-11-24_17:12:48:428856;1764000768.4134076;-137.31339402447477;-33.62223482776216;59.9087155;10.719327833333333;0.0;59.9087155;10.719327833333333;0.0;1764000768.4115202;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;0.09284233967707144;-0.6714438297248544;3.602368833094394e-08;1764000768.3097749;0.10363268852233887;0.0;0.0;0.0;-0.0;463.44266535305303;956.722725496068;-20.09284233967707;-26.678556170275076;33.39861782495859;-2.2163077048499047;0.0;-20.0;-27.49999999999993
2025-11-24_17:12:48:527239;1764000768.5209227;-138.22274671845133;-33.62251462656757;59.90871383333333;10.719332333333334;0.0;59.90871383333333;10.719332333333334;0.0;1764000768.5137753;0;3.0595449820697183;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;0.09284233967707144;-0.6714438297248544;3.602368833094394e-08;1764000768.4134076;0.10751509666442871;0.0;0.0;0.0;-0.0;467.4593060557825;958.6778927271874;-20.09284233967707;-26.828556170275075;33.51855813528864;-2.2136154303508655;0.0;-20.0;-27.649999999999928
2025-11-24_17:12:48:670148;1764000768.6447306;-140.85730200776226;-33.3199916613607;59.90871383333333;10.719332333333334;0.0;59.90871383333333;10.719332333333334;0.0;1764000768.6352553;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.09284225536331689;-0.4196524145033375;1.3910544001405345e-08;1764000768.5209227;0.12380790710449219;0.0;0.0;0.0;-0.0;482.1940479980469;962.680088666676;-19.907157744636685;-27.23034758549659;33.73109483987747;-2.2020685815146246;0.0;-20.0;-27.799999999999926
2025-11-24_17:12:48:753222;1764000768.7402232;-141.77242726487464;-33.40275190971804;59.90871416666667;10.7193305;0.0;59.90871416666667;10.7193305;0.0;1764000768.7373056;0;1.06905120595005;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.09284225536331689;-0.4196524145033375;1.3910544001405345e-08;1764000768.6447306;0.09549260139465332;0.0;0.0;0.0;-0.0;485.1955155614321;965.0807740972443;-19.907157744636685;-27.38034758549659;33.85230218718451;-2.199453517255196;0.0;-20.0;-27.949999999999925
2025-11-24_17:12:48:861942;1764000768.848332;-142.0226132292779;-33.45574519297222;59.90871416666667;10.7193305;0.0;59.90871416666667;10.7193305;0.0;1764000768.8403378;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.05570532997773205;-0.5222341107270072;2.1382954514675978e-08;1764000768.7402232;0.1081087589263916;0.0;0.0;0.0;-0.0;485.6872839393681;965.8998377583735;-19.944294670022266;-27.42776588927292;33.91249373846521;-2.1995169817652687;0.0;-20.0;-28.099999999999923
2025-11-24_17:12:48:975075;1764000768.955355;-142.9388109422828;-33.37018074708827;59.908714333333336;10.719329333333333;0.0;59.908714333333336;10.719329333333333;0.0;1764000768.954527;0;0.5943539298890131;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.05570532997773205;-0.5222341107270072;2.1382954514675978e-08;1764000768.848332;0.10702300071716309;0.0;0.0;0.0;-0.0;490.4627528645764;967.3889003932084;-19.944294670022266;-27.577765889272918;34.03392515312073;-2.196924959895856;0.0;-20.0;-28.249999999999922
2025-11-24_17:12:49:087294;1764000769.0751557;-143.43686353861895;-33.38405332293714;59.908714833333335;10.719327333333334;0.0;59.908714833333335;10.719327333333334;0.0;1764000769.0741138;0;1.045309206103331;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.03713686512199317;-0.5875133715682903;2.7448926652462458e-08;1764000768.955355;0.11980080604553223;0.0;0.0;0.0;-0.0;492.40094602613175;968.5222287983603;-19.962863134878006;-27.66248662843163;34.11347345272876;-2.1959106591299764;0.0;-20.0;-28.39999999999992
2025-11-24_17:12:49:212294;1764000769.203782;-143.61016973802137;-33.4196640782778;59.908714833333335;10.719327333333334;0.0;59.908714833333335;10.719327333333334;0.0;1764000769.187771;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;0.018568521595337954;-0.6994206700074727;3.786884812673197e-08;1764000769.0751557;0.12862634658813477;0.0;0.0;0.0;-0.0;492.74827876119105;969.0817579176633;-20.018568521595338;-27.700579329992447;34.1769685734562;-2.196580110591797;0.0;-20.0;-28.54999999999992
2025-11-24_17:12:49:325471;1764000769.3205817;-144.527617918389;-33.33022828932332;59.908715;10.719326666666667;0.0;59.908715;10.719326666666667;0.0;1764000769.3082142;0;0.3459595625819409;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;0.018568521595337954;-0.6994206700074727;3.786884812673197e-08;1764000769.203782;0.11679959297180176;0.0;0.0;0.0;-0.0;497.5016753421077;970.547812523219;-20.018568521595338;-27.850579329992446;34.29865674731315;-2.194018494150907;0.0;-20.0;-28.699999999999918
2025-11-24_17:12:49:434676;1764000769.4132938;-145.1974810185641;-33.31941304107388;59.908715;10.719326666666667;0.0;59.908715;10.719326666666667;0.0;1764000769.4112859;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;0.03713698437558184;-0.7367231019517485;4.165572945954987e-08;1764000769.3205817;0.0927121639251709;0.0;0.0;0.0;-0.0;500.3769527088485;971.9088908404676;-20.037136984375582;-27.963276898048168;34.40104233024846;-2.1925447352657703;0.0;-20.0;-28.849999999999916
2025-11-24_17:12:49:541839;1764000769.5227952;-146.1165978036039;-33.2666539399229;59.908714833333335;10.719327166666666;0.0;59.908714833333335;10.719327166666666;0.0;1764000769.51721;0;0.3170016446968478;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;0.03713698437558184;-0.7367231019517485;4.165572945954987e-08;1764000769.4132938;0.10950136184692383;0.0;0.0;0.0;-0.0;504.68695406088176;973.5704656701718;-20.037136984375582;-28.113276898048166;34.52308208252793;-2.1900140028529567;0.0;-20.0;-28.999999999999915
2025-11-24_17:12:49:651246;1764000769.640182;-147.22898338602928;-33.20400316007787;59.908714833333335;10.719327166666666;0.0;59.908714833333335;10.719327166666666;0.0;1764000769.6306825;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;0.01856852356174108;-0.7087462789605642;3.9008332593584716e-08;1764000769.5227952;0.1173868179321289;0.0;0.0;0.0;-0.0;509.84223521161954;975.584065344141;-20.01856852356174;-28.29125372103935;34.65743964635529;-2.186597172955715;0.0;-20.0;-29.149999999999913
2025-11-24_17:12:49:765924;1764000769.759029;-148.15052950975868;-33.1812653454384;59.908714833333335;10.719327166666666;0.0;59.908714833333335;10.719327166666666;0.0;1764000769.7466493;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;0.01856852356174108;-0.7087462789605642;3.9008332593584716e-08;1764000769.640182;0.11884689331054688;0.0;0.0;0.0;-0.0;513.7783303332498;977.4045122515982;-20.01856852356174;-28.44125372103935;34.77999423457502;-2.1841060294526162;0.0;-20.0;-29.299999999999912
2025-11-24_17:12:49:885989;1764000769.858562;-149.0730957885395;-33.13640331419443;59.908714833333335;10.719326833333334;0.0;59.908714833333335;10.719326833333334;0.0;1764000769.858562;0;0.16665859375140366;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;0.01856852356174108;-0.7087462789605642;3.9008332593584716e-08;1764000769.759029;0.0995330810546875;0.0;0.0;0.0;-0.0;517.9111161310084;979.1060233426673;-20.01856852356174;-28.591253721039347;34.9027631438169;-2.1816323956602885;0.0;-20.0;-29.44999999999991
2025-11-24_17:12:49:980626;1764000769.972273;-149.88178015713524;-33.11470233745544;59.908714833333335;10.719326833333334;0.0;59.908714833333335;10.719326833333334;0.0;1764000769.9680927;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;0.018568527061205323;-0.7273974967245918;4.1036190001619843e-08;1764000769.858562;0.11371111869812012;0.0;0.0;0.0;-0.0;521.3307597375532;980.6886809884796;-20.018568527061205;-28.72260250327532;35.01044102026998;-2.179480595196958;0.0;-20.0;-29.59999999999991
2025-11-24_17:12:50:129150;1764000770.113062;-150.8062378680176;-33.08051766079333;59.90871466666667;10.719327666666667;0.0;59.90871466666667;10.719327666666667;0.0;1764000770.1068976;0;0.3615813146564737;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;0.018568527061205323;-0.7273974967245918;4.1036190001619843e-08;1764000769.972273;0.14078879356384277;0.0;0.0;0.0;-0.0;525.3056836950711;982.4450779626449;-20.018568527061205;-28.872602503275317;35.13360586653163;-2.1770393893418456;0.0;-20.0;-29.749999999999908
2025-11-24_17:12:50:253304;1764000770.24416;-152.04097099048826;-33.0067120237298;59.90871416666667;10.719329166666666;0.0;59.90871416666667;10.719329166666666;0.0;1764000770.2397285;0;0.7583657355990687;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;6.267296106683196e-08;-0.6807694555118444;3.631751019204286e-08;1764000770.113062;0.13109803199768066;0.0;0.0;0.0;-0.0;530.8445322059257;984.6371935376224;-20.00000006267296;-29.069230544488065;35.28484330354205;-2.173431742302687;0.0;-20.0;-29.899999999999906
2025-11-24_17:12:50:373038;1764000770.3513408;-153.55209540592028;-32.893923165563585;59.90871416666667;10.719329166666666;0.0;59.90871416666667;10.719329166666666;0.0;1764000770.3513408;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.05570531854489901;-0.5968389836476257;2.800801297137001e-08;1764000770.24416;0.10718083381652832;0.0;0.0;0.0;-0.0;537.7631924890259;987.1948712114846;-19.9442946814551;-29.30316101635228;35.446440383922706;-2.168396292250998;0.0;-20.0;-30.049999999999905
2025-11-24_17:12:50:489550;1764000770.466281;-154.4810318196563;-32.90682226549698;59.908714;10.719329666666667;0.0;59.908714;10.719329666666667;0.0;1764000770.45666;0;0.3188222528354854;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.05570531854489901;-0.5968389836476257;2.800801297137001e-08;1764000770.3513408;0.11494016647338867;0.0;0.0;0.0;-0.0;541.1815519909308;989.1969951370922;-19.9442946814551;-29.45316101635228;35.570543771439475;-2.1660235682915796;0.0;-20.0;-30.199999999999903
2025-11-24_17:12:50:587589;1764000770.5867975;-155.60660930426195;-32.84638520912369;59.908714;10.719329666666667;0.0;59.908714;10.719329666666667;0.0;1764000770.586169;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.07427377879181277;-0.5688621591106104;2.568913699818598e-08;1764000770.466281;0.12051653861999512;0.0;0.0;0.0;-0.0;546.0209504883994;991.2178667239773;-19.925726221208187;-29.63113784088929;35.707686780136356;-2.1627983149600873;0.0;-20.0;-30.349999999999902
2025-11-24_17:12:50:708888;1764000770.6983461;-156.53780941986489;-32.82168106021634;59.90871333333333;10.719331333333333;0.0;59.90871333333333;10.719331333333333;0.0;1764000770.6974747;0;1.07109995294427;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.07427377879181277;-0.5688621591106104;2.568913699818598e-08;1764000770.5867975;0.11154866218566895;0.0;0.0;0.0;-0.0;549.7528150226697;993.0193416662831;-19.925726221208187;-29.78113784088929;35.83225832320078;-2.1604623306798967;0.0;-20.0;-30.4999999999999
2025-11-24_17:12:50:847563;1764000770.8412783;-158.14050436665627;-32.70615941076309;59.90871333333333;10.719331333333333;0.0;59.90871333333333;10.719331333333333;0.0;1764000770.8256912;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.14854761661336424;-0.4756060770385905;1.9324706002077363e-08;1764000770.6983461;0.14293217658996582;0.0;0.0;0.0;-0.0;556.8004818607352;995.7304201395514;-19.851452383386636;-30.02439392296131;35.993671557247715;-2.154989073559623;0.0;-20.0;-30.6499999999999
2025-11-24_17:12:50:926917;1764000770.9170992;-159.0748279583795;-32.686357381686086;59.908712333333334;10.7193345;0.0;59.908712333333334;10.7193345;0.0;1764000770.9159553;0;2.3187768036150436;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.14854761661336424;-0.4756060770385905;1.9324706002077363e-08;1764000770.8412783;0.0758209228515625;0.0;0.0;0.0;-0.0;560.426480244842;997.5557857541733;-19.851452383386636;-30.174393922961308;36.11888993792461;-2.152698610028399;0.0;-20.0;-30.799999999999898
2025-11-24_17:12:51:090949;1764000771.0664687;-161.25584573992288;-32.53476353203648;59.90871166666667;10.719336166666666;0.0;59.90871166666667;10.719336166666666;0.0;1764000771.0590994;0;0.8328636766054132;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.2599583686422583;-0.2984195083103465;1.1965393550972259e-08;1764000770.9170992;0.149369478225708;0.0;0.0;0.0;-0.0;569.7649229635325;1001.2558241073499;-19.74004163135774;-30.501580491689552;36.33201970849891;-2.1451872316423155;0.0;-20.0;-30.949999999999896
2025-11-24_17:12:51:157364;1764000771.1441214;-162.87268328420598;-32.41956381328988;59.90871166666667;10.719336166666666;0.0;59.90871166666667;10.719336166666666;0.0;1764000771.1335452;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.33423219746382954;-0.20516341609392144;1.0816239875977018e-08;1764000771.0664687;0.0776526927947998;0.0;0.0;0.0;-0.0;576.6155823588023;1003.975314935092;-19.66576780253617;-30.744836583905975;36.49640256017504;-2.139857328260071;0.0;-20.0;-31.099999999999895
2025-11-24_17:12:51:238986;1764000771.2363467;-163.81300523389223;-32.469151087233;59.90871166666667;10.719336166666666;0.0;59.90871166666667;10.719336166666666;0.0;1764000771.2348356;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.33423219746382954;-0.20516341609392144;1.0816239875977018e-08;1764000771.1441214;0.09222531318664551;0.0;0.0;0.0;-0.0;579.5156535351136;1006.1572820546388;-19.66576780253617;-30.894836583905974;36.62285284913674;-2.137650338651078;0.0;-20.0;-31.249999999999893
2025-11-24_17:12:51:373076;1764000771.3406296;-164.75421144841496;-32.44123149456702;59.908711;10.719337;0.0;59.908711;10.719337;0.0;1764000771.3398144;0;0.8353788543216444;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.33423219746382954;-0.20516341609392144;1.0816239875977018e-08;1764000771.2363467;0.10428285598754883;0.0;0.0;0.0;-0.0;583.0972004604396;1007.9358647242958;-19.66576780253617;-31.044836583905973;36.74948029271564;-2.1354585476467736;0.0;-20.0;-31.399999999999892
2025-11-24_17:12:51:445279;1764000771.4429474;-166.08681383296783;-32.32824343950587;59.908711;10.719337;0.0;59.908711;10.719337;0.0;1764000771.4429474;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.40850602416944604;-0.1585353701431334;1.4122402858252059e-08;1764000771.3406296;0.10231781005859375;0.0;0.0;0.0;-0.0;588.7810549637289;1010.0699577438336;-19.591493975830552;-31.241464629856758;36.87622199227567;-2.1309036748091823;0.0;-20.0;-31.54999999999989
2025-11-24_17:12:51:616493;1764000771.6087222;-167.03068020660132;-32.3541243485441;59.908710666666664;10.719337833333332;0.0;59.908710666666664;10.719337833333332;0.0;1764000771.6057463;0;0.36615592250092033;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.40850602416944604;-0.1585353701431334;1.4122402858252059e-08;1764000771.4429474;0.16577482223510742;0.0;0.0;0.0;-0.0;591.842501919208;1012.1239944149914;-19.591493975830552;-31.391464629856756;37.00338751807127;-2.128750044051283;0.0;-20.0;-31.69999999999989
2025-11-24_17:12:51:695900;1764000771.6786156;-167.77437291854977;-32.22562708145024;59.908710666666664;10.719337833333332;0.0;59.908710666666664;10.719337833333332;0.0;1764000771.6711447;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.44564293687487233;-0.11190732119814978;1.6150626974686944e-08;1764000771.6087222;0.06989336013793945;0.0;0.0;0.0;-0.0;595.5472470134687;1012.9741553446528;-19.554357063125128;-31.58809267880174;37.15078033146491;-2.1250997834648886;0.0;-20.0;-31.849999999999888
2025-11-24_17:12:51:788971;1764000771.7757618;-167.74959401715466;-32.25040598284534;59.90871033333333;10.719337666666666;0.0;59.90871033333333;10.719337666666666;0.0;1764000771.774528;0;0.3703684193658624;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.44564293687487233;-0.11190732119814978;1.6150626974686944e-08;1764000771.6786156;0.09714627265930176;0.0;0.0;0.0;-0.0;595.2448369575355;1013.0512400913618;-19.554357063125128;-31.73809267880174;37.27840403022104;-2.122981861894217;0.0;-20.0;-31.999999999999886
2025-11-24_17:12:51:910590;1764000771.882284;-167.80203289521558;-32.19796710478444;59.90871;10.719338;0.0;59.90871;10.719338;0.0;1764000771.882284;0;0.3856624892591116;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.48277984860646106;-0.1212329324869053;1.8743167129464666e-08;1764000771.7757618;0.1065220832824707;0.0;0.0;0.0;-0.0;595.8846374056744;1012.8881009243785;-19.517220151393538;-31.87876706751298;37.37883989883464;-2.120161859796919;0.0;-20.0;-32.149999999999885
2025-11-24_17:12:51:985455;1764000771.9793572;-167.86206992209094;-32.137930077909076;59.90871;10.719338;0.0;59.90871;10.719338;0.0;1764000771.9793572;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.5199167602967317;-0.10258171312852937;2.13596500764357e-08;1764000771.882284;0.09707331657409668;0.0;0.0;0.0;-0.0;596.6162995208555;1012.7012913847416;-19.48008323970327;-32.047418286871356;37.503475330687216;-2.116969269322653;0.0;-20.0;-32.29999999999988
2025-11-24_17:12:52:116733;1764000772.0972536;-167.86505236762764;-32.13494763237235;59.908709;10.719340666666668;0.0;59.908709;10.719340666666668;0.0;1764000772.093045;0;1.6379484336605161;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.5199167602967317;-0.10258171312852937;2.13596500764357e-08;1764000771.9793572;0.11789631843566895;0.0;0.0;0.0;-0.0;596.6526227383948;1012.6920103918662;-19.48008323970327;-32.197418286871354;37.63173378101953;-2.11489885799267;0.0;-20.0;-32.44999999999988
2025-11-24_17:12:52:228732;1764000772.2194674;-168.0336444794391;-31.966355520560914;59.908709;10.719340666666668;0.0;59.908709;10.719340666666668;0.0;1764000772.217361;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.6313274960260551;0.046628052939479386;3.098028744652481e-08;1764000772.0972536;0.12221384048461914;0.0;0.0;0.0;-0.0;598.7023236191192;1012.1672347138107;-19.368672503973944;-32.496628052939364;37.83089094083408;-2.1082849496177967;0.0;-20.0;-32.59999999999988
2025-11-24_17:12:52:359605;1764000772.340107;-167.99494955523807;-32.00505044476195;59.90870816666666;10.719342333333334;0.0;59.90870816666666;10.719342333333334;0.0;1764000772.3380234;0;1.0905775108794609;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.6313274960260551;0.046628052939479386;3.098028744652481e-08;1764000772.2194674;0.12063956260681152;0.0;0.0;0.0;-0.0;598.2325013292653;1012.2877042318185;-19.368672503973944;-32.64662805293936;37.95981820021223;-2.1062618339281944;0.0;-20.0;-32.74999999999988
2025-11-24_17:12:52:467185;1764000772.4461656;-168.13896835764885;-31.861031642351154;59.90870816666666;10.719342333333334;0.0;59.90870816666666;10.719342333333334;0.0;1764000772.438597;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.7241697716310294;0.13988416216312655;4.1772387437966074e-08;1764000772.340107;0.10605859756469727;0.0;0.0;0.0;-0.0;599.9792713630014;1011.8392555695298;-19.27583022836897;-32.88988416216301;38.12219971608936;-2.1009114717441033;0.0;-20.0;-32.89999999999988
2025-11-24_17:12:52:577867;1764000772.5623665;-168.10703269911764;-31.89296730088235;59.908708;10.719341833333333;0.0;59.908708;10.719341833333333;0.0;1764000772.5590625;0;0.2787364360565007;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.7241697716310294;0.13988416216312655;4.1772387437966074e-08;1764000772.4461656;0.11620092391967773;0.0;0.0;0.0;-0.0;599.5923704045296;1011.9387146177513;-19.27583022836897;-33.039884162163005;38.25168723653968;-2.0989286846297173;0.0;-20.0;-33.049999999999876
2025-11-24_17:12:52:673938;1764000772.661558;-168.14395565513706;-31.856044344862934;59.9087075;10.719343166666667;0.0;59.9087075;10.719343166666667;0.0;1764000772.6605499;0;0.9174276153005869;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.7427382291768578;0.11190733024766511;4.317150731347752e-08;1764000772.5623665;0.09919142723083496;0.0;0.0;0.0;-0.0;600.0396700215642;1011.8237224610677;-19.257261770823142;-33.161907330247544;38.347806047933595;-2.096906962834643;0.0;-20.0;-33.199999999999875
2025-11-24_17:12:52:799079;1764000772.7817502;-168.23428781366732;-31.765712186332692;59.9087075;10.719343166666667;0.0;59.9087075;10.719343166666667;0.0;1764000772.7739527;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.7984435926394844;0.18651221985639693;5.160909222201582e-08;1764000772.661558;0.12019228935241699;0.0;0.0;0.0;-0.0;601.132587106401;1011.5423385809692;-19.201556407360517;-33.38651221985627;38.514399471777566;-2.0927276611350116;0.0;-20.0;-33.34999999999987
2025-11-24_17:12:52:905663;1764000772.8892171;-168.23253916456017;-31.76746083543984;59.90870733333333;10.7193435;0.0;59.90870733333333;10.7193435;0.0;1764000772.8826427;0;0.24214138124323795;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.7984435926394844;0.18651221985639693;5.160909222201582e-08;1764000772.7817502;0.1074669361114502;0.0;0.0;0.0;-0.0;601.1114492881704;1011.5477863505115;-19.201556407360517;-33.53651221985627;38.64450051867169;-2.090792499998622;0.0;-20.0;-33.49999999999987
2025-11-24_17:12:53:100510;1764000773.0824795;-168.26302625350417;-31.73697374649583;59.90870733333333;10.7193435;0.0;59.90870733333333;10.7193435;0.0;1764000773.027966;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.8170120486007781;0.20516344277078052;5.5002802978876275e-08;1764000772.8892171;0.19326233863830566;0.0;0.0;0.0;-0.0;601.479873371739;1011.4528021797217;-19.182987951399223;-33.705163442770655;38.78176207249241;-2.0882162093528036;0.0;-20.0;-33.64999999999987
2025-11-24_17:12:53:135776;1764000773.114609;-168.37761640325587;-31.62238359674413;59.90870666666667;10.719345166666667;0.0;59.90870666666667;10.719345166666667;0.0;1764000773.114609;0;1.3759863393973832;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.8170120486007781;0.20516344277078052;5.5002802978876275e-08;1764000773.0824795;0.032129526138305664;0.0;0.0;0.0;-0.0;602.8626352295595;1011.095710585984;-19.182987951399223;-33.85516344277065;38.91219755398354;-2.0863094561678888;0.0;-20.0;-33.79999999999987
2025-11-24_17:12:53:241330;1764000773.2148654;-168.42663399839614;-31.573366001603848;59.90870666666667;10.719345166666667;0.0;59.90870666666667;10.719345166666667;0.0;1764000773.2128675;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.8912858641572071;0.29841955922061103;6.907521904464531e-08;1764000773.114609;0.10025644302368164;0.0;0.0;0.0;-0.0;603.4531640589443;1010.9429209701844;-19.108714135842792;-34.09841955922048;39.08766010343914;-2.0815882066338025;0.0;-20.0;-33.94999999999987
2025-11-24_17:12:53:344800;1764000773.3403213;-168.39520407873687;-31.604795921263147;59.90870566666667;10.719348333333333;0.0;59.90870566666667;10.719348333333333;0.0;1764000773.332729;0;1.7461996618132314;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-0.8912858641572071;0.29841955922061103;6.907521904464531e-08;1764000773.2148654;0.1254558563232422;0.0;0.0;0.0;-0.0;603.0745854457834;1011.0408918218537;-19.108714135842792;-34.24841955922048;39.218582307749905;-2.0797184227509438;0.0;-20.0;-34.099999999999866
