;current_time;target_north_from_observer;target_east_from_observer;tau_X;tau_N;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;n1;n2;north_error;east_error;distance_to_target;yaw_setpoint;current_angle
2025-12-11_13:57:42:453624;1765457862.4524465;-20.0;-20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765457858.1321084;0;0;0;0;0;0;0;0;0;59.908642666666665;10.71945885;0.0;0.0;0.0;0.0;1765457858.138395;4.314051389694214;0.0;0.0;0.0;-0.0;;;;;;;
2025-12-11_13:57:45:590800;1765457865.5908005;-20.0;-20.15;196.71294735495815;3.2870526450418405;0.0;0.0;0.0;0.0;0.0;0.0;1765457858.1321084;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;-5403667.344084047;-1186335.5269152317;3220066.8878556937;1765457862.4524465;3.1383540630340576;0.0;0.0;0.0;-0.0;918.5442465671308;880.4747782275015;5403647.344084047;1186315.5269152317;5532336.680700727;0.21611128501261273;0.0
2025-12-11_13:57:45:698025;1765457865.6980252;-20.0;-20.299999999999997;-104.64428532240159;-80.51379871135342;0.0;0.0;0.0;0.0;0.0;0.0;1765457858.1321084;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765457865.5908005;0.10722470283508301;0.0;0.0;0.0;-0.0;0.954929658551372;1126.6724583783835;-20.0;-20.15;28.39053539474027;-2.3524585175366846;0.0
2025-12-11_13:57:45:798045;1765457865.7980452;-20.0;-20.449999999999996;-107.76692314019282;-35.99655280381404;0.0;0.0;0.0;0.0;0.0;0.0;1765457858.1321084;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765457865.6980252;0.10001993179321289;0.0;0.0;0.0;-0.0;261.64733023568056;904.6927228014373;-20.0;-20.299999999999997;28.497192844208357;-2.3487504589610935;0.0
2025-12-11_13:57:45:910051;1765457865.9100513;-20.0;-20.599999999999994;-111.19136329509855;-36.13227758682036;0.0;0.0;0.0;0.0;0.0;0.0;1765457858.1321084;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765457865.7980452;0.11200618743896484;0.0;0.0;0.0;-0.0;284.84565321551617;913.222070496882;-20.0;-20.449999999999996;28.60423919631494;-2.3450701036150807;0.0
2025-12-11_13:57:46:015405;1765457866.0154054;-20.0;-20.749999999999993;-112.83934520275595;-36.24601845226508;0.0;0.0;0.0;0.0;0.0;0.0;1765457858.1321084;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765457865.9100513;0.10535407066345215;0.0;0.0;0.0;-0.0;294.50570771125257;917.5734163400366;-20.0;-20.599999999999994;28.711670101197523;-2.341417240784853;0.0
2025-12-11_13:57:46:135392;1765457866.134015;-20.0;-20.89999999999999;-113.74755675407893;-36.392607804729714;0.0;0.0;0.0;0.0;0.0;0.0;1765457858.1321084;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765457866.0154054;0.11860966682434082;0.0;0.0;0.0;-0.0;298.23445723313165;920.4376298079961;-20.0;-20.749999999999993;28.819481258343284;-2.337791659958033;0.0
2025-12-11_13:57:46:239081;1765457866.2390814;-20.0;-21.04999999999999;-114.6568953286691;-36.50269644795256;0.0;0.0;0.0;0.0;0.0;0.0;1765457858.1321084;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765457866.134015;0.10506629943847656;0.0;0.0;0.0;-0.0;302.5539056444005;923.0895227958398;-20.0;-20.89999999999999;28.927668416241218;-2.334193150885887;0.0
2025-12-11_13:57:46:352742;1765457866.3527427;-20.0;-21.19999999999999;-115.56735357639307;-36.63905959608806;0.0;0.0;0.0;0.0;0.0;0.0;1765457858.1321084;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765457866.2390814;0.11366128921508789;0.0;0.0;0.0;-0.0;306.3736691959421;925.8841362638725;-20.0;-21.04999999999999;29.03622737202613;-2.330621503643121;0.0
2025-12-11_13:57:46:461559;1765457866.4615593;-20.0;-21.349999999999987;-116.47892413906352;-36.760250834922275;0.0;0.0;0.0;0.0;0.0;0.0;1765457858.1321084;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765457866.3527427;0.10881662368774414;0.0;0.0;0.0;-0.0;310.40847221205837;928.5877017304308;-20.0;-21.19999999999999;29.145153971114986;-2.3270765086853062;0.0
2025-12-11_13:57:46:576357;1765457866.5763571;-20.0;-21.499999999999986;-117.39159965278405;-36.89703679495575;0.0;0.0;0.0;0.0;0.0;0.0;1765457858.1321084;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765457866.4615593;0.11479783058166504;0.0;0.0;0.0;-0.0;314.1402526330017;931.3730806607706;-20.0;-21.349999999999987;29.254444106836136;-2.3235579569039935;0.0
2025-12-11_13:57:46:688423;1765457866.687481;-20.0;-21.649999999999984;-118.30537275021541;-37.022943064886796;0.0;0.0;0.0;0.0;0.0;0.0;1765457858.1321084;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765457866.5763571;0.11112380027770996;0.0;0.0;0.0;-0.0;318.01357836757415;934.091904009122;-20.0;-21.499999999999986;29.364093720052033;-2.32006563967957;0.0
2025-12-11_13:57:46:791927;1765457866.7919278;-20.0;-21.799999999999983;-119.2202360627642;-37.13632058064651;0.0;0.0;0.0;0.0;0.0;0.0;1765457858.1321084;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765457866.687481;0.1044468879699707;0.0;0.0;0.0;-0.0;322.0499682038216;936.7355652130464;-20.0;-21.649999999999984;29.474098798775838;-2.316599348931924;0.0
2025-12-11_13:57:46:895832;1765457866.8958323;-20.0;-21.94999999999998;-120.1361822226959;-37.25237426794245;0.0;0.0;0.0;0.0;0.0;0.0;1765457858.1321084;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765457866.7919278;0.10390448570251465;0.0;0.0;0.0;-0.0;326.0004664878627;939.3889976454453;-20.0;-21.799999999999983;29.584455377782422;-2.3131588771689677;0.0
2025-12-11_13:57:47:011084;1765457867.011084;-20.0;-22.09999999999998;-121.05320386517367;-37.39325282233276;0.0;0.0;0.0;0.0;0.0;0.0;1765457858.1321084;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765457866.8958323;0.11525177955627441;0.0;0.0;0.0;-0.0;329.5181808103561;942.1745617142888;-20.0;-21.94999999999998;29.69515953821429;-2.3097440175330792;0.0
