;current_time;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;n1;n2;north_error;east_error;distance_to_target;yaw_setpoint;current_angle;tau_X;tau_N;target_north_from_observer;target_east_from_observer
2025-11-24_16:55:15:179648;1763999715.179649;59.908615833333336;10.719238333333333;0.0;59.908615833333336;10.719238333333333;0.0;1763999715.179649;238.66;772381.3700492815;0;0;0;0;0;0;0;59.908642666666665;10.71945885;0.0;0.0;0.0;0.0;1763999708.027965;7.151684045791626;0.0;0.0;-0.0;0.0;;;;;;;;;;;
2025-11-24_16:55:18:192317;1763999718.1913207;59.908614166666666;10.719238833333334;0.0;59.908614166666666;10.719238833333334;0.0;1763999718.1901474;238.66;0.06237517437820607;0.51;0;0;0;0;0;0;59.908615833333336;10.719238333333333;0.0;-2.9895007953348065;-12.338749909802399;1.260488356535916e-05;1763999715.179649;3.011671543121338;0.0;0.0;-0.0;0.0;867.1262225138112;924.0349951241055;22.98950078845131;-7.66050801237019;24.232220895117955;-0.32164645868572794;0.0;195.10775736339008;-4.8922426366099225;19.999999993116504;-19.99925792217259
2025-11-24_16:55:18:298765;1763999718.2957573;59.908614666666665;10.7192475;0.0;59.908614666666665;10.7192475;0.0;1763999718.2957573;238.66;4.6219357487700625;0.51;0;0;0;0;0;0;59.908615833333336;10.719238333333333;0.0;-0.18568455597840347;0.027976911672742064;3.1398256078452036e-09;1763999718.1913207;0.10443663597106934;0.0;0.0;-0.0;0.0;730.1773196329141;974.0176056844724;20.18536791983722;-19.868820413104206;28.323472644917324;-0.7774953464901612;0.0;180.0556990496039;-19.944300950396112;19.999683363858814;-19.840843501431465
2025-11-24_16:55:18:408286;1763999718.405754;59.90861316666667;10.719250666666667;0.0;59.90861316666667;10.719250666666667;0.0;1763999718.405754;238.66;2.214275953864317;0.51;0;0;0;0;0;0;59.908615833333336;10.719238333333333;0.0;-0.12997915332922771;0.5129100360946733;2.3083110145538654e-08;1763999718.2957573;0.10999679565429688;0.0;0.0;-0.0;0.0;804.2141278427465;948.3893113322835;20.128665728120662;-20.18876147200826;28.508757843302543;-0.7868887272442624;0.0;187.8725843024785;-12.127415697521519;19.998686574791435;-19.675851435913586
2025-11-24_16:55:18:511476;1763999718.5086794;59.908613833333334;10.719252666666666;0.0;59.908613833333334;10.719252666666666;0.0;1763999718.5086794;238.66;1.304953955348348;0.51;0;0;0;0;0;0;59.908615833333336;10.719238333333333;0.0;-0.29709522299195734;0.6900971707769812;4.446276150038564e-08;1763999718.405754;0.10292530059814453;0.0;0.0;-0.0;0.0;806.702199130681;947.4724359634847;20.29423274973569;-20.21156852299485;28.641986402136304;-0.783357366539171;0.0;188.14837885437288;-11.85162114562713;19.997137526743735;-19.52147135221787
2025-11-24_16:55:18:614138;1763999718.611525;59.90861566666667;10.719255666666667;0.0;59.90861566666667;10.719255666666667;0.0;1763999718.611525;238.66;2.5706474944897493;0.51;0;0;0;0;0;0;59.908615833333336;10.719238333333333;0.0;-0.22282137832026624;0.8020048039583569;5.4826141293595754e-08;1763999718.5086794;0.10284566879272461;0.0;0.0;-0.0;0.0;805.881009632068;947.7754625010998;20.217815899202325;-20.16922263400232;28.55796949003885;-0.7841949743666125;0.0;188.05725849994658;-11.942741500053424;19.99499452088206;-19.367217830043963
2025-11-24_16:55:18:720125;1763999718.7191286;59.908617666666665;10.719254333333334;0.0;59.908617666666665;10.719254333333334;0.0;1763999718.7180412;238.66;2.206045509713426;0.51;0;0;0;0;0;0;59.908615833333336;10.719238333333333;0.0;-0.018568328612365428;0.9698662210804397;7.314590403859067e-08;1763999718.611525;0.10760354995727539;0.0;0.0;-0.0;0.0;804.4409263164762;948.3058881644308;20.010716242821378;-20.17733533333668;28.41748802594332;-0.7895441254261509;0.0;187.89768888105567;-12.102311118944334;19.992147914209013;-19.207469112256238
2025-11-24_16:55:18:828324;1763999718.8271494;59.90861966666667;10.719252333333333;0.0;59.90861966666667;10.719252333333333;0.0;1763999718.8271494;238.66;2.2852962950007614;0.51;0;0;0;0;0;0;59.908615833333336;10.719238333333333;0.0;0.20425311818832245;0.8952610733818382;6.553745651727283e-08;1763999718.7191286;0.10802078247070312;0.0;0.0;-0.0;0.0;805.3566037688967;947.9687610332332;19.784317368362675;-19.939107088846747;28.088916056562162;-0.7892948298897127;0.0;187.99911823447934;-12.000881765520655;19.988570486550998;-19.043846015464908
2025-11-24_16:55:18:929383;1763999718.9293835;59.90862083333333;10.719252166666667;0.0;59.90862083333333;10.719252166666667;0.0;1763999718.9293835;238.66;1.2746556256324566;0.51;0;0;0;0;0;0;59.908615833333336;10.719238333333333;0.0;0.4270745579093677;0.7833533919897924;6.243763581159634e-08;1763999718.8271494;0.1022341251373291;0.0;0.0;-0.0;0.0;805.5983102335388;947.8796873929282;19.557536380912328;-19.67389944023685;27.74093633018289;-0.788364221499938;0.0;188.02591124607792;-11.974088753922077;19.984610938821696;-18.890546048247057
2025-11-24_16:55:19:048374;1763999719.0452027;59.90862083333333;10.719252166666667;0.0;59.90862083333333;10.719252166666667;0.0;1763999719.0452027;238.66;0.0;0.51;0;0;0;0;0;0;59.908615833333336;10.719238333333333;0.0;0.5570537442739822;0.7740277294152261;7.141452809666937e-08;1763999718.9293835;0.11581921577453613;0.0;0.0;-0.0;0.0;805.7754509861509;947.8143852116852;19.422398449527424;-19.492075201609307;27.516732313219855;-0.7871886714291685;0.0;188.04555229390064;-11.954447706099357;19.979452193801407;-18.71804747219408
