;current_time;target_north_from_observer;target_east_from_observer;tau_X;tau_N;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;n1;n2;north_error;east_error;distance_to_target;yaw_setpoint;current_angle
2025-12-11_14:29:52:063793;1765459792.0637934;-20.0;-20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765459786.4999795;0;0;0;0;0;0;0;0;0;59.908642666666665;10.71945885;0.0;0.0;0.0;0.0;1765459786.5080714;5.555721998214722;0.0;0.0;0.0;-0.0;;;;;;;
2025-12-11_14:29:55:187456;1765459795.1866033;20.0;-20.0;196.71297093633447;3.2870290636655186;0.0;0.0;0.0;0.0;0.0;0.0;1765459786.4999795;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;-5403667.344084047;-1186335.5269152317;3220066.8878556937;1765459792.0637934;3.122809886932373;0.0;0.0;0.0;-0.0;918.5441656630594;880.4749728407069;5403687.344084047;1186315.5269152317;5532375.750255424;0.216109734626267;0.0
2025-12-11_14:29:55:300995;1765459795.300995;19.999691605435473;-19.842928455616548;171.70957823234303;-28.290421767656976;0.0;0.0;0.0;0.0;0.0;0.0;1765459786.4999795;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459795.1866033;0.11439180374145508;0.0;0.0;0.0;-0.0;641.7680138516376;1000.656761948422;19.999691605435473;-19.842928455616548;28.17320489414087;-0.7814636244376901;0.0
2025-12-11_14:29:55:416568;1765459795.4165685;19.99869099648385;-19.676397515767746;188.12006555730812;-11.879934442691864;0.0;0.0;0.0;0.0;0.0;0.0;1765459786.4999795;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459795.300995;0.11557340621948242;0.0;0.0;0.0;-0.0;806.4471252467935;947.5666040121806;19.99869099648385;-19.676397515767746;28.05544975172124;-0.777275021045974;0.0
2025-12-11_14:29:55:531427;1765459795.5314279;19.996912848111428;-19.50304666156741;188.12803547618017;-11.871964523819813;0.0;0.0;0.0;0.0;0.0;0.0;1765459786.4999795;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459795.4165685;0.11485934257507324;0.0;0.0;0.0;-0.0;806.5189342323769;947.5400975650167;19.996912848111428;-19.50304666156741;27.93287225722123;-0.7728958605918096;0.0
2025-12-11_14:29:55:637185;1765459795.6371858;19.99440135012111;-19.330776087224443;188.14359729723424;-11.856402702765752;0.0;0.0;0.0;0.0;0.0;0.0;1765459786.4999795;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459795.5314279;0.1057579517364502;0.0;0.0;0.0;-0.0;806.6591278458249;947.4883397454129;19.99440135012111;-19.330776087224443;27.811058762372447;-0.7685244371513736;0.0
2025-12-11_14:29:55:742150;1765459795.7401462;19.991432739950113;-19.172167042184245;188.1461254971357;-11.853874502864292;0.0;0.0;0.0;0.0;0.0;0.0;1765459786.4999795;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459795.6371858;0.10296034812927246;0.0;0.0;0.0;-0.0;806.6819016379088;947.479930815077;19.991432739950113;-19.172167042184245;27.69890561176317;-0.7644821539345267;0.0
2025-12-11_14:29:55:866206;1765459795.8586829;19.987715903751557;-19.008749879770555;188.1392650688613;-11.860734931138692;0.0;0.0;0.0;0.0;0.0;0.0;1765459786.4999795;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459795.7401462;0.11853671073913574;0.0;0.0;0.0;-0.0;806.6201020363671;947.5027487990294;19.987715903751557;-19.008749879770555;27.58335293325958;-0.7602994671204886;0.0
2025-12-11_14:29:56:032206;1765459796.032206;19.98263873766747;-18.821611450678358;188.10665004376904;-11.893349956230969;0.0;0.0;0.0;0.0;0.0;0.0;1765459786.4999795;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459795.8586829;0.1735231876373291;0.0;0.0;0.0;-0.0;806.3262369997223;947.6112198058471;19.98263873766747;-18.821611450678358;27.451027458374583;-0.7554869806829666;0.0
2025-12-11_14:29:56:154834;1765459796.154834;19.97478265142371;-18.579876071804307;188.18070403987787;-11.819295960122124;0.0;0.0;0.0;0.0;0.0;0.0;1765459786.4999795;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459796.032206;0.12262797355651855;0.0;0.0;0.0;-0.0;806.9933174621502;947.3649132102697;19.97478265142371;-18.579876071804307;27.28009781535293;-0.7492339626623381;0.0
