;current_time;target_north_from_observer;target_east_from_observer;tau_X;tau_N;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;n1;n2;north_error;east_error;distance_to_target;yaw_setpoint;current_angle
2025-12-11_14:04:45:599808;1765458285.599808;-20.0;-20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765458276.5673876;0;0;0;0;0;0;0;0;0;59.908642666666665;10.71945885;0.0;0.0;0.0;0.0;1765458276.5673876;9.03242039680481;0.0;0.0;0.0;-0.0;;;;;;;
2025-12-11_14:04:48:739687;1765458288.7396874;-20.0;-20.15;196.71294735495815;3.2870526450418405;0.0;0.0;0.0;0.0;0.0;0.0;1765458276.5673876;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;-5403667.344084047;-1186335.5269152317;3220066.8878556937;1765458285.599808;3.1398794651031494;0.0;0.0;0.0;-0.0;918.5442465671308;880.4747782275015;5403647.344084047;1186315.5269152317;5532336.680700727;0.21611128501261273;0.0
2025-12-11_14:04:48:846910;1765458288.8461602;-20.0;-20.299999999999997;-104.62755947053677;-80.82724311550123;0.0;0.0;0.0;0.0;0.0;0.0;1765458276.5673876;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765458288.7396874;0.10647273063659668;0.0;0.0;0.0;-0.0;0.954929658551372;1128.0901566022778;-20.0;-20.15;28.39053539474027;-2.3524585175366846;0.0
2025-12-11_14:04:48:953613;1765458288.953613;-20.0;-20.449999999999996;-107.91684998854717;-36.01230516418406;0.0;0.0;0.0;0.0;0.0;0.0;1765458276.5673876;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765458288.8461602;0.1074528694152832;0.0;0.0;0.0;-0.0;262.5112835682187;905.1242904003518;-20.0;-20.299999999999997;28.497192844208357;-2.3487504589610935;0.0
2025-12-11_14:04:49:059858;1765458289.0598588;-20.0;-20.599999999999994;-111.21168232634056;-36.13049031815865;0.0;0.0;0.0;0.0;0.0;0.0;1765458276.5673876;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765458288.953613;0.10624575614929199;0.0;0.0;0.0;-0.0;285.0250497454234;913.2576548067611;-20.0;-20.449999999999996;28.60423919631494;-2.3450701036150807;0.0
2025-12-11_14:04:49:160359;1765458289.1603594;-20.0;-20.749999999999993;-112.83934520275595;-36.236475545270714;0.0;0.0;0.0;0.0;0.0;0.0;1765458276.5673876;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765458289.0598588;0.10050058364868164;0.0;0.0;0.0;-0.0;294.6744440010937;917.5192413792084;-20.0;-20.599999999999994;28.711670101197523;-2.341417240784853;0.0
2025-12-11_14:04:49:267964;1765458289.2679648;-20.0;-20.89999999999999;-113.74755675407893;-36.36235718805198;0.0;0.0;0.0;0.0;0.0;0.0;1765458276.5673876;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765458289.1603594;0.1076054573059082;0.0;0.0;0.0;-0.0;298.7623408005674;920.2664209711598;-20.0;-20.749999999999993;28.819481258343284;-2.337791659958033;0.0
2025-12-11_14:04:49:383164;1765458289.3831644;-20.0;-21.04999999999999;-114.6568953286691;-36.50042084598794;0.0;0.0;0.0;0.0;0.0;0.0;1765458276.5673876;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765458289.2679648;0.11519956588745117;0.0;0.0;0.0;-0.0;302.5930808547861;923.0766817198564;-20.0;-20.89999999999999;28.927668416241218;-2.334193150885887;0.0
2025-12-11_14:04:49:498575;1765458289.4985754;-20.0;-21.19999999999999;-115.56735357639307;-36.63492108981111;0.0;0.0;0.0;0.0;0.0;0.0;1765458276.5673876;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765458289.3831644;0.11541104316711426;0.0;0.0;0.0;-0.0;306.444023105404;925.860853295276;-20.0;-21.04999999999999;29.03622737202613;-2.330621503643121;0.0
2025-12-11_14:04:49:610617;1765458289.6097307;-20.0;-21.349999999999987;-116.47892413906352;-36.762224937893244;0.0;0.0;0.0;0.0;0.0;0.0;1765458276.5673876;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765458289.4985754;0.11115527153015137;0.0;0.0;0.0;-0.0;310.37534344078165;928.5987753653591;-20.0;-21.19999999999999;29.145153971114986;-2.3270765086853062;0.0
2025-12-11_14:04:49:726467;1765458289.72601;-20.0;-21.499999999999986;-117.39159965278405;-36.89852735572046;0.0;0.0;0.0;0.0;0.0;0.0;1765458276.5673876;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765458289.6097307;0.11627936363220215;0.0;0.0;0.0;-0.0;314.1155360119644;931.3814168963095;-20.0;-21.349999999999987;29.254444106836136;-2.3235579569039935;0.0
2025-12-11_14:04:49:830445;1765458289.8304455;-20.0;-21.649999999999984;-118.30537275021541;-37.00953404721145;0.0;0.0;0.0;0.0;0.0;0.0;1765458276.5673876;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765458289.72601;0.10443544387817383;0.0;0.0;0.0;-0.0;318.2331353854795;934.0171265583213;-20.0;-21.499999999999986;29.364093720052033;-2.32006563967957;0.0
2025-12-11_14:04:49:943340;1765458289.9433408;-20.0;-21.799999999999983;-119.2202360627642;-37.14497453943147;0.0;0.0;0.0;0.0;0.0;0.0;1765458276.5673876;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765458289.8304455;0.11289525032043457;0.0;0.0;0.0;-0.0;321.90996696233026;936.7836859838025;-20.0;-21.649999999999984;29.474098798775838;-2.316599348931924;0.0
2025-12-11_14:04:50:046776;1765458290.046776;-20.0;-21.94999999999998;-120.1361822226959;-37.255369768452745;0.0;0.0;0.0;0.0;0.0;0.0;1765458276.5673876;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765458289.9433408;0.10343527793884277;0.0;0.0;0.0;-0.0;325.9526002849308;939.405607506742;-20.0;-21.799999999999983;29.584455377782422;-2.3131588771689677;0.0
2025-12-11_14:04:50:149385;1765458290.1493857;-20.0;-22.09999999999998;-121.05320386517367;-37.36929760210823;0.0;0.0;0.0;0.0;0.0;0.0;1765458276.5673876;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765458290.046776;0.10260963439941406;0.0;0.0;0.0;-0.0;329.89663853771526;942.0421137654065;-20.0;-21.94999999999998;29.69515953821429;-2.3097440175330792;0.0
2025-12-11_14:04:50:252130;1765458290.2521307;-20.0;-22.24999999999998;-121.97129363022536;-37.484162095154566;0.0;0.0;0.0;0.0;0.0;0.0;1765458276.5673876;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765458290.1493857;0.10274505615234375;0.0;0.0;0.0;-0.0;333.78604529404265;944.6787528490408;-20.0;-22.09999999999998;29.806207407182807;-2.306354563845515;0.0
2025-12-11_14:04:50:356106;1765458290.3561065;-20.0;-22.399999999999977;-122.89044416463905;-37.601787534307924;0.0;0.0;0.0;0.0;0.0;0.0;1765458276.5673876;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765458290.2521307;0.10397577285766602;0.0;0.0;0.0;-0.0;337.5945172360551;947.3255386278411;-20.0;-22.24999999999998;29.917595157365156;-2.3029903106488545;0.0
2025-12-11_14:04:50:465934;1765458290.4659343;-20.0;-22.549999999999976;-123.81064812378989;-37.73142332586807;0.0;0.0;0.0;0.0;0.0;0.0;1765458276.5673876;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765458290.3561065;0.10982775688171387;0.0;0.0;0.0;-0.0;341.18353646903716;950.0330849410515;-20.0;-22.399999999999977;30.029319006597518;-2.299651053247528;0.0
2025-12-11_14:04:50:579495;1765458290.5794952;-20.0;-22.699999999999974;-124.73189817339957;-37.865817308494094;0.0;0.0;0.0;0.0;0.0;0.0;1765458276.5673876;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765458290.4659343;0.11356091499328613;0.0;0.0;0.0;-0.0;344.6695342929748;952.7612100591821;-20.0;-22.549999999999976;30.141375217464763;-2.296336587746478;0.0
