;current_time;target_north_from_observer;target_east_from_observer;tau_X;tau_N;ugps_lat;ugps_lon;ugps_depth;ugps_x;ugps_y;ugps_z;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway
2025-12-11_15:20:22:387700;1765462822.3877008;-20;-20;0.0;0.0;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462796.1338234;0;0;0;0;0;0;0;0;0;59.908642666666665;10.71945885;0.0;0.0;0.0;0.0;1765462796.1338234;26.25387740135193;0.0;0.0;0.0;-0.0
