;current_time;target_north_from_observer;target_east_from_observer;tau_X;tau_N;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;n1;n2;north_error;east_error;distance_to_target;yaw_setpoint;current_angle
2025-12-11_14:17:23:097364;1765459043.0973647;-20.0;-20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765459019.3842824;0;0;0;0;0;0;0;0;0;59.908642666666665;10.71945885;0.0;0.0;0.0;0.0;1765459019.3870058;23.71035885810852;0.0;0.0;0.0;-0.0;;;;;;;
2025-12-11_14:17:26:219527;1765459046.2195277;20.0;-20.0;196.71297093633447;3.2870290636655186;0.0;0.0;0.0;0.0;0.0;0.0;1765459019.3842824;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;-5403667.344084047;-1186335.5269152317;3220066.8878556937;1765459043.0973647;3.1221630573272705;0.0;0.0;0.0;-0.0;918.5441656630594;880.4749728407069;5403687.344084047;1186315.5269152317;5532375.750255424;0.216109734626267;0.0
2025-12-11_14:17:26:356641;1765459046.3556404;19.999711009793984;-19.847950228655346;174.40384285258716;-25.59615714741284;0.0;0.0;0.0;0.0;0.0;0.0;1765459019.3842824;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459046.2195277;0.13611268997192383;0.0;0.0;0.0;-0.0;671.5813180013769;992.1353898256299;19.999711009793984;-19.847950228655346;28.176755823807227;-0.7815896576364508;0.0
2025-12-11_14:17:26:459175;1765459046.459175;19.99839589733667;-19.64177431705556;188.1533857402179;-11.846614259782084;0.0;0.0;0.0;0.0;0.0;0.0;1765459019.3842824;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459046.3556404;0.10353469848632812;0.0;0.0;0.0;-0.0;806.747297665631;947.4557824369389;19.99839589733667;-19.64177431705556;28.030967460805837;-0.7764019366509469;0.0
2025-12-11_14:17:26:589604;1765459046.5896046;19.996729370087863;-19.488492721507146;188.1038436682396;-11.8961563317604;0.0;0.0;0.0;0.0;0.0;0.0;1765459019.3842824;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459046.459175;0.13042950630187988;0.0;0.0;0.0;-0.0;806.3009462369108;947.6205526656802;19.996729370087863;-19.488492721507146;27.92258107798725;-0.7725273080063517;0.0
2025-12-11_14:17:26:693783;1765459046.6937838;19.99374912511749;-19.29287135741487;188.1568549066469;-11.843145093353076;0.0;0.0;0.0;0.0;0.0;0.0;1765459019.3842824;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459046.5896046;0.10417914390563965;0.0;0.0;0.0;-0.0;806.7785440182668;947.4442433852065;19.99374912511749;-19.29287135741487;27.78425614069766;-0.7675599422104219;0.0
2025-12-11_14:17:26:815536;1765459046.8155367;19.990627514897298;-19.134141486881834;188.12655073551366;-11.873449264486347;0.0;0.0;0.0;0.0;0.0;0.0;1765459019.3842824;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459046.6937838;0.12175297737121582;0.0;0.0;0.0;-0.0;806.5055572004907;947.5450355886745;19.990627514897298;-19.134141486881834;27.672017614900824;-0.7635105133623562;0.0
2025-12-11_14:17:26:932237;1765459046.9322374;19.986007123938457;-18.94206130407151;188.15606868697782;-11.843931313022187;0.0;0.0;0.0;0.0;0.0;0.0;1765459019.3842824;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459046.8155367;0.11670064926147461;0.0;0.0;0.0;-0.0;806.7714627410734;947.4468585010698;19.986007123938457;-18.94206130407151;27.53619739915666;-0.7585872859881072;0.0
2025-12-11_14:17:27:040128;1765459047.0401282;19.98136243559631;-18.779075025446495;188.15683755955516;-11.843162440444841;0.0;0.0;0.0;0.0;0.0;0.0;1765459019.3842824;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459046.9322374;0.10789084434509277;0.0;0.0;0.0;-0.0;806.7783877781687;947.4443010850044;19.98136243559631;-18.779075025446495;27.420950085546043;-0.754389688755743;0.0
2025-12-11_14:17:27:159179;1765459047.159179;19.97556043011955;-18.601941239482358;188.16330445488285;-11.836695545117163;0.0;0.0;0.0;0.0;0.0;0.0;1765459019.3842824;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459047.0401282;0.11905074119567871;0.0;0.0;0.0;-0.0;806.8366310849348;947.4227906910127;19.97556043011955;-18.601941239482358;27.295699887977086;-0.7498064567665088;0.0
2025-12-11_14:17:27:290786;1765459047.2897792;19.969524287972867;-18.438869578431284;188.1483937794774;-11.851606220522598;0.0;0.0;0.0;0.0;0.0;0.0;1765459019.3842824;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459047.159179;0.1306002140045166;0.0;0.0;0.0;-0.0;806.7023335693576;947.4723863211613;19.969524287972867;-18.438869578431284;27.180393882693036;-0.7455671524161424;0.0
2025-12-11_14:17:27:401813;1765459047.4018135;19.96125535637472;-18.239866385011446;188.1953697723919;-11.804630227608095;0.0;0.0;0.0;0.0;0.0;0.0;1765459019.3842824;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459047.2897792;0.11203432083129883;0.0;0.0;0.0;-0.0;807.1253613844676;947.3161267917001;19.96125535637472;-18.239866385011446;27.039682711627165;-0.7403674101269268;0.0
2025-12-11_14:17:27:532931;1765459047.5329313;19.953665589700073;-18.07526470744258;188.16856897717213;-11.831431022827877;0.0;0.0;0.0;0.0;0.0;0.0;1765459019.3842824;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459047.4018135;0.1311178207397461;0.0;0.0;0.0;-0.0;806.8840422607337;947.4052793080431;19.953665589700073;-18.07526470744258;26.9232978052411;-0.7360442772960126;0.0
2025-12-11_14:17:27:650904;1765459047.6509044;19.943718901051383;-17.878839856637306;188.207524676233;-11.792475323766997;0.0;0.0;0.0;0.0;0.0;0.0;1765459019.3842824;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459047.5329313;0.11797308921813965;0.0;0.0;0.0;-0.0;807.2347825207676;947.2756908876718;19.943718901051383;-17.878839856637306;26.78441409147187;-0.7308584568389095;0.0
2025-12-11_14:17:27:797015;1765459047.7932687;19.93394405610072;-17.702150543613048;188.1860134327372;-11.813986567262793;0.0;0.0;0.0;0.0;0.0;0.0;1765459019.3842824;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459047.6509044;0.1423642635345459;0.0;0.0;0.0;-0.0;807.0411234375592;947.347251493947;19.93394405610072;-17.702150543613048;26.659487232512426;-0.7261682385559873;0.0
2025-12-11_14:17:27:913297;1765459047.9132974;19.920706755711223;-17.48262594664355;188.2442002958298;-11.755799704170185;0.0;0.0;0.0;0.0;0.0;0.0;1765459019.3842824;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459047.7932687;0.12002873420715332;0.0;0.0;0.0;-0.0;807.5648547120169;947.15367108164;19.920706755711223;-17.48262594664355;26.504278289311955;-0.7203067300153608;0.0
2025-12-11_14:17:28:040531;1765459048.033271;19.909400990415932;-17.309328599366385;188.2362225855989;-11.763777414401096;0.0;0.0;0.0;0.0;0.0;0.0;1765459019.3842824;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459047.9132974;0.11997365951538086;0.0;0.0;0.0;-0.0;807.4930686260128;947.1802142655887;19.909400990415932;-17.309328599366385;26.38175703697572;-0.7156522306745258;0.0
2025-12-11_14:17:28:151168;1765459048.151168;19.895999876735033;-17.11743276998462;188.2660215137445;-11.733978486255502;0.0;0.0;0.0;0.0;0.0;0.0;1765459019.3842824;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459048.033271;0.11789703369140625;0.0;0.0;0.0;-0.0;807.7611766870248;947.0810644186241;19.895999876735033;-17.11743276998462;26.2460914372023;-0.7104695480152939;0.0
2025-12-11_14:17:28:274032;1765459048.268621;19.88381234662775;-16.953442483887123;188.26446843890173;-11.735531561098268;0.0;0.0;0.0;0.0;0.0;0.0;1765459019.3842824;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459048.151168;0.11745285987854004;0.0;0.0;0.0;-0.0;807.7472055005534;947.0862322143429;19.88381234662775;-16.953442483887123;26.13015892585376;-0.7060162426396112;0.0
2025-12-11_14:17:28:383707;1765459048.3829787;19.869231202559476;-16.768219791375422;188.29701053527577;-11.702989464724231;0.0;0.0;0.0;0.0;0.0;0.0;1765459019.3842824;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459048.268621;0.11435770988464355;0.0;0.0;0.0;-0.0;808.0398979434713;946.9779437677028;19.869231202559476;-16.768219791375422;25.999221979756193;-0.7009589415190686;0.0
2025-12-11_14:17:28:499202;1765459048.4992023;19.855729525892777;-16.6057660718685;188.29730185088908;-11.702698149110915;0.0;0.0;0.0;0.0;0.0;0.0;1765459019.3842824;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459048.3829787;0.11622357368469238;0.0;0.0;0.0;-0.0;808.0425176363336;946.9769743177108;19.855729525892777;-16.6057660718685;25.88438644895855;-0.6964989745863962;0.0
