;current_time;target_north_from_observer;target_east_from_observer;tau_X;tau_N;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;n1;n2;north_error;east_error;distance_to_target;yaw_setpoint;current_angle
2025-11-24_17:39:26:097678;1764002366.097679;-20.0;-20.0;0.0;0.0;59.908701666666666;10.719329833333333;0.0;59.908701666666666;10.719329833333333;0.0;1764002366.0966778;0;907446.4195379684;0;0;0;0;0;0;0;59.908642666666665;10.71945885;0.0;0.0;0.0;0.0;1764002360.0113754;6.086303472518921;0.0;0.0;0.0;-0.0;;;;;;;
2025-11-24_17:39:29:127911;1764002369.1279109;20.0;-20.0;188.42876707540347;-11.571232924596515;59.9087025;10.71933;0.0;59.9087025;10.71933;0.0;1764002369.1279109;0;0.030782674513588893;0.49;0;0;0;0;0;0;59.908701666666666;10.719329833333333;0.0;6.57324033326177;-7.2189567337673015;7.460288681482297e-06;1764002366.097679;3.0302319526672363;0.0;0.0;0.0;-0.0;809.2238699791535;946.5393785486647;13.42675966673823;-12.781043266232698;18.53733913272508;-0.760764820815024;0.0
2025-11-24_17:39:29:233215;1764002369.2310953;19.999700552567276;-19.845223693838776;187.65377830737276;-12.346221692627237;59.9087025;10.719331;0.0;59.9087025;10.719331;0.0;1764002369.2310953;0;0.5422684144056585;0.49;0;0;0;0;0;0;59.908701666666666;10.719329833333333;0.0;0.09284227740484974;0.009325612346721131;-5.241629977281725e-10;1764002369.1279109;0.10318446159362793;0.0;0.0;0.0;-0.0;802.2346873760099;949.1160988858984;19.906858275162428;-19.854549306185497;28.115585260477044;-0.7840825927981829;0.0
2025-11-24_17:39:29:343000;1764002369.3405492;19.998737296681533;-19.682171947340123;188.16041323843285;-11.839586761567135;59.908702166666664;10.719331666666667;0.0;59.908702166666664;10.719331666666667;0.0;1764002369.3405492;0;0.48090290426983295;0.49;0;0;0;0;0;0;59.908701666666666;10.719329833333333;0.0;0.09284227805302422;0.06527928672639932;-1.485608927542792e-10;1764002369.2310953;0.10945391654968262;0.0;0.0;0.0;-0.0;806.8105922150661;947.4324076079658;19.90589501862851;-19.74745123406652;28.039373864879625;-0.7814024617400642;0.0
2025-11-24_17:39:29:443575;1764002369.4424467;19.99721754712229;-19.52820715544529;188.24391027522213;-11.756089724777858;59.908703;10.719330833333334;0.0;59.908703;10.719330833333334;0.0;1764002369.4424467;0;1.0195887876356058;0.49;0;0;0;0;0;0;59.908701666666666;10.719329833333333;0.0;0.05570536863399552;0.10258173724157242;-3.364827652618807e-10;1764002369.3405492;0.1018974781036377;0.0;0.0;0.0;-0.0;807.5622451220495;947.1546360420184;19.941512178488296;-19.630788892686862;27.982705024962023;-0.7775462848916707;0.0
2025-11-24_17:39:29:547940;1764002369.5469427;19.995091245155734;-19.373361115420522;188.26498292140528;-11.735017078594733;59.908704166666666;10.719330166666667;0.0;59.908704166666666;10.719330166666667;0.0;1764002369.5456872;0;1.3098152519625124;0.49;0;0;0;0;0;0;59.908701666666666;10.719329833333333;0.0;0.14854764591054892;0.05595367349615389;2.294180415085556e-09;1764002369.4424467;0.10449600219726562;0.0;0.0;0.0;-0.0;807.7518337208849;947.0845202970836;19.846543599245184;-19.429314788916678;27.773792791110765;-0.774775528172825;0.0
2025-11-24_17:39:29:651223;1764002369.6490407;19.992362159166277;-19.21835498460934;188.2697694845617;-11.73023051543831;59.908705166666664;10.7193285;0.0;59.908705166666664;10.7193285;0.0;1764002369.6490407;0;1.4057536183824473;0.49;0;0;0;0;0;0;59.908701666666666;10.719329833333333;0.0;0.27852683565435266;0.01865122377814608;5.802748961891702e-09;1764002369.5469427;0.10209798812866211;0.0;0.0;0.0;-0.0;807.7948917741033;947.0685930763681;19.713835323511923;-19.237006208387488;27.544467884206536;-0.7731569568156466;0.0
2025-11-24_17:39:29:754501;1764002369.7524364;19.989052995374493;-19.064243336582706;188.35819412349278;-11.64180587650722;59.90870533333333;10.719327833333333;0.0;59.90870533333333;10.719327833333333;0.0;1764002369.7524364;0;0.4029998683249281;0.49;0;0;0;0;0;0;59.908701666666666;10.719329833333333;0.0;0.3899375714854044;-0.07460489316583621;1.1831842505749535e-08;1764002369.6490407;0.10339570045471191;0.0;0.0;0.0;-0.0;808.5899128758718;946.7743131555025;19.59911542388909;-18.98963844341687;27.28977269254222;-0.7696053157968001;0.0
2025-11-24_17:39:29:857270;1764002369.8562722;19.9851368809857;-18.9096658269881;188.44339052427313;-11.556609475726866;59.90870533333333;10.719327833333333;0.0;59.90870533333333;10.719327833333333;0.0;1764002369.8551915;0;0.0;0.49;0;0;0;0;0;0;59.908701666666666;10.719329833333333;0.0;0.40850602731261504;-0.11190733918920362;1.3649872870891144e-08;1764002369.7524364;0.1038358211517334;0.0;0.0;0.0;-0.0;809.3551703699477;946.4906903636181;19.576630853673084;-18.797758487798895;27.140379506311263;-0.7651042785370918;0.0
2025-11-24_17:39:29:959135;1764002369.958111;19.98063618131487;-18.755519973106733;188.49659573649413;-11.50340426350588;59.908706333333335;10.7193265;0.0;59.908706333333335;10.7193265;0.0;1764002369.958111;0;1.302793580641283;0.49;0;0;0;0;0;0;59.908701666666666;10.719329833333333;0.0;0.40850602731261504;-0.11190733918920362;1.3649872870891144e-08;1764002369.8562722;0.10183882713317871;0.0;0.0;0.0;-0.0;809.8327074021189;946.3135246114299;19.572130154002256;-18.643612633917527;27.030585839170662;-0.7611062144215773;0.0
