;current_time;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;n1;n2;north_error;east_error;distance_to_target;yaw_setpoint;current_angle;tau_X;tau_N;target_north_from_observer;target_east_from_observer
2025-03-25_14:34:08:600415;1742909648.599447;0.0;0.0;0.0;0.0;0.0;0.0;1742909587.03183;0;0;0;0;0;0;0;0;0;59.908642666666665;10.71945885;0.0;0.0;0.0;0.0;1742909587.0441523;61.55529475212097;0.0;0.0;0.0;-0.0;;;;;;;;;;;
2025-03-25_14:34:11:720615;1742909651.7206154;0.0;0.0;0.0;0.0;0.0;0.0;1742909587.03183;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;-5403667.344084047;-1186335.5269152317;3220066.8878556937;1742909648.599447;3.121168375015259;0.0;0.0;0.0;-0.0;918.5442465671308;880.4747782275015;5403647.344084047;1186315.5269152317;5532336.680700727;0.21611128501261273;0.0;196.71294735495815;3.2870526450418405;-20.0;-20.15
2025-03-25_14:34:11:828140;1742909651.8271408;0.0;0.0;0.0;0.0;0.0;0.0;1742909587.03183;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742909651.7206154;0.10652542114257812;0.0;0.0;0.0;-0.0;0.954929658551372;1116.8694854569292;-20.0;-20.15;28.39053539474027;-2.3524585175366846;0.0;-99.00617285958167;-80.62971775501813;-20.0;-20.299999999999997
2025-03-25_14:34:11:935191;1742909651.9341886;0.0;0.0;0.0;0.0;0.0;0.0;1742909587.03183;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742909651.8271408;0.10704779624938965;0.0;0.0;0.0;-0.0;198.5505681936006;884.5456520369848;-20.0;-20.299999999999997;28.497192844208357;-2.3487504589610935;0.0;-99.85872938455056;-35.660065420208035;-20.0;-20.449999999999996
2025-03-25_14:34:12:044741;1742909652.0447414;0.0;0.0;0.0;0.0;0.0;0.0;1742909587.03183;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742909651.9341886;0.11055278778076172;0.0;0.0;0.0;-0.0;208.55213138933945;886.2158915219449;-20.0;-20.449999999999996;28.60423919631494;-2.3450701036150807;0.0;-100.71282512488307;-35.606595983598375;-20.0;-20.599999999999994
2025-03-25_14:34:12:154273;1742909652.1532722;0.0;0.0;0.0;0.0;0.0;0.0;1742909587.03183;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742909652.0447414;0.10853075981140137;0.0;0.0;0.0;-0.0;218.1761577474075;887.8702633529481;-20.0;-20.599999999999994;28.711670101197523;-2.341417240784853;0.0;-101.56844980147875;-35.55035347459381;-20.0;-20.749999999999993
2025-03-25_14:34:12:260801;1742909652.2597964;0.0;0.0;0.0;0.0;0.0;0.0;1742909587.03183;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742909652.1532722;0.10652422904968262;0.0;0.0;0.0;-0.0;227.3843776094936;889.5308461051458;-20.0;-20.749999999999993;28.819481258343284;-2.337791659958033;0.0;-102.42559312249367;-35.495097181562905;-20.0;-20.89999999999999
2025-03-25_14:34:12:369361;1742909652.3683581;0.0;0.0;0.0;0.0;0.0;0.0;1742909587.03183;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742909652.2597964;0.10856175422668457;0.0;0.0;0.0;-0.0;236.22486760344856;891.1977042343607;-20.0;-20.89999999999999;28.927668416241218;-2.334193150885887;0.0;-103.28424478680935;-35.440848141357506;-20.0;-21.04999999999999
2025-03-25_14:34:12:478728;1742909652.4787283;0.0;0.0;0.0;0.0;0.0;0.0;1742909587.03183;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742909652.3683581;0.11037015914916992;0.0;0.0;0.0;-0.0;244.71704706817982;892.8763557530868;-20.0;-21.04999999999999;29.03622737202613;-2.330621503643121;0.0;-104.1443944873832;-35.38856230940584;-20.0;-21.19999999999999
2025-03-25_14:34:12:586392;1742909652.5853925;0.0;0.0;0.0;0.0;0.0;0.0;1742909587.03183;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742909652.4787283;0.10666418075561523;0.0;0.0;0.0;-0.0;253.00348411053233;894.5362958410765;-20.0;-21.19999999999999;29.145153971114986;-2.3270765086853062;0.0;-105.00603191448339;-35.33301640684894;-20.0;-21.349999999999987
2025-03-25_14:34:12:695391;1742909652.6947854;0.0;0.0;0.0;0.0;0.0;0.0;1742909587.03183;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742909652.5853925;0.10939288139343262;0.0;0.0;0.0;-0.0;260.9584059013743;896.2199199591015;-20.0;-21.349999999999987;29.254444106836136;-2.3235579569039935;0.0;-105.86914675881;-35.28149081894391;-20.0;-21.499999999999986
