;current_time;target_north_from_observer;target_east_from_observer;tau_X;tau_N;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway
2025-11-25_13:44:56:021456;1764074696.0214565;-20;-20;0.0;0.0;59.90868316666667;10.719268166666666;0.0;59.90868316666667;10.719268166666666;0.0;1764074696.0214565;0;958206.8157394287;0;0;0;0;0;0;0;59.908642666666665;10.71945885;0.0;0.0;0.0;0.0;1764074690.2588418;5.762614727020264;0.0;0.0;0.0;-0.0
