;current_time;target_north_from_observer;target_east_from_observer;tau_X;tau_N;ugps_lat;ugps_lon;ugps_depth;ugps_x;ugps_y;ugps_z;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;n1;n2;north_error;east_error;distance_to_target;yaw_setpoint;current_angle
2025-12-11_15:22:26:402571;1765462946.3995724;18.80681048104298;-10.303017980401691;189.5249813046674;-10.47501869533262;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462946.2741067;0.12546563148498535;0.0;0.0;0.0;-0.0;819.008158744351;942.8826076052715;18.80681048104298;-10.303017980401691;21.444073772824712;-0.5011790519034869;0.0
2025-12-11_15:22:26:519763;1765462946.518657;18.764514303336107;-10.135293677637918;189.56524196304866;-10.434758036951337;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462946.3995724;0.11908459663391113;0.0;0.0;0.0;-0.0;819.3652819682421;942.74803534947;18.764514303336107;-10.135293677637918;21.326771320855684;-0.49523459184147334;0.0
2025-12-11_15:22:26:666222;1765462946.6533031;18.719101920788063;-9.958528671174404;189.60966615982207;-10.39033384017794;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462946.518657;0.13464617729187012;0.0;0.0;0.0;-0.0;819.759156390101;942.5995240671333;18.719101920788063;-9.958528671174404;21.203232536937712;-0.4889172923659456;0.0
2025-12-11_15:22:26:843632;1765462946.827986;18.664520073940096;-9.750371350537453;189.65771553102715;-10.342284468972862;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462946.6533031;0.1746828556060791;0.0;0.0;0.0;-0.0;820.1849594516822;942.4388673841356;18.664520073940096;-9.750371350537453;21.057873849557897;-0.4814077015333956;0.0
2025-12-11_15:22:26:958280;1765462946.9582798;18.597833804410598;-9.50203707345571;189.8018395786469;-10.198160421353093;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462946.827986;0.1302938461303711;0.0;0.0;0.0;-0.0;821.4608314702766;941.9568134435804;18.597833804410598;-9.50203707345571;20.884638631343478;-0.472346753804263;0.0
2025-12-11_15:22:27:077763;1765462947.0777636;18.55234348039796;-9.336191479147004;189.82167749681452;-10.17832250318547;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462946.9582798;0.11948370933532715;0.0;0.0;0.0;-0.0;821.6362934312306;941.8904419341254;18.55234348039796;-9.336191479147004;20.769061604944067;-0.4662323837638594;0.0
2025-12-11_15:22:27:189925;1765462947.1850126;18.504175972639132;-9.163559963344083;189.89952092327673;-10.100479076723285;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462947.0777636;0.10724902153015137;0.0;0.0;0.0;-0.0;822.3244394858169;941.6299568239949;18.504175972639132;-9.163559963344083;20.648858555092048;-0.45981291446968603;0.0
2025-12-11_15:22:27:343713;1765462947.3376768;18.452414359884003;-8.981296360470248;189.92914579210722;-10.070854207892776;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462947.1850126;0.1526641845703125;0.0;0.0;0.0;-0.0;822.5861759629848;941.5308050870457;18.452414359884003;-8.981296360470248;20.52206812247366;-0.4529732922144085;0.0
2025-12-11_15:22:27:478897;1765462947.4763794;18.391380966313463;-8.770491217360219;190.030753358707;-9.96924664129302;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462947.3376768;0.1387026309967041;0.0;0.0;0.0;-0.0;823.4832494519985;941.190654468689;18.391380966313463;-8.770491217360219;20.375583673648954;-0.444981548846925;0.0
2025-12-11_15:22:27:600119;1765462947.5971453;18.334587879280917;-8.578118713377878;190.11221394282637;-9.887786057173631;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462947.4763794;0.12076592445373535;0.0;0.0;0.0;-0.0;824.2017439612147;940.9178608874242;18.334587879280917;-8.578118713377878;20.242065936160728;-0.4376110429425065;0.0
2025-12-11_15:22:27:714790;1765462947.7085636;18.282280772583533;-8.404010225552918;190.17868293492378;-9.821317065076212;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462947.5971453;0.11141824722290039;0.0;0.0;0.0;-0.0;824.7875466736385;940.6952122413104;18.282280772583533;-8.404010225552918;20.121361239209826;-0.4308751098437235;0.0
2025-12-11_15:22:27:840865;1765462947.8279321;18.232027329417647;-8.239384102749469;190.23083087340555;-9.769169126594448;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462947.7085636;0.1193685531616211;0.0;0.0;0.0;-0.0;825.2468443712335;940.5204973852489;18.232027329417647;-8.239384102749469;20.00735542077645;-0.42444791761473244;0.0
2025-12-11_15:22:28:000612;1765462947.9986129;18.16525701702372;-8.024476761973121;190.3014462590682;-9.698553740931793;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462947.8279321;0.17068076133728027;0.0;0.0;0.0;-0.0;825.8683886470689;940.2838580151966;18.16525701702372;-8.024476761973121;19.85872074928232;-0.41597090539986703;0.0
2025-12-11_15:22:28:113883;1765462948.1138828;18.10449656795442;-7.83252937941702;190.4161144665505;-9.58388553344949;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462947.9986129;0.11526989936828613;0.0;0.0;0.0;-0.0;826.8766828558472;939.899466215605;18.10449656795442;-7.83252937941702;19.726158076485756;-0.4083146522058731;0.0
2025-12-11_15:22:28:237786;1765462948.2357821;18.048959445090176;-7.659956031444494;190.46903338839422;-9.530966611605786;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462948.1138828;0.12189936637878418;0.0;0.0;0.0;-0.0;827.3415922191311;939.7220179029401;18.048959445090176;-7.659956031444494;19.607138074032445;-0.4013612826604389;0.0
2025-12-11_15:22:28:360912;1765462948.3609128;17.992919854970957;-7.488483669284777;190.54017191773906;-9.45982808226093;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462948.2357821;0.12513065338134766;0.0;0.0;0.0;-0.0;827.9661552228018;939.483422589628;17.992919854970957;-7.488483669284777;19.489036727672122;-0.3943853876594505;0.0
2025-12-11_15:22:28:501197;1765462948.501197;17.933161228524114;-7.308456389753264;190.60822422674642;-9.391775773253576;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462948.3609128;0.14028429985046387;0.0;0.0;0.0;-0.0;828.5631820599084;939.2551215932309;17.933161228524114;-7.308456389753264;19.365221569844376;-0.38698827585707546;0.0
2025-12-11_15:22:28:653685;1765462948.6521368;17.859577866106022;-7.090609472161164;190.71948415140375;-9.280515848596258;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462948.501197;0.1509397029876709;0.0;0.0;0.0;-0.0;829.5383462884073;938.8817486785952;17.859577866106022;-7.090609472161164;19.215651543525805;-0.37793476831871003;0.0
2025-12-11_15:22:28:769087;1765462948.768081;17.79546000943901;-6.904076868166316;190.8216577253434;-9.178342274656579;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462948.6521368;0.11594414710998535;0.0;0.0;0.0;-0.0;830.4328623631059;938.538737463962;17.79546000943901;-6.904076868166316;19.08781481335913;-0.3700915087477821;0.0
2025-12-11_15:22:28:918025;1765462948.9039528;17.737717080443872;-6.738600769286258;190.86651827204898;-9.133481727951013;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462948.768081;0.13587188720703125;0.0;0.0;0.0;-0.0;830.8253062355572;938.3880946200121;17.737717080443872;-6.738600769286258;18.974597427974476;-0.36306169669359933;0.0
2025-12-11_15:22:29:065521;1765462949.065521;17.65840527650233;-6.515026435669162;190.98633152002148;-9.013668479978517;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462948.9039528;0.16156816482543945;0.0;0.0;0.0;-0.0;831.8725351589293;937.9856401241005;17.65840527650233;-6.515026435669162;18.821924619089124;-0.3534539365791546;0.0
2025-12-11_15:22:29:208695;1765462949.203696;17.579484845326675;-6.296631116405617;191.11511875434854;-8.88488124565145;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462949.065521;0.13817501068115234;0.0;0.0;0.0;-0.0;832.9967331377471;937.5528492217956;17.579484845326675;-6.296631116405617;18.673131789904918;-0.34394402350199277;0.0
2025-12-11_15:22:29:328414;1765462949.3230917;17.514721404304183;-6.120314198172871;191.1982247601199;-8.801775239880087;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462949.203696;0.11939573287963867;0.0;0.0;0.0;-0.0;833.7213699239995;937.2734644977205;17.514721404304183;-6.120314198172871;18.55326687553293;-0.33617431692399213;0.0
2025-12-11_15:22:29:456173;1765462949.449799;17.44861017636505;-5.942916523736235;191.28281263655316;-8.717187363446836;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462949.3230917;0.1267073154449463;0.0;0.0;0.0;-0.0;834.4582815746481;936.9890124931904;17.44861017636505;-5.942916523736235;18.432912246708256;-0.3282721220204472;0.0
2025-12-11_15:22:29:575511;1765462949.5755112;17.38309898789261;-5.769613144351183;191.37539185407365;-8.624608145926347;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462949.449799;0.12571215629577637;0.0;0.0;0.0;-0.0;835.2640669219222;936.6775882071007;17.38309898789261;-5.769613144351183;18.315582607668887;-0.3204684253992231;0.0
2025-12-11_15:22:29:695263;1765462949.694255;17.319161726808524;-5.602772211001527;191.46715475343532;-8.532845246564683;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462949.5755112;0.118743896484375;0.0;0.0;0.0;-0.0;836.0619808856042;936.3688076978749;17.319161726808524;-5.602772211001527;18.202868437906158;-0.3128758254541601;0.0
2025-12-11_15:22:29:810318;1765462949.8093162;17.254175548445644;-5.435440130041876;191.56508511277846;-8.434914887221534;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462949.694255;0.11506104469299316;0.0;0.0;0.0;-0.0;836.9126841589092;936.0391614367807;17.254175548445644;-5.435440130041876;18.090068636239312;-0.30518058764327965;0.0
2025-12-11_15:22:29:946739;1765462949.9298599;17.190507503078777;-5.273623946692066;191.6459711312223;-8.354028868777702;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462949.8093162;0.1205437183380127;0.0;0.0;0.0;-0.0;837.6146748134727;935.7668010647237;17.190507503078777;-5.273623946692066;17.981230707171623;-0.2976610620956433;0.0
2025-12-11_15:22:30:077532;1765462950.076524;17.105844215957802;-5.061582245061182;191.77854687530134;-8.221453124698643;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462949.9298599;0.14666414260864258;0.0;0.0;0.0;-0.0;838.7639977300951;935.3202189002709;17.105844215957802;-5.061582245061182;17.838988793206177;-0.28768910299316286;0.0
2025-12-11_15:22:30:200969;1765462950.1999116;17.03962195165473;-4.898132377798527;191.86353179689647;-8.136468203103536;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462950.076524;0.12338757514953613;0.0;0.0;0.0;-0.0;839.4999196531228;935.0338345117315;17.03962195165473;-4.898132377798527;17.72964796733855;-0.27990868310003997;0.0
2025-12-11_15:22:30:316854;1765462950.3156998;16.968238854130746;-4.72422453608532;191.98598932185288;-8.01401067814711;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462950.1999116;0.11578822135925293;0.0;0.0;0.0;-0.0;840.5592002883104;934.6210196508074;16.968238854130746;-4.72422453608532;17.61361482712117;-0.2715390025898703;0.0
2025-12-11_15:22:30:430569;1765462950.4295692;16.904171505980152;-4.570089907675975;192.06702667311023;-7.932973326889773;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462950.3156998;0.11386942863464355;0.0;0.0;0.0;-0.0;841.2594552454159;934.3477354760436;16.904171505980152;-4.570089907675975;17.511046115747426;-0.26404062315753096;0.0
2025-12-11_15:22:30:557329;1765462950.5573294;16.8381449957787;-4.4131121364787855;192.15130725081806;-7.848692749181928;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462950.4295692;0.1277601718902588;0.0;0.0;0.0;-0.0;841.9871175623751;934.0634292718212;16.8381449957787;-4.4131121364787855;17.40685743113913;-0.2563248730255387;0.0
2025-12-11_15:22:30:673237;1765462950.6732373;16.76338201646041;-4.237584489939524;192.29156936478296;-7.708430635217039;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462950.5573294;0.11590790748596191;0.0;0.0;0.0;-0.0;843.196721562817;933.5900869275866;16.76338201646041;-4.237584489939524;17.29069399819349;-0.2476010869890139;0.0
2025-12-11_15:22:30:809745;1765462950.808744;16.69055746468888;-4.068804409889292;192.3744536807676;-7.625546319232413;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462950.6732373;0.13550662994384766;0.0;0.0;0.0;-0.0;843.9106912017619;933.310264508162;16.69055746468888;-4.068804409889292;17.179344510429267;-0.23911491894846973;0.0
2025-12-11_15:22:30:923174;1765462950.921993;16.610676084865766;-3.886080656493352;192.5338685002151;-7.466131499784906;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462950.808744;0.11324906349182129;0.0;0.0;0.0;-0.0;845.2822030562997;932.77183453031;16.610676084865766;-3.886080656493352;17.059196430814183;-0.22981742079148862;0.0
2025-12-11_15:22:31:079175;1765462951.06901;16.54485289841236;-3.737351795190257;192.57155640759555;-7.428443592404449;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462950.921993;0.1470170021057129;0.0;0.0;0.0;-0.0;845.6061226494205;932.6444966734144;16.54485289841236;-3.737351795190257;16.961720309895327;-0.2221634067878805;0.0
2025-12-11_15:22:31:206085;1765462951.2060852;16.44434846850264;-3.5133549590479305;192.79057305871245;-7.209426941287549;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462951.06901;0.13707518577575684;0.0;0.0;0.0;-0.0;847.4860741524037;931.9041507281107;16.44434846850264;-3.5133549590479305;16.81547678841762;-0.21048660707012504;0.0
2025-12-11_15:22:31:312446;1765462951.312446;16.370794972059812;-3.3517186142115953;192.89632275706526;-7.103677242934723;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462951.2060852;0.10636091232299805;0.0;0.0;0.0;-0.0;848.392296058435;931.5464724758612;16.370794972059812;-3.3517186142115953;16.710384366796337;-0.20194684516355846;0.0
2025-12-11_15:22:31:435815;1765462951.43449;16.3020627458786;-3.2023739655184293;192.9733111356012;-7.026688864398814;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462951.312446;0.12204384803771973;0.0;0.0;0.0;-0.0;849.0514394543479;931.285987509744;16.3020627458786;-3.2023739655184293;16.61362238602988;-0.1939699598474548;0.0
2025-12-11_15:22:31:551600;1765462951.5484903;16.224579477158223;-3.0359249676545303;193.11883146946658;-6.881168530533413;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462951.43449;0.11400032043457031;0.0;0.0;0.0;-0.0;850.2959301065667;930.7934301986232;16.224579477158223;-3.0359249676545303;16.506175196569675;-0.1849797380151099;0.0
2025-12-11_15:22:31:692684;1765462951.6854053;16.143292777413222;-2.8634196174910933;193.2294922302034;-6.77050776979661;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462951.5484903;0.13691496849060059;0.0;0.0;0.0;-0.0;851.2410836581656;930.4186910496087;16.143292777413222;-2.8634196174910933;16.395275953856792;-0.17554934419763835;0.0
2025-12-11_15:22:31:828912;1765462951.8072093;16.06191158647227;-2.6928184637285;193.37394841755912;-6.626051582440889;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462951.6854053;0.12180399894714355;0.0;0.0;0.0;-0.0;852.4733071282127;929.9292805861236;16.06191158647227;-2.6928184637285;16.286076110906805;-0.16610764223143956;0.0
2025-12-11_15:22:31:956580;1765462951.9565802;15.96643640003046;-2.4952734188001706;193.52003642446715;-6.479963575532837;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462951.8072093;0.14937090873718262;0.0;0.0;0.0;-0.0;853.7176413644231;929.4340795070627;15.96643640003046;-2.4952734188001706;16.160243833271462;-0.15502839520562897;0.0
2025-12-11_15:22:32:059590;1765462952.0595906;15.890005310263405;-2.3390963190083482;193.66669463011317;-6.333305369886831;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462951.9565802;0.10301041603088379;0.0;0.0;0.0;-0.0;854.965010738732;928.9366800685513;15.890005310263405;-2.3390963190083482;16.061246537856196;-0.14615583499448404;0.0
2025-12-11_15:22:32:250583;1765462952.248576;15.798603515851774;-2.154552784677964;193.75386104920346;-6.246138950796547;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462952.0595906;0.18898534774780273;0.0;0.0;0.0;-0.0;855.7055241867937;928.640924094629;15.798603515851774;-2.154552784677964;15.944841509185583;-0.13554000299853008;0.0
2025-12-11_15:22:32:387565;1765462952.37887;15.690315267027316;-1.9389536255454871;194.01131978328542;-5.988680216714571;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462952.248576;0.1302940845489502;0.0;0.0;0.0;-0.0;857.8890065189358;927.7668151864469;15.690315267027316;-1.9389536255454871;15.809665851646784;-0.12295311100085496;0.0
2025-12-11_15:22:32:522005;1765462952.522005;15.593261967969731;-1.7484328760656922;194.13754909774147;-5.862450902258519;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462952.37887;0.14313507080078125;0.0;0.0;0.0;-0.0;858.9575172056553;927.337947751695;15.593261967969731;-1.7484328760656922;15.690979457122445;-0.11166106441841828;0.0
2025-12-11_15:22:32:651783;1765462952.651784;15.491951198448398;-1.5521979594598463;194.33035156940997;-5.669648430590044;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462952.522005;0.12977886199951172;0.0;0.0;0.0;-0.0;860.586998179164;926.6825131552357;15.491951198448398;-1.5521979594598463;15.569517347704071;-0.09986056191550578;0.0
2025-12-11_15:22:32:775618;1765462952.7746673;15.41743952840978;-1.4095460719369086;194.41705009012108;-5.582949909878929;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462952.651784;0.12288331985473633;0.0;0.0;0.0;-0.0;861.3187308336481;926.3876292184315;15.41743952840978;-1.4095460719369086;15.481739622571009;-0.0911719722774212;0.0
2025-12-11_15:22:32:896852;1765462952.8968525;15.326287317169623;-1.2369132500864701;194.60248961849211;-5.397510381507889;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462952.7746673;0.12218523025512695;0.0;0.0;0.0;-0.0;862.8817513255484;925.7565864394669;15.326287317169623;-1.2369132500864701;15.376119059004255;-0.08053080221031259;0.0
2025-12-11_15:22:33:042330;1765462953.040486;15.241132721258872;-1.077458824919482;194.71294099049254;-5.287059009507465;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462952.8968525;0.14363360404968262;0.0;0.0;0.0;-0.0;863.8113726456643;925.3805206606227;15.241132721258872;-1.077458824919482;15.279170270221638;-0.07057672698770405;0.0
2025-12-11_15:22:33:183774;1765462953.178468;15.13521572029316;-0.8815111400387003;194.93593141995117;-5.064068580048819;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462953.040486;0.13798189163208008;0.0;0.0;0.0;-0.0;865.6851442455244;924.6208148134076;15.13521572029316;-0.8815111400387003;15.16086464519163;-0.058176667786585555;0.0
