;current_time;target_north_from_observer;target_east_from_observer;tau_X;tau_N;ugps_lat;ugps_lon;ugps_depth;ugps_x;ugps_y;ugps_z;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;n1;n2;north_error;east_error;distance_to_target;yaw_setpoint;current_angle
2025-12-11_15:22:33:342229;1765462953.3422298;15.024722949100862;-0.6798348263083653;195.1069165848108;-4.893083415189223;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462953.178468;0.16376185417175293;0.0;0.0;0.0;-0.0;867.1191768615058;924.0378625607888;15.024722949100862;-0.6798348263083653;15.040095581089231;-0.045216903002402095;0.0
2025-12-11_15:22:33:492156;1765462953.490752;14.917518068257856;-0.48674983625520696;195.3057437110025;-4.6942562889975195;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462953.3422298;0.14852213859558105;0.0;0.0;0.0;-0.0;868.7837401891785;923.3595238565276;14.917518068257856;-0.48674983625520696;14.925457136044244;-0.03261783899083679;0.0
2025-12-11_15:22:33:606082;1765462953.606083;14.809709992933243;-0.2950744683497071;195.54421599345721;-4.455784006542784;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462953.490752;0.11533093452453613;0.0;0.0;0.0;-0.0;870.7760124005298;922.5452698619797;14.809709992933243;-0.2950744683497071;14.812649290949226;-0.019921756160640836;0.0
2025-12-11_15:22:33:927450;1765462953.9039245;14.729623298838568;-0.1542632910549493;195.5400071600177;-4.459992839982317;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462953.606083;0.29784154891967773;0.0;0.0;0.0;-0.0;870.7408900020874;922.5596469840498;14.729623298838568;-0.1542632910549493;14.730431076131312;-0.010472613470333408;0.0
2025-12-11_15:22:34:047212;1765462954.0472124;14.485887487253201;0.2663160001148981;196.2962905333099;-3.7037094666901087;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462953.9039245;0.14328789710998535;0.0;0.0;0.0;-0.0;877.0294369976949;919.9726213188626;14.485887487253201;0.2663160001148981;14.488335325539511;0.018382443074534557;0.0
2025-12-11_15:22:34:176979;1765462954.1758862;14.396591301710203;0.4175049117935643;196.23907668796863;-3.7609233120313736;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462954.0472124;0.12867379188537598;0.0;0.0;0.0;-0.0;876.5552774428936;920.1685875649888;14.396591301710203;0.4175049117935643;14.402643905194964;0.028992135667232927;0.0
2025-12-11_15:22:34:286912;1765462954.2869127;14.295233086554852;0.5873016089742364;196.4746459157634;-3.5253540842365942;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462954.1758862;0.11102652549743652;0.0;0.0;0.0;-0.0;878.5059142517669;919.3614585504831;14.295233086554852;0.5873016089742364;14.307292272783005;0.04106064653681902;0.0
2025-12-11_15:22:34:470717;1765462954.470259;14.188061461359375;0.7647887905057615;196.60368703399777;-3.396312966002228;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462954.2869127;0.18334627151489258;0.0;0.0;0.0;-0.0;879.5726085393909;918.9190254324478;14.188061461359375;0.7647887905057615;14.208658977025044;0.05385156781215606;0.0
2025-12-11_15:22:34:604199;1765462954.589955;14.063968997798213;0.9677375059170892;196.93630573283755;-3.063694267162449;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462954.470259;0.11969614028930664;0.0;0.0;0.0;-0.0;882.3161926889474;917.7776184764557;14.063968997798213;0.9677375059170892;14.097224544263593;0.06870140929866932;0.0
2025-12-11_15:22:34:723462;1765462954.7234626;13.957169821384802;1.1402605878365044;197.08660972709637;-2.9133902729036216;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462954.589955;0.13350749015808105;0.0;0.0;0.0;-0.0;883.5531709574361;917.261372699172;13.957169821384802;1.1402605878365044;14.003670362842305;0.08151608487035258;0.0
2025-12-11_15:22:34:865444;1765462954.8644724;13.852312666488068;1.307766826449253;197.27557890996405;-2.7244210900359396;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462954.7234626;0.14100980758666992;0.0;0.0;0.0;-0.0;885.1059046547992;916.6119118915185;13.852312666488068;1.307766826449253;13.913907441208128;0.09412884323901202;0.0
2025-12-11_15:22:34:988792;1765462954.988793;13.747492049838499;1.4733970378719334;197.49984520348784;-2.500154796512169;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462954.8644724;0.12432050704956055;0.0;0.0;0.0;-0.0;886.945142510306;915.8405421878549;13.747492049838499;1.4733970378719334;13.82622278467921;0.10676813935497;0.0
2025-12-11_15:22:35:094942;1765462955.0939372;13.651875370645243;1.6229342143604555;197.6996615531933;-2.3003384468067143;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462954.988793;0.10514426231384277;0.0;0.0;0.0;-0.0;888.58065608783;915.1527209814611;13.651875370645243;1.6229342143604555;13.748004095132208;0.11832462651093406;0.0
2025-12-11_15:22:35:211691;1765462955.209305;13.564683267449965;1.7580338531716677;197.83652724960822;-2.163472750391773;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462955.0939372;0.11536788940429688;0.0;0.0;0.0;-0.0;889.6991783385221;914.6812942530047;13.564683267449965;1.7580338531716677;13.678132737151467;0.12888532213655612;0.0
2025-12-11_15:22:35:352106;1765462955.342458;13.468355722753486;1.9059162149231668;198.0205252612941;-1.9794747387058964;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462955.209305;0.13315296173095703;0.0;0.0;0.0;-0.0;891.2006728614001;914.0471395764966;13.468355722753486;1.9059162149231668;13.602541030738838;0.14057727575949244;0.0
2025-12-11_15:22:35:517166;1765462955.5171666;13.335695125587527;2.1072709870277784;198.29379759481137;-1.7062024051886309;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462955.342458;0.17470860481262207;0.0;0.0;0.0;-0.0;893.4260232410489;913.1044854699;13.335695125587527;2.1072709870277784;13.501161264698233;0.1567214895125632;0.0
2025-12-11_15:22:35:659263;1765462955.6583226;13.219436154479645;2.2815857061038294;198.54156277915644;-1.4584372208435545;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462955.5171666;0.14115595817565918;0.0;0.0;0.0;-0.0;895.4388799353901;912.2489764496219;13.219436154479645;2.2815857061038294;13.414884478692349;0.17090950138854655;0.0
2025-12-11_15:22:35:786165;1765462955.7851315;13.093470808014828;2.4682484826714983;198.83167859496555;-1.1683214050344557;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462955.6583226;0.12680888175964355;0.0;0.0;0.0;-0.0;897.7900594343012;911.24621398273;13.093470808014828;2.4682484826714983;13.324084522868603;0.18632334400251654;0.0
2025-12-11_15:22:35:923642;1765462955.9206455;12.989107032256754;2.6212028242157714;198.99492716765852;-1.00507283234149;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462955.7851315;0.1355140209197998;0.0;0.0;0.0;-0.0;899.1103681822866;910.6814726891284;12.989107032256754;2.6212028242157714;13.250947352589497;0.19912580428145005;0.0
2025-12-11_15:22:36:059985;1765462956.0589132;12.874569983499107;2.7873352632557697;199.24349079269666;-0.7565092073033262;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462955.9206455;0.13826775550842285;0.0;0.0;0.0;-0.0;901.1169660312776;909.8209197206445;12.874569983499107;2.7873352632557697;13.172842902342884;0.21320876523697205;0.0
2025-12-11_15:22:36:187230;1765462956.1872308;12.755823449410578;2.957700889920236;199.50926309970643;-0.49073690029356853;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462956.0589132;0.12831759452819824;0.0;0.0;0.0;-0.0;903.2575543959234;908.8998871723585;12.755823449410578;2.957700889920236;13.09423638196469;0.22784431113855416;0.0
2025-12-11_15:22:36:315522;1765462956.315523;12.64912997425158;3.1091824157503964;199.71029988623718;-0.2897001137628229;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462956.1872308;0.12829208374023438;0.0;0.0;0.0;-0.0;904.8733848014683;908.2025747470628;12.64912997425158;3.1091824157503964;13.025647945492816;0.2410237906511939;0.0
2025-12-11_15:22:36:434620;1765462956.4336224;12.537575373672823;3.2659878105908007;198.7524475422519;-0.03219962164533355;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462956.315523;0.11809945106506348;0.0;0.0;0.0;-0.0;904.1774379839819;904.5483611374863;12.537575373672823;3.2659878105908007;12.955982117518337;0.2548325642215414;0.0
2025-12-11_15:22:36:593668;1765462956.5790324;12.423903732963183;3.4241428170922887;196.87571124013675;0.1725130192674393;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462956.4336224;0.14541006088256836;0.0;0.0;0.0;-0.0;901.0808332091614;899.0841209627196;12.423903732963183;3.4241428170922887;12.887130712372759;0.2689325395402052;0.0
2025-12-11_15:22:36:744666;1765462956.743742;12.286587733101804;3.6130525886154743;194.6552248456141;0.4770616337864372;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462956.5790324;0.16470956802368164;0.0;0.0;0.0;-0.0;897.7650169186358;892.2119493648271;12.286587733101804;3.6130525886154743;12.806810185651566;0.2860027733791639;0.0
2025-12-11_15:22:36:881759;1765462956.8817594;12.155416276588362;3.7913682683303485;192.58096844935076;0.783565055744097;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462956.743742;0.1380174160003662;0.0;0.0;0.0;-0.0;894.7846047233403;885.6147269870027;12.155416276588362;3.7913682683303485;12.732973659096745;0.30234519826311557;0.0
2025-12-11_15:22:37:011525;1765462957.0024223;12.024511260719812;3.967283502976091;190.55581795546527;1.0899287191769762;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462956.8817594;0.12066292762756348;0.0;0.0;0.0;-0.0;891.9067038560694;879.0837587862012;12.024511260719812;3.967283502976091;12.662077611994164;0.3186871711689215;0.0
2025-12-11_15:22:37:122974;1765462957.1229742;11.914353288727089;4.11377312164802;188.8858436792006;1.2881422843230805;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462957.0024223;0.12055182456970215;0.0;0.0;0.0;-0.0;889.207806358733;873.9858762540672;11.914353288727089;4.11377312164802;12.604560428075057;0.33246263844377816;0.0
2025-12-11_15:22:37:239706;1765462957.2397063;11.811784211335024;4.248925446119376;187.35862778971386;1.5038384866584114;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462957.1229742;0.11673212051391602;0.0;0.0;0.0;-0.0;886.9346441632832;869.091303198071;11.811784211335024;4.248925446119376;12.552753231933785;0.34530696570274366;0.0
2025-12-11_15:22:37:351768;1765462957.3517685;11.711871844714715;4.379441833323217;185.8963344021832;1.7257027837798535;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462957.2397063;0.11206221580505371;0.0;0.0;0.0;-0.0;884.8429347358765;864.2863962712207;11.711871844714715;4.379441833323217;12.503897507516713;0.3578338758624564;0.0
2025-12-11_15:22:37:504062;1765462957.4888003;11.609141601928073;4.5124900242561985;184.41857553078364;1.924494132413094;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462957.3517685;0.13703179359436035;0.0;0.0;0.0;-0.0;882.5740564116537;859.557435334984;11.609141601928073;4.5124900242561985;12.455309508503946;0.37072845175473906;0.0
2025-12-11_15:22:37:670242;1765462957.6691718;11.445402433559448;4.722189745075042;182.11643459867855;2.3240918332781155;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462957.4888003;0.18037152290344238;0.0;0.0;0.0;-0.0;879.5604094885522;851.5883263947948;11.445402433559448;4.722189745075042;12.381288820418511;0.3913073494019223;0.0
2025-12-11_15:22:37:792127;1765462957.7866533;11.30708853549869;4.8971124315742;180.2218958988995;2.6857816057802717;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462957.6691718;0.11748147010803223;0.0;0.0;0.0;-0.0;877.2675994980674;844.7713200678647;11.30708853549869;4.8971124315742;12.322011252919893;0.40871228941572785;0.0
2025-12-11_15:22:37:910223;1765462957.910224;11.194295823371082;5.0382888409734115;178.71034525930895;2.876683317919625;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462957.7866533;0.12357068061828613;0.0;0.0;0.0;-0.0;874.8526391638263;839.8986436257054;11.194295823371082;5.0382888409734115;12.275854895941889;0.4229174939979711;0.0
2025-12-11_15:22:38:046076;1765462958.0460768;11.072772594632152;5.18894208342774;177.11488403382867;3.147131306000503;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462957.910224;0.13585281372070312;0.0;0.0;0.0;-0.0;872.7079934268531;834.294245660886;11.072772594632152;5.18894208342774;12.228303761258315;0.43823140910477043;0.0
2025-12-11_15:22:38:180473;1765462958.1794913;10.960279425110894;5.3270823017388835;175.6681386232723;3.392011796768921;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462958.0460768;0.13341450691223145;0.0;0.0;0.0;-0.0;870.7565425325619;829.1817485778975;10.960279425110894;5.3270823017388835;12.186284541483875;0.452413537686421;0.0
2025-12-11_15:22:38:310623;1765462958.3106234;10.821703640901394;5.4955404859839305;173.92521208704164;3.754081970810817;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462958.1794913;0.1311321258544922;0.0;0.0;0.0;-0.0;868.801896351262;822.5558968182244;10.821703640901394;5.4955404859839305;12.137142782573953;0.4698886443349018;0.0
2025-12-11_15:22:38:415916;1765462958.415916;10.702613877188966;5.63882799794569;172.46147497128524;4.033829909194045;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462958.3106234;0.10529255867004395;0.0;0.0;0.0;-0.0;867.0108247928994;817.1049650050205;10.702613877188966;5.63882799794569;12.097203188944707;0.4849075666196024;0.0
2025-12-11_15:22:38:532396;1765462958.5323968;10.606052618095351;5.754019941329137;171.29744619931074;4.188691979679731;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462958.415916;0.11648082733154297;0.0;0.0;0.0;-0.0;865.1769059907459;813.1772185685572;10.606052618095351;5.754019941329137;12.066362236524338;0.4970840443219722;0.0
2025-12-11_15:22:38:694559;1765462958.6934602;10.493266641090035;5.887462014561908;169.96334586465636;4.431651824895783;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462958.5323968;0.16106343269348145;0.0;0.0;0.0;-0.0;863.4652987842059;808.2303009639795;10.493266641090035;5.887462014561908;12.032076037572333;0.5113028609453808;0.0
2025-12-11_15:22:38:827773;1765462958.8277729;10.31877392172683;6.091606847475248;167.95265168840757;4.959650000559072;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462958.6934602;0.13431262969970703;0.0;0.0;0.0;-0.0;861.857780258198;799.6634131997628;10.31877392172683;6.091606847475248;11.982686227716933;0.5332878497560143;0.0
2025-12-11_15:22:38:971337;1765462958.9679084;10.204656774863487;6.223628831889254;166.67211206345044;5.115578845866596;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462958.8277729;0.1401355266571045;0.0;0.0;0.0;-0.0;859.7405477988567;795.3412351131899;10.204656774863487;6.223628831889254;11.952764355156111;0.5476534631349048;0.0
2025-12-11_15:22:39:088413;1765462959.0884132;10.057831713723143;6.391793282562276;165.06388161626072;5.538481999546531;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462958.9679084;0.12050485610961914;0.0;0.0;0.0;-0.0;858.4530344663863;788.3806468151743;10.057831713723143;6.391793282562276;11.917004663445562;0.5661171910688888;0.0
2025-12-11_15:22:39:214776;1765462959.212521;9.946907996743061;6.517592300859562;163.87778150346256;5.724573776570538;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462959.0884132;0.12410783767700195;0.0;0.0;0.0;-0.0;856.7376735416246;784.0437106732173;9.946907996743061;6.517592300859562;11.89201362662753;0.5800486753362812;0.0
2025-12-11_15:22:39:352988;1765462959.34999;9.820915851978643;6.659200620971532;162.5602216563129;6.027284844617542;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462959.212521;0.13746881484985352;0.0;0.0;0.0;-0.0;855.4128977015425;778.5558164352174;9.820915851978643;6.659200620971532;11.8657212626116;0.5958509964539885;0.0
2025-12-11_15:22:39:459807;1765462959.4587831;9.67924179037897;6.816834390886303;161.11573928848082;6.430849970857138;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462959.34999;0.10879325866699219;0.0;0.0;0.0;-0.0;854.395340002146;772.010888021241;9.67924179037897;6.816834390886303;11.83879017253828;0.6135883926372259;0.0
2025-12-11_15:22:39:629658;1765462959.619838;9.56364666723653;6.944216368912912;159.96573732158413;6.58835416625683;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462959.4587831;0.1610548496246338;0.0;0.0;0.0;-0.0;852.5842780719249;767.872171515547;9.56364666723653;6.944216368912912;11.818861136083392;0.6280324275073654;0.0
2025-12-11_15:22:39:804737;1765462959.7928078;9.397247547957686;7.125667486793681;158.3545660357486;7.037548950256355;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462959.619838;0.17296981811523438;0.0;0.0;0.0;-0.0;851.4396944660238;760.4722435886831;9.397247547957686;7.125667486793681;11.793362481071517;0.6487740535474158;0.0
2025-12-11_15:22:40:042241;1765462960.0422418;9.112095762558155;7.4314760869998295;155.71191808702056;7.7360079896641425;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462959.7928078;0.2494339942932129;0.0;0.0;0.0;-0.0;849.3240739067556;748.4430858607044;9.112095762558155;7.4314760869998295;11.75827904149585;0.6841580027419549;0.0
2025-12-11_15:22:40:216401;1765462960.2164013;8.919703414535945;7.634231569111488;154.0108873758092;8.173135889771697;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462960.0422418;0.17415952682495117;0.0;0.0;0.0;-0.0;847.8829518443426;740.6843797282849;8.919703414535945;7.634231569111488;11.740638852043046;0.707900134990765;0.0
2025-12-11_15:22:40:375656;1765462960.3605347;8.777379504361136;7.7824122217991665;152.79380558443694;8.484397767070632;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462960.2164013;0.1441333293914795;0.0;0.0;0.0;-0.0;846.841092019269;735.0934355909753;8.777379504361136;7.7824122217991665;11.730657737466727;0.7253869865343671;0.0
2025-12-11_15:22:40:686366;1765462960.6833673;8.623333764703538;7.941094541810315;151.5151134937468;8.822178063607595;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462960.3605347;0.3228325843811035;0.0;0.0;0.0;-0.0;845.8113888612637;729.0964106144196;8.623333764703538;7.941094541810315;11.722750007547106;0.7442344222866134;0.0
2025-12-11_15:22:40:815076;1765462960.8150764;8.305088224818093;8.263438937702965;148.9968259210812;9.91945028936427;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462960.6833673;0.13170909881591797;0.0;0.0;0.0;-0.0;846.4426953069291;713.9941086107328;8.305088224818093;8.263438937702965;11.715754926557556;0.7828844095206042;0.0
