;current_time;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;n1;n2;north_error;east_error;distance_to_target;yaw_setpoint;current_angle;tau_X;tau_N;target_north_from_observer;target_east_from_observer
2025-03-25_14:03:11:561727;1742907791.561727;0.0;0.0;0.0;0.0;0.0;0.0;1742907766.4391477;0;0;0;0;0;0;0;0;0;59.908642666666665;10.71945885;0.0;0.0;0.0;0.0;1742907766.4511275;25.110599517822266;0.0;0.0;0.0;-0.0;;;;;;;;;;;
2025-03-25_14:03:14:671988;1742907794.671989;0.0;0.0;0.0;0.0;0.0;0.0;1742907766.4391477;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;-5403667.344084047;-1186335.5269152317;3220066.8878556937;1742907791.561727;3.110261917114258;0.0;0.0;0.0;-0.0;918.5442465671308;880.4747782275015;5403647.344084047;1186315.5269152317;5532336.680700727;0.21611128501261273;0.0;196.71294735495815;3.2870526450418405;-20.0;-20.15
2025-03-25_14:03:14:781077;1742907794.7810779;0.0;0.0;0.0;0.0;0.0;0.0;1742907766.4391477;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742907794.671989;0.10908889770507812;0.0;0.0;0.0;-0.0;0.954929658551372;1111.9433975517272;-20.0;-20.15;28.39053539474027;-2.3524585175366846;0.0;-99.00617285958167;-79.57581666299424;-20.0;-20.299999999999997
2025-03-25_14:03:14:891604;1742907794.8906121;0.0;0.0;0.0;0.0;0.0;0.0;1742907766.4391477;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742907794.7810779;0.10953426361083984;0.0;0.0;0.0;-0.0;198.51219470165896;884.5542647131756;-20.0;-20.299999999999997;28.497192844208357;-2.3487504589610935;0.0;-99.85872938455056;-35.661527983163275;-20.0;-20.449999999999996
2025-03-25_14:03:15:001720;1742907795.0007138;0.0;0.0;0.0;0.0;0.0;0.0;1742907766.4391477;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742907794.8906121;0.11010169982910156;0.0;0.0;0.0;-0.0;208.55846753114986;886.2144004213258;-20.0;-20.449999999999996;28.60423919631494;-2.3450701036150807;0.0;-100.71282512488307;-35.606342295436406;-20.0;-20.599999999999994
2025-03-25_14:03:15:111582;1742907795.1104262;0.0;0.0;0.0;0.0;0.0;0.0;1742907766.4391477;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742907795.0007138;0.10971236228942871;0.0;0.0;0.0;-0.0;218.16006004326206;887.8742188833819;-20.0;-20.599999999999994;28.711670101197523;-2.341417240784853;0.0;-101.56844980147875;-35.551027706486536;-20.0;-20.749999999999993
2025-03-25_14:03:15:219703;1742907795.2186935;0.0;0.0;0.0;0.0;0.0;0.0;1742907766.4391477;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742907795.1104262;0.10826730728149414;0.0;0.0;0.0;-0.0;227.37458265036145;889.5333498627058;-20.0;-20.749999999999993;28.819481258343284;-2.337791659958033;0.0;-102.42559312249367;-35.49552475230623;-20.0;-20.89999999999999
2025-03-25_14:03:15:326783;1742907795.3258169;0.0;0.0;0.0;0.0;0.0;0.0;1742907766.4391477;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742907795.2186935;0.10712337493896484;0.0;0.0;0.0;-0.0;236.21809975226668;891.1994981238994;-20.0;-20.89999999999999;28.927668416241218;-2.334193150885887;0.0;-103.28424478680935;-35.44115506071238;-20.0;-21.04999999999999
2025-03-25_14:03:15:437626;1742907795.436635;0.0;0.0;0.0;0.0;0.0;0.0;1742907766.4391477;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742907795.3258169;0.11081814765930176;0.0;0.0;0.0;-0.0;244.72309489206438;892.8746981604596;-20.0;-21.04999999999999;29.03622737202613;-2.330621503643121;0.0;-104.1443944873832;-35.388278175665086;-20.0;-21.19999999999999
2025-03-25_14:03:15:547485;1742907795.5453053;0.0;0.0;0.0;0.0;0.0;0.0;1742907766.4391477;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742907795.436635;0.10867023468017578;0.0;0.0;0.0;-0.0;252.97998878087495;894.5429407387724;-20.0;-21.19999999999999;29.145153971114986;-2.3270765086853062;0.0;-105.00603191448339;-35.33415755481909;-20.0;-21.349999999999987
2025-03-25_14:03:15:655588;1742907795.6545534;0.0;0.0;0.0;0.0;0.0;0.0;1742907766.4391477;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742907795.5453053;0.10924816131591797;0.0;0.0;0.0;-0.0;260.94876849015554;896.222726092993;-20.0;-21.349999999999987;29.254444106836136;-2.3235579569039935;0.0;-105.86914675881;-35.281973630598344;-20.0;-21.499999999999986
2025-03-25_14:03:15:765318;1742907795.7643154;0.0;0.0;0.0;0.0;0.0;0.0;1742907766.4391477;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1742907795.6545534;0.10976195335388184;0.0;0.0;0.0;-0.0;268.7184115264282;897.8949889916967;-20.0;-21.499999999999986;29.364093720052033;-2.32006563967957;0.0;-106.73372871450586;-35.228455196233696;-20.0;-21.649999999999984
