;current_time;target_north_from_observer;target_east_from_observer;tau_X;tau_N;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;n1;n2;north_error;east_error;distance_to_target;yaw_setpoint;current_angle
2025-12-11_15:07:19:312178;1765462039.312178;-20.0;-20.0;0.0;0.0;59.908707;10.719259333333333;0.0;59.908707;10.719259333333333;0.0;1765462039.3111796;0;454106.66763838555;0;0;0;0;0;0;0;59.908642666666665;10.71945885;0.0;0.0;0.0;0.0;1765462027.1607974;12.15138053894043;0.0;0.0;0.0;-0.0;;;;;;;
2025-12-11_15:07:22:332930;1765462042.3329308;20.0;-20.0;180.00622565313358;-9.171993508030173;59.908707666666665;10.7192635;0.0;59.908707666666665;10.7192635;0.0;1765462042.3329308;0;0.08097473176157652;0.41;0;0;0;0;0;0;59.908707;10.719259333333333;0.0;7.167440701768513;-11.163689084401293;1.3768667996849615e-05;1765462039.312178;3.0207529067993164;0.0;0.0;0.0;-0.0;803.2303849982059;914.4850976816209;12.832559298231487;-8.836310915598707;15.580595904513931;-0.6030238992787754;0.0
2025-12-11_15:07:22:458307;1765462042.4426734;19.999661278521273;-19.835386502479174;184.78737345886825;-15.212626541131767;59.908713;10.719261833333332;0.0;59.908713;10.719261833333332;0.0;1765462042.4426734;0;5.480678833526827;0.41;0;0;0;0;0;0;59.908707;10.719259333333333;0.0;0.07427383003121439;0.23314027370267618;6.406638199119019e-09;1765462042.3329308;0.10974264144897461;0.0;0.0;0.0;-0.0;775.8373065876027;958.5862780623327;19.92538744849006;-20.06852677618185;28.2801490791469;-0.7889771758370461;0.0
2025-12-11_15:07:22:552939;1765462042.5529392;19.998643223548676;-19.6705454883239;187.5987102116279;-12.401289788372123;59.9087145;10.719262666666667;0.0;59.9087145;10.719262666666667;0.0;1765462042.5529392;0;1.5734642233646092;0.41;0;0;0;0;0;0;59.908707;10.719259333333333;0.0;0.6684644090611453;0.1398841417769474;3.725376807039993e-08;1765462042.4426734;0.11026573181152344;0.0;0.0;0.0;-0.0;801.7357410584968;949.2989258229524;19.33017881448753;-19.810429630100845;27.67867292933749;-0.7976674340161096;0.0
2025-12-11_15:07:22:692416;1765462042.6803885;19.99703708145512;-19.513148169661577;187.6269277266577;-12.373072273342288;59.908717333333335;10.719265166666666;0.0;59.908717333333335;10.719265166666666;0.0;1765462042.6797564;0;2.7225773383362446;0.41;0;0;0;0;0;0;59.908707;10.719259333333333;0.0;0.8355805149607545;0.1865121807814178;5.8360727750450536e-08;1765462042.5529392;0.12744927406311035;0.0;0.0;0.0;-0.0;801.9914455717601;949.2052476318866;19.161456566494365;-19.699660350442993;27.48159448926619;-0.799246694276292;0.0
2025-12-11_15:07:22:777766;1765462042.7628794;19.994801044054114;-19.35510508877176;187.3051302098305;-12.694869790169477;59.90871633333333;10.719268833333333;0.0;59.90871633333333;10.719268833333333;0.0;1765462042.7628794;0;2.8086304537698745;0.41;0;0;0;0;0;0;59.908707;10.719259333333333;0.0;1.1512442709823871;0.32639628825146005;1.1343048650358512e-07;1765462042.6803885;0.08249092102050781;0.0;0.0;0.0;-0.0;799.0704918553603;950.2730223798847;18.843556773071725;-19.68150137702322;27.247772905574212;-0.807145372630426;0.0
2025-12-11_15:07:22:872821;1765462042.872821;19.991802362144362;-19.190219889609356;187.48051668475438;-12.519483315245637;59.90871966666667;10.7192735;0.0;59.90871966666667;10.7192735;0.0;1765462042.872821;0;4.129271446689072;0.41;0;0;0;0;0;0;59.908707;10.719259333333333;0.0;1.0398335604834261;0.5315596853886244;1.0769435615509693e-07;1765462042.7628794;0.10994172096252441;0.0;0.0;0.0;-0.0;800.6637948275682;949.6912113359087;18.951968801660936;-19.72177957499798;27.351886791662782;-0.8053007887844099;0.0
2025-12-11_15:07:23:001706;1765462042.9924288;19.9880161941488;-19.0209387881785;187.00241590543249;-12.997584094567516;59.9087175;10.719276666666666;0.0;59.9087175;10.719276666666666;0.0;1765462042.9924288;0;2.5035160149494686;0.41;0;0;0;0;0;0;59.908707;10.719259333333333;0.0;1.411202724680458;0.7926766443219322;2.0598902983337553e-07;1765462042.872821;0.11960768699645996;0.0;0.0;0.0;-0.0;796.3129762680514;951.2763819957737;18.57681346946834;-19.813615432500434;27.160216405368345;-0.8176034388658657;0.0
2025-12-11_15:07:23:093567;1765462043.0925362;19.983793968061818;-18.861483456605196;187.3357274187306;-12.66427258126939;59.908718;10.719277;0.0;59.908718;10.719277;0.0;1765462043.0920444;0;0.5897153737705965;0.41;0;0;0;0;0;0;59.908707;10.719259333333333;0.0;1.1698128407273296;0.9698632514288955;1.8168553961306344e-07;1765462042.9924288;0.10010743141174316;0.0;0.0;0.0;-0.0;799.3486816866948;950.1715476529023;18.81398112733449;-19.83134670803409;27.33584090738664;-0.8117177913931654;0.0
2025-12-11_15:07:23:218560;1765462043.2185607;19.977942456415775;-18.671799355703566;187.2355856983457;-12.764414301654318;59.90872016666667;10.719277333333334;0.0;59.90872016666667;10.719277333333334;0.0;1765462043.2185607;0;1.9136611231705318;0.41;0;0;0;0;0;0;59.908707;10.719259333333333;0.0;1.2255182117865062;0.9885144529898225;1.9371495563191843e-07;1765462043.0925362;0.12602448463439941;0.0;0.0;0.0;-0.0;798.4378326218568;950.5036243749353;18.752424244629267;-19.660313808693388;27.169493077841175;-0.8090288810184814;0.0
