;current_time;target_north_from_observer;target_east_from_observer;tau_X;tau_N;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;n1;n2;north_error;east_error;distance_to_target;yaw_setpoint;current_angle
2025-11-24_17:31:04:629751;1764001864.6297512;-20.0;-20.0;0.0;0.0;59.908823;10.7192215;0.0;59.908823;10.7192215;0.0;1764001864.6294327;0;1136248.475142605;0;0;0;0;0;0;0;59.908642666666665;10.71945885;0.0;0.0;0.0;0.0;1764001859.7730503;4.856700897216797;0.0;0.0;0.0;-0.0;;;;;;;
2025-11-24_17:31:07:650915;1764001867.6494732;19.999999994957356;-19.999364852905302;-40.79610451066677;-24.098015325089595;59.9088235;10.719225666666667;0.0;59.9088235;10.719225666666667;0.0;1764001867.648397;0;0.07939878644493141;0.49;0;0;0;0;0;0;59.908823;10.7192215;0.0;20.09109300172843;-13.28055648943843;4.5409624505055035e-05;1764001864.6297512;3.0197219848632812;0.0;0.0;0.0;-0.0;0.954929658551372;647.244497224224;-0.09109300677107512;-6.718808363466872;6.719425850537751;-1.5843534073037209;0.0
2025-11-24_17:31:07:754269;1764001867.7523513;19.999700850012104;-19.84530058325521;197.6129014984992;2.387098501500793;59.908821;10.719231;0.0;59.908821;10.719231;0.0;1764001867.7511067;0;3.974348080843254;0.49;0;0;0;0;0;0;59.908823;10.7192215;0.0;0.055705373632726;0.23313946163230814;4.07402757710007e-09;1764001867.6494732;0.10287809371948242;0.0;0.0;0.0;-0.0;915.4514357260671;887.8708878327149;19.943995476379378;-20.078440044887518;28.300295231639964;-0.788757380822639;0.0
2025-11-24_17:31:07:859352;1764001867.8571963;19.99876885757746;-19.686169029426168;188.11625711429355;-11.883742885706456;59.9088225;10.7192345;0.0;59.9088225;10.7192345;0.0;1764001867.8571963;0;2.4267130190419395;0.49;0;0;0;0;0;0;59.908823;10.7192215;0.0;-0.22282143447458758;0.5315580124235324;2.603968690673142e-08;1764001867.7523513;0.10484504699707031;0.0;0.0;0.0;-0.0;806.4128089094772;947.5792699136258;20.22159029205205;-20.2177270418497;28.5949156438405;-0.7853026313646323;0.0
2025-11-24_17:31:07:957740;1764001867.95774;19.99730128742941;-19.53536065319649;187.87596554560298;-12.12403445439701;59.90882366666667;10.719236;0.0;59.90882366666667;10.719236;0.0;1764001867.95774;0;1.5388518126369777;0.49;0;0;0;0;0;0;59.908823;10.7192215;0.0;-0.05570529761363412;0.727395142034471;4.10534492061021e-08;1764001867.8571963;0.10054373741149902;0.0;0.0;0.0;-0.0;804.2446782199333;948.3780758010189;20.053006585043043;-20.262755795230962;28.50793478168746;-0.7906007766028224;0.0
2025-11-24_17:31:08:075530;1764001868.0724092;19.994946163036715;-19.364168720654142;187.93873632953418;-12.061263670465822;59.90882116666667;10.719237166666666;0.0;59.90882116666667;10.719237166666666;0.0;1764001868.0724092;0;2.4947821797833893;0.49;0;0;0;0;0;0;59.908823;10.7192215;0.0;0.07427391255645259;0.8113253222518761;5.131978583761132e-08;1764001867.95774;0.1146690845489502;0.0;0.0;0.0;-0.0;804.8116173507885;948.1694706132678;19.920672250480262;-20.175494042906017;28.352843645503892;-0.7917533435895985;0.0
2025-11-24_17:31:08:174758;1764001868.174759;19.992195486714834;-19.209873331429982;188.26072034127958;-11.739279658720422;59.90881983333333;10.719238;0.0;59.90881983333333;10.719238;0.0;1764001868.174759;0;1.5211937981415382;0.49;0;0;0;0;0;0;59.908823;10.7192215;0.0;-0.20425291389830952;0.8766044369660119;6.265357563317586e-08;1764001868.0724092;0.10234975814819336;0.0;0.0;0.0;-0.0;807.7134872822111;947.0987037462595;20.196448400613143;-20.086477768395994;28.48443640198794;-0.7826682137764682;0.0
2025-11-24_17:31:08:277722;1764001868.2777224;19.98884660523666;-19.055464567709432;188.30429758653662;-11.69570241346337;59.908821;10.719238166666667;0.0;59.908821;10.719238166666667;0.0;1764001868.2777224;0;1.2656268544067777;0.49;0;0;0;0;0;0;59.908823;10.7192215;0.0;-0.35280055155668577;0.9232323696123383;7.617375388790926e-08;1764001868.174759;0.10296344757080078;0.0;0.0;0.0;-0.0;808.1054251320045;946.9536933729329;20.341647156793346;-19.97869693732177;28.51194381947378;-0.7763967417870712;0.0
2025-11-24_17:31:08:390712;1764001868.3907127;19.984543572800455;-18.888120836231668;188.2118663424292;-11.788133657570791;59.908821;10.719238166666667;0.0;59.908821;10.719238166666667;0.0;1764001868.3893218;0;0.0;0.49;0;0;0;0;0;0;59.908823;10.7192215;0.0;-0.222821355349053;0.9325579163758534;7.189087750103518e-08;1764001868.2777224;0.1129903793334961;0.0;0.0;0.0;-0.0;807.2738635664084;947.2612469821156;20.20736492814951;-19.82067875260752;28.305421804902927;-0.7757380823203329;0.0
2025-11-24_17:31:08:508130;1764001868.5061111;19.979340843447112;-18.7145795538106;188.3347041285206;-11.665295871479405;59.9088175;10.7192385;0.0;59.9088175;10.7192385;0.0;1764001868.505068;0;3.3727515560212553;0.49;0;0;0;0;0;0;59.908823;10.7192215;0.0;-0.222821355349053;0.9325579163758534;7.189087750103518e-08;1764001868.3907127;0.11539840698242188;0.0;0.0;0.0;-0.0;808.3787918783229;946.8524975031708;20.202162198796167;-19.647137470186454;28.180443010692244;-0.7714709715189876;0.0
