;current_time;target_north_from_observer;target_east_from_observer;tau_X;tau_N;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;n1;n2;north_error;east_error;distance_to_target;yaw_setpoint;current_angle
2025-12-11_14:13:22:809852;1765458802.8098521;-20.0;-20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765458776.9682708;0;0;0;0;0;0;0;0;0;59.908642666666665;10.71945885;0.0;0.0;0.0;0.0;1765458776.9682708;25.841581344604492;0.0;0.0;0.0;-0.0;;;;;;;
2025-12-11_14:13:25:935296;1765458805.9352965;20.0;-20.0;196.71297093633447;3.2870290636655186;0.0;0.0;0.0;0.0;0.0;0.0;1765458776.9682708;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;-5403667.344084047;-1186335.5269152317;3220066.8878556937;1765458802.8098521;3.1254444122314453;0.0;0.0;0.0;-0.0;918.5441656630594;880.4749728407069;5403687.344084047;1186315.5269152317;5532375.750255424;0.216109734626267;0.0
2025-12-11_14:13:26:052704;1765458806.0527043;19.999703153987028;-19.845897459721268;172.24361820220497;-27.75638179779502;0.0;0.0;0.0;0.0;0.0;0.0;1765458776.9682708;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765458805.9352965;0.11740779876708984;0.0;0.0;0.0;-0.0;647.7864573970163;998.973485867671;19.999703153987028;-19.845897459721268;28.175304297014605;-0.7815381405089511;0.0
2025-12-11_14:13:26:162987;1765458806.1629877;19.99863698655316;-19.66978913109671;188.13066783848788;-11.86933216151212;0.0;0.0;0.0;0.0;0.0;0.0;1765458776.9682708;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765458806.0527043;0.11028337478637695;0.0;0.0;0.0;-0.0;806.5426504176834;947.5313426615061;19.99863698655316;-19.66978913109671;28.05077691939641;-0.7771084389276706;0.0
2025-12-11_14:13:26:274590;1765458806.2745907;19.9969293056116;-19.504373001232057;188.1287858340498;-11.871214165950187;0.0;0.0;0.0;0.0;0.0;0.0;1765458776.9682708;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765458806.1629877;0.1116030216217041;0.0;0.0;0.0;-0.0;806.5256946290334;947.5376019780567;19.9969293056116;-19.504373001232057;27.933810120082402;-0.7729294408592188;0.0
2025-12-11_14:13:26:388685;1765458806.3886855;19.994504780451663;-19.336986149142167;188.13158090177689;-11.868419098223104;0.0;0.0;0.0;0.0;0.0;0.0;1765458776.9682708;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765458806.2745907;0.11409473419189453;0.0;0.0;0.0;-0.0;806.5508764697352;947.528305909798;19.994504780451663;-19.336986149142167;27.81544992890858;-0.7686823620438882;0.0
2025-12-11_14:13:26:494218;1765458806.4942186;19.991301980136882;-19.165874150082935;188.14907165866697;-11.850928341333042;0.0;0.0;0.0;0.0;0.0;0.0;1765458776.9682708;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765458806.3886855;0.10553312301635742;0.0;0.0;0.0;-0.0;806.7084395787645;947.4701316274778;19.991301980136882;-19.165874150082935;27.69445588557107;-0.7643214239160963;0.0
2025-12-11_14:13:26:611861;1765458806.6118615;19.987434218025072;-18.997450919347386;188.14337968369972;-11.856620316300274;0.0;0.0;0.0;0.0;0.0;0.0;1765458776.9682708;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765458806.4942186;0.11764287948608398;0.0;0.0;0.0;-0.0;806.6571675730764;947.4890635363726;19.987434218025072;-18.997450919347386;27.5753634255814;-0.7600095909195432;0.0
2025-12-11_14:13:26:733504;1765458806.7272449;19.98292065495975;-18.831216059661575;188.14810487161276;-11.851895128387236;0.0;0.0;0.0;0.0;0.0;0.0;1765458776.9682708;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765458806.6118615;0.11538338661193848;0.0;0.0;0.0;-0.0;806.6997312123476;947.4733472558561;19.98292065495975;-18.831216059661575;27.45781885343541;-0.755734570002555;0.0
2025-12-11_14:13:26:842591;1765458806.8425915;19.977173130818215;-18.648841804751882;188.16621608638135;-11.833783913618644;0.0;0.0;0.0;0.0;0.0;0.0;1765458776.9682708;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765458806.7272449;0.11534667015075684;0.0;0.0;0.0;-0.0;806.8628529675464;947.4131057697913;19.977173130818215;-18.648841804751882;27.328862891773355;-0.7510221592181979;0.0
