;current_time;target_north_from_observer;target_east_from_observer;tau_X;tau_N;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;n1;n2;north_error;east_error;distance_to_target;yaw_setpoint;current_angle
2025-12-11_13:56:33:050692;1765457793.050692;-20.0;-20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765457787.1911244;0;0;0;0;0;0;0;0;0;59.908642666666665;10.71945885;0.0;0.0;0.0;0.0;1765457787.1975331;5.853158950805664;0.0;0.0;0.0;-0.0;;;;;;;
2025-12-11_13:56:36:195107;1765457796.195108;-20.0;-20.15;196.71294735495815;3.2870526450418405;0.0;0.0;0.0;0.0;0.0;0.0;1765457787.1911244;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;-5403667.344084047;-1186335.5269152317;3220066.8878556937;1765457793.050692;3.144415855407715;0.0;0.0;0.0;-0.0;918.5442465671308;880.4747782275015;5403647.344084047;1186315.5269152317;5532336.680700727;0.21611128501261273;0.0
2025-12-11_13:56:36:314466;1765457796.3144667;-20.0;-20.299999999999997;-104.9141792681239;-76.00416001369092;0.0;0.0;0.0;0.0;0.0;0.0;1765457787.1911244;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765457796.195108;0.11935877799987793;0.0;0.0;0.0;-0.0;0.954929658551372;1106.128811352303;-20.0;-20.15;28.39053539474027;-2.3524585175366846;0.0
2025-12-11_13:56:36:427581;1765457796.4252937;-20.0;-20.449999999999996;-108.28050240693074;-36.041026463640826;0.0;0.0;0.0;0.0;0.0;0.0;1765457787.1911244;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765457796.3144667;0.11082696914672852;0.0;0.0;0.0;-0.0;264.7818006158339;906.1156848737055;-20.0;-20.299999999999997;28.497192844208357;-2.3487504589610935;0.0
2025-12-11_13:56:36:540285;1765457796.5402849;-20.0;-20.599999999999994;-111.7748487592989;-36.17651367321038;0.0;0.0;0.0;0.0;0.0;0.0;1765457787.1911244;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765457796.4252937;0.1149911880493164;0.0;0.0;0.0;-0.0;288.23126785082;914.7876545057707;-20.0;-20.449999999999996;28.60423919631494;-2.3450701036150807;0.0
2025-12-11_13:56:36:661475;1765457796.6594594;-20.0;-20.749999999999993;-112.83934520275595;-36.31879839136836;0.0;0.0;0.0;0.0;0.0;0.0;1765457787.1911244;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765457796.5402849;0.11917448043823242;0.0;0.0;0.0;-0.0;293.21562919666025;917.9864819501638;-20.0;-20.599999999999994;28.711670101197523;-2.341417240784853;0.0
2025-12-11_13:56:36:774527;1765457796.7745275;-20.0;-20.89999999999999;-113.74755675407893;-36.450363637515096;0.0;0.0;0.0;0.0;0.0;0.0;1765457787.1911244;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765457796.6594594;0.11506819725036621;0.0;0.0;0.0;-0.0;297.2239945048376;920.7644209776411;-20.0;-20.749999999999993;28.819481258343284;-2.337791659958033;0.0
2025-12-11_13:56:36:885988;1765457796.8859887;-20.0;-21.04999999999999;-114.6568953286691;-36.57630585016552;0.0;0.0;0.0;0.0;0.0;0.0;1765457787.1911244;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765457796.7745275;0.11146116256713867;0.0;0.0;0.0;-0.0;301.28394907900247;923.5047996320826;-20.0;-20.89999999999999;28.927668416241218;-2.334193150885887;0.0
2025-12-11_13:56:37:004713;1765457797.0047138;-20.0;-21.19999999999999;-115.56735357639307;-36.719768153649454;0.0;0.0;0.0;0.0;0.0;0.0;1765457787.1911244;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765457796.8859887;0.11872506141662598;0.0;0.0;0.0;-0.0;304.99839305402674;926.3380803983733;-20.0;-21.04999999999999;29.03622737202613;-2.330621503643121;0.0
2025-12-11_13:56:37:119871;1765457797.119871;-20.0;-21.349999999999987;-116.47892413906352;-36.85213121140382;0.0;0.0;0.0;0.0;0.0;0.0;1765457787.1911244;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765457797.0047138;0.1151571273803711;0.0;0.0;0.0;-0.0;308.8627987675187;929.1029603674305;-20.0;-21.19999999999999;29.145153971114986;-2.3270765086853062;0.0
2025-12-11_13:56:37:222290;1765457797.2222903;-20.0;-21.499999999999986;-117.39159965278405;-36.95855729219061;0.0;0.0;0.0;0.0;0.0;0.0;1765457787.1911244;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765457797.119871;0.10241937637329102;0.0;0.0;0.0;-0.0;313.11849233256834;931.7170833805936;-20.0;-21.349999999999987;29.254444106836136;-2.3235579569039935;0.0
