;current_time;target_north_from_observer;target_east_from_observer;tau_X;tau_N;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;n1;n2;north_error;east_error;distance_to_target;yaw_setpoint;current_angle
2025-12-11_14:43:19:172312;1765460599.1723125;-20.0;-20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765460594.7720985;0;0;0;0;0;0;0;0;0;59.908642666666665;10.71945885;0.0;0.0;0.0;0.0;1765460594.776352;4.395960569381714;0.0;0.0;0.0;-0.0;;;;;;;
2025-12-11_14:43:22:304478;1765460602.3044784;20.0;-20.0;196.71297093633447;3.2870290636655186;0.0;0.0;0.0;0.0;0.0;0.0;1765460594.7720985;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;-5403667.344084047;-1186335.5269152317;3220066.8878556937;1765460599.1723125;3.1321659088134766;0.0;0.0;0.0;-0.0;918.5441656630594;880.4749728407069;5403687.344084047;1186315.5269152317;5532375.750255424;0.216109734626267;0.0
2025-12-11_14:43:22:409906;1765460602.409906;19.999694004961064;-19.84354070982562;170.45611765712306;-29.543882342876955;0.0;0.0;0.0;0.0;0.0;0.0;1765460594.7720985;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765460602.3044784;0.10542750358581543;0.0;0.0;0.0;-0.0;627.415219156749;1004.5965487751204;19.999694004961064;-19.84354070982562;28.17363782323082;-0.7814789912531126;0.0
2025-12-11_14:43:22:512178;1765460602.5101688;19.998808132845973;-19.691215363441337;188.13077753963734;-11.869222460362662;0.0;0.0;0.0;0.0;0.0;0.0;1765460594.7720985;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765460602.409906;0.10026288032531738;0.0;0.0;0.0;-0.0;806.543638751598;947.5309778076263;19.998808132845973;-19.691215363441337;28.065927549678708;-0.7776484423223663;0.0
2025-12-11_14:43:22:624006;1765460602.6223845;19.997329705875465;-19.53781345812322;188.1220310352945;-11.8779689647055;0.0;0.0;0.0;0.0;0.0;0.0;1765460594.7720985;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765460602.5101688;0.11221575736999512;0.0;0.0;0.0;-0.0;806.4648348015157;947.560067271938;19.997329705875465;-19.53781345812322;27.957456073289467;-0.7737757049953338;0.0
2025-12-11_14:43:22:726267;1765460602.7262676;19.995039830745554;-19.37008815134466;188.14268444484577;-11.857315555154225;0.0;0.0;0.0;0.0;0.0;0.0;1765460594.7720985;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765460602.6223845;0.10388302803039551;0.0;0.0;0.0;-0.0;806.6509047975161;947.4913759237531;19.995039830745554;-19.37008815134466;27.83885652867165;-0.7695237279493746;0.0
2025-12-11_14:43:22:835913;1765460602.835914;19.992330167553163;-19.216719865299048;188.13340928415417;-11.866590715845824;0.0;0.0;0.0;0.0;0.0;0.0;1765460594.7720985;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765460602.7262676;0.10964632034301758;0.0;0.0;0.0;-0.0;806.5673486447816;947.5222248745747;19.992330167553163;-19.216719865299048;27.730409082987496;-0.7656193327746814;0.0
2025-12-11_14:43:22:950908;1765460602.9509082;19.98877147239235;-19.052289005666815;188.13781716201342;-11.862182837986591;0.0;0.0;0.0;0.0;0.0;0.0;1765460594.7720985;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765460602.835914;0.11499428749084473;0.0;0.0;0.0;-0.0;806.6070585041009;947.5075645090876;19.98877147239235;-19.052289005666815;27.61413951820659;-0.7614156458736108;0.0
2025-12-11_14:43:23:068099;1765460603.068099;19.984164876580557;-18.874584911056516;188.14958989632473;-11.850410103675262;0.0;0.0;0.0;0.0;0.0;0.0;1765460594.7720985;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765460602.9509082;0.11719083786010742;0.0;0.0;0.0;-0.0;806.7131075829327;947.4684079138062;19.984164876580557;-18.874584911056516;27.48848488693108;-0.7568517341680944;0.0
2025-12-11_14:43:23:177699;1765460603.1776996;19.979004130150756;-18.7041494062243;188.1609550347023;-11.83904496529768;0.0;0.0;0.0;0.0;0.0;0.0;1765460594.7720985;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765460603.068099;0.10960054397583008;0.0;0.0;0.0;-0.0;806.8154718039151;947.4306054640138;19.979004130150756;-18.7041494062243;27.367970532046066;-0.752453758411504;0.0
2025-12-11_14:43:23:286714;1765460603.286714;19.97334050522641;-18.539846291233168;188.1666789128882;-11.833321087111798;0.0;0.0;0.0;0.0;0.0;0.0;1765460594.7720985;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765460603.1776996;0.10901451110839844;0.0;0.0;0.0;-0.0;806.8670210615472;947.411566267003;19.97334050522641;-18.539846291233168;27.251793178436355;-0.7481944703605042;0.0
2025-12-11_14:43:23:387513;1765460603.3875134;19.967037330132392;-18.376446166028348;188.18475703870467;-11.815242961295333;0.0;0.0;0.0;0.0;0.0;0.0;1765460594.7720985;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765460603.286714;0.1007993221282959;0.0;0.0;0.0;-0.0;807.0298110736397;947.3514309234;19.967037330132392;-18.376446166028348;27.13625533185886;-0.7439392350645457;0.0
2025-12-11_14:43:23:511237;1765460603.5103972;19.960614824197684;-18.225383739477017;188.16249426599143;-11.837505734008575;0.0;0.0;0.0;0.0;0.0;0.0;1765460594.7720985;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765460603.3875134;0.12288379669189453;0.0;0.0;0.0;-0.0;806.8293344475335;947.4254855939654;19.960614824197684;-18.225383739477017;27.029442402890474;-0.7399878494631187;0.0
2025-12-11_14:43:23:618099;1765460603.6143565;19.951870002520813;-18.038346793727882;188.21192022409264;-11.788079775907372;0.0;0.0;0.0;0.0;0.0;0.0;1765460594.7720985;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765460603.5103972;0.10395932197570801;0.0;0.0;0.0;-0.0;807.2743485645749;947.2610677265881;19.951870002520813;-18.038346793727882;26.89719449400407;-0.735071852753196;0.0
2025-12-11_14:43:23:740605;1765460603.7406056;19.94377604600239;-17.87991623118204;188.18468093095365;-11.815319069046353;0.0;0.0;0.0;0.0;0.0;0.0;1765460594.7720985;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765460603.6143565;0.12624907493591309;0.0;0.0;0.0;-0.0;807.0291258069527;947.3516840973434;19.94377604600239;-17.87991623118204;26.785175142365333;-0.7308869548973629;0.0
