;current_time;target_north_from_observer;target_east_from_observer;tau_X;tau_N;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;n1;n2;north_error;east_error;distance_to_target;yaw_setpoint;current_angle
2025-12-11_14:18:51:447170;1765459131.4471707;-20.0;-20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765459107.1859;0;0;0;0;0;0;0;0;0;59.908642666666665;10.71945885;0.0;0.0;0.0;0.0;1765459107.1906624;24.256508350372314;0.0;0.0;0.0;-0.0;;;;;;;
2025-12-11_14:18:54:561878;1765459134.5618787;20.0;-20.0;196.71297093633447;3.2870290636655186;0.0;0.0;0.0;0.0;0.0;0.0;1765459107.1859;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;-5403667.344084047;-1186335.5269152317;3220066.8878556937;1765459131.4471707;3.1147079467773438;0.0;0.0;0.0;-0.0;918.5441656630594;880.4749728407069;5403687.344084047;1186315.5269152317;5532375.750255424;0.216109734626267;0.0
2025-12-11_14:18:54:670031;1765459134.6700318;19.9997131320333;-19.84850955461574;170.8941169655742;-29.1058830344258;0.0;0.0;0.0;0.0;0.0;0.0;1765459107.1859;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459134.5618787;0.10815310478210449;0.0;0.0;0.0;-0.0;632.4675688474977;1003.2216195855937;19.9997131320333;-19.84850955461574;28.17715132697586;-0.7816036942455946;0.0
2025-12-11_14:18:54:786522;1765459134.7865222;19.99876974968167;-19.686282751589353;188.11642077274865;-11.883579227251335;0.0;0.0;0.0;0.0;0.0;0.0;1765459107.1859;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459134.6700318;0.11649036407470703;0.0;0.0;0.0;-0.0;806.4142835995513;947.5787256311993;19.99876974968167;-19.686282751589353;28.062439667219014;-0.7775241523958033;0.0
2025-12-11_14:18:54:898591;1765459134.8985913;19.99701767112895;-19.511556128712385;188.13099313257118;-11.869006867428833;0.0;0.0;0.0;0.0;0.0;0.0;1765459107.1859;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459134.7865222;0.11206912994384766;0.0;0.0;0.0;-0.0;806.5455810960688;947.5302607689847;19.99701767112895;-19.511556128712385;27.938889353432383;-0.7731112832128145;0.0
2025-12-11_14:18:55:006744;1765459135.001864;19.994611737886792;-19.343469775495404;188.14382729455104;-11.85617270544897;0.0;0.0;0.0;0.0;0.0;0.0;1765459107.1859;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459134.8985913;0.10327267646789551;0.0;0.0;0.0;-0.0;806.6611996670767;947.4875747649178;19.994611737886792;-19.343469775495404;27.820034534564197;-0.768847216334203;0.0
2025-12-11_14:18:55:121525;1765459135.121525;19.99162007771136;-19.18126710094569;188.1300704506287;-11.869929549371294;0.0;0.0;0.0;0.0;0.0;0.0;1765459107.1859;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459135.001864;0.11966109275817871;0.0;0.0;0.0;-0.0;806.5372683317534;947.5333295049313;19.99162007771136;-19.18126710094569;27.705340296220392;-0.7647145357119064;0.0
2025-12-11_14:18:55:226191;1765459135.2261915;19.9877255973773;-19.009141004554024;188.1554085530633;-11.844591446936695;0.0;0.0;0.0;0.0;0.0;0.0;1765459107.1859;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459135.121525;0.10466647148132324;0.0;0.0;0.0;-0.0;806.7655170376551;947.4490542262042;19.9877255973773;-19.009141004554024;27.58362949807492;-0.7603094998963377;0.0
2025-12-11_14:18:55:340701;1765459135.3407016;19.98352847665003;-18.852197509622872;188.1433980863752;-11.856601913624788;0.0;0.0;0.0;0.0;0.0;0.0;1765459107.1859;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459135.2261915;0.11451005935668945;0.0;0.0;0.0;-0.0;806.6573333454098;947.4890023283898;19.98352847665003;-18.852197509622872;27.472654791972936;-0.7562752082984429;0.0
2025-12-11_14:18:55:456881;1765459135.455136;19.978231043731036;-18.680514261516905;188.15712098325537;-11.842879016744646;0.0;0.0;0.0;0.0;0.0;0.0;1765459107.1859;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459135.3407016;0.11443448066711426;0.0;0.0;0.0;-0.0;806.780940487378;947.4433583622643;19.978231043731036;-18.680514261516905;27.351258265597853;-0.751842245862854;0.0
2025-12-11_14:18:55:567404;1765459135.5674043;19.97210301746685;-18.506353334614403;188.1699214347991;-11.830078565200884;0.0;0.0;0.0;0.0;0.0;0.0;1765459107.1859;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459135.455136;0.11226820945739746;0.0;0.0;0.0;-0.0;806.8962217587069;947.4007805753449;19.97210301746685;-18.506353334614403;27.22811070724339;-0.7473238361904161;0.0
2025-12-11_14:18:55:698541;1765459135.6944191;19.965569103625064;-18.34069706702796;188.15791654719698;-11.84208345280302;0.0;0.0;0.0;0.0;0.0;0.0;1765459107.1859;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459135.5674043;0.1270148754119873;0.0;0.0;0.0;-0.0;806.7881058414672;947.4407121557578;19.965569103625064;-18.34069706702796;27.110977823312012;-0.7430056590749132;0.0
2025-12-11_14:18:55:807228;1765459135.807229;19.95685613254529;-18.14267719470267;188.20087917412903;-11.799120825870963;0.0;0.0;0.0;0.0;0.0;0.0;1765459107.1859;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459135.6944191;0.11280989646911621;0.0;0.0;0.0;-0.0;807.1749600770128;947.2977987947651;19.95685613254529;-18.14267719470267;26.970962950667797;-0.7378172743901458;0.0
2025-12-11_14:18:55:907437;1765459135.9074373;19.949030249787015;-17.98134150941725;188.20737078120132;-11.792629218798675;0.0;0.0;0.0;0.0;0.0;0.0;1765459107.1859;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459135.807229;0.10020828247070312;0.0;0.0;0.0;-0.0;807.2333972163166;947.27620286341;19.949030249787015;-17.98134150941725;26.856888322834592;-0.7335682873422386;0.0
2025-12-11_14:18:56:033763;1765459136.0337632;19.939855076558295;-17.807290155191318;188.2019240308908;-11.798075969109183;0.0;0.0;0.0;0.0;0.0;0.0;1765459107.1859;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459135.9074373;0.1263258457183838;0.0;0.0;0.0;-0.0;807.184366113749;947.2943228543943;19.939855076558295;-17.807290155191318;26.733825075086454;-0.7289620982759311;0.0
2025-12-11_14:18:56:149592;1765459136.1495924;19.930440429164086;-17.642050226790655;188.21277198096575;-11.787228019034243;0.0;0.0;0.0;0.0;0.0;0.0;1765459107.1859;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459136.0337632;0.1158292293548584;0.0;0.0;0.0;-0.0;807.2820153367135;947.2582340655459;19.930440429164086;-17.642050226790655;26.616994419074864;-0.7245673050233833;0.0
2025-12-11_14:18:56:256093;1765459136.2560933;19.91943409613682;-17.462524592397173;188.2453535743018;-11.754646425698208;0.0;0.0;0.0;0.0;0.0;0.0;1765459107.1859;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459136.1495924;0.10650086402893066;0.0;0.0;0.0;-0.0;807.5752317667901;947.1498338686199;19.91943409613682;-17.462524592397173;26.490066437259344;-0.7197680834972532;0.0
2025-12-11_14:18:56:382771;1765459136.382771;19.909393725214414;-17.30922084038538;188.22119869719106;-11.778801302808931;0.0;0.0;0.0;0.0;0.0;0.0;1765459107.1859;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459136.2560933;0.1266777515411377;0.0;0.0;0.0;-0.0;807.3578613599889;947.2301992503237;19.909393725214414;-17.30922084038538;26.381680852569623;-0.7156493288422876;0.0
2025-12-11_14:18:56:495380;1765459136.4953806;19.89616114796543;-17.119665704197953;188.26713578136898;-11.732864218631018;0.0;0.0;0.0;0.0;0.0;0.0;1765459107.1859;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459136.382771;0.1126096248626709;0.0;0.0;0.0;-0.0;807.7712002925284;947.0773567193665;19.89616114796543;-17.119665704197953;26.247670034677377;-0.7105300299214536;0.0
2025-12-11_14:18:56:603968;1765459136.6039689;19.88364220824139;-16.951215946482005;188.27684959865894;-11.723150401341057;0.0;0.0;0.0;0.0;0.0;0.0;1765459107.1859;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459136.4953806;0.10858821868896484;0.0;0.0;0.0;-0.0;807.8585775081592;947.0450336064347;19.88364220824139;-16.951215946482005;26.12858491249812;-0.7059556231160408;0.0
