;current_time;target_north_from_observer;target_east_from_observer;tau_X;tau_N;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;n1;n2;north_error;east_error;distance_to_target;yaw_setpoint;current_angle
2025-12-11_14:27:38:901758;1765459658.9017582;-20.0;-20.0;0.0;0.0;0;0;0.0;0;0;0.0;1765459658.9017582;0;0.0;0;0;0;0;0;0;0;59.908642666666665;10.71945885;0.0;0.0;0.0;0.0;1765459655.8193812;3.0823769569396973;0.0;0.0;0.0;-0.0;;;;;;;
2025-12-11_14:27:41:938541;1765459661.9385414;20.0;-20.0;196.71297093633447;3.2870290636655186;0;0;0.0;0;0;0.0;1765459661.9385414;0;0.0;0.42;0;0;0;0;0;0;0.0;0.0;0.0;-5403667.344084047;-1186335.5269152317;3220066.8878556937;1765459658.9017582;3.036783218383789;0.0;0.0;0.0;-0.0;918.5441656630594;880.4749728407069;5403687.344084047;1186315.5269152317;5532375.750255424;0.216109734626267;0.0
2025-12-11_14:27:42:053574;1765459662.0535748;19.99962783144126;-19.827450452941235;171.9332543887947;-28.066745611205306;0;0;0.0;0;0;0.0;1765459662.0535748;0;0.0;0.42;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459661.9385414;0.11503338813781738;0.0;0.0;0.0;-0.0;644.2956080950853;999.9520870638647;19.99962783144126;-19.827450452941235;28.16226029387555;-0.7810750668184779;0.0
2025-12-11_14:27:42:163994;1765459662.1636322;19.99858503299197;-19.663554820942284;188.12951356755008;-11.870486432449923;0;0;0.0;0;0;0.0;1765459662.1636322;0;0.0;0.42;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459662.0535748;0.11005735397338867;0.0;0.0;0.0;-0.0;806.5322511358754;947.5351816303556;19.99858503299197;-19.663554820942284;28.046368597699292;-0.7769512605048772;0.0
2025-12-11_14:27:42:270954;1765459662.269876;19.99692187878165;-19.50377402059336;188.13441552004414;-11.865584479955865;0;0;0.0;0;0;0.0;1765459662.269876;0;0.0;0.42;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459662.1636322;0.10624384880065918;0.0;0.0;0.0;-0.0;806.576413833513;947.5188782079216;19.99692187878165;-19.50377402059336;27.933386577220972;-0.7729142760105734;0.0
2025-12-11_14:27:42:372603;1765459662.3726032;19.994701096535643;-19.348936102390176;188.13931259687206;-11.860687403127946;0;0;0.0;0;0;0.0;1765459662.3726032;0;0.0;0.42;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459662.269876;0.10272717475891113;0.0;0.0;0.0;-0.0;806.6205301909586;947.5025907213738;19.994701096535643;-19.348936102390176;27.82389980276276;-0.768986182719698;0.0
2025-12-11_14:27:42:483340;1765459662.4833407;19.9916526129428;-19.182857854651107;188.1443290780026;-11.855670921997394;0;0;0.0;0;0;0.0;1765459662.4833407;0;0.0;0.42;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459662.3726032;0.11073756217956543;0.0;0.0;0.0;-0.0;806.6657197257697;947.4859058104634;19.9916526129428;-19.182857854651107;27.706465124016315;-0.7647551518980329;0.0
2025-12-11_14:27:42:590237;1765459662.5902374;19.98805569231179;-19.02255335257057;188.15010033948283;-11.849899660517156;0;0;0.0;0;0;0.0;1765459662.5902374;0;0.0;0.42;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459662.4833407;0.10689663887023926;0.0;0.0;0.0;-0.0;806.7177053520646;947.4667101224055;19.98805569231179;-19.02255335257057;27.593113387407943;-0.760653477362842;0.0
2025-12-11_14:27:42:694210;1765459662.69421;19.983940712691428;-18.86664873760299;188.15626022331512;-11.843739776684897;0;0;0.0;0;0;0.0;1765459662.69421;0;0.0;0.42;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459662.5902374;0.1039726734161377;0.0;0.0;0.0;-0.0;806.7731878650463;947.4462214155188;19.983940712691428;-18.86664873760299;27.48287323036772;-0.7566474000148918;0.0
2025-12-11_14:27:42:802839;1765459662.8028398;19.978992137128664;-18.703779455723556;188.1632776157705;-11.83672238422948;0;0;0.0;0;0;0.0;1765459662.8028398;0;0.0;0.42;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459662.69421;0.10862970352172852;0.0;0.0;0.0;-0.0;806.8363893704202;947.4228799651354;19.978992137128664;-18.703779455723556;27.367708942178474;-0.7524441897383327;0.0
2025-12-11_14:27:42:911009;1765459662.9110093;19.973405308959713;-18.541621446389385;188.17087135387982;-11.82912864612017;0;0;0.0;0;0;0.0;1765459662.9110093;0;0.0;0.42;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459662.8028398;0.1081695556640625;0.0;0.0;0.0;-0.0;806.9047761035113;947.397620809585;19.973405308959713;-18.541621446389385;27.253048370727022;-0.7482405920565941;0.0
2025-12-11_14:27:43:013996;1765459663.0139961;19.967474953982332;-18.38725519601053;188.1786613613206;-11.821338638679416;0;0;0.0;0;0;0.0;1765459663.0139961;0;0.0;0.42;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459662.9110093;0.10298681259155273;0.0;0.0;0.0;-0.0;806.974924352278;947.3717081008535;19.967474953982332;-18.38725519601053;27.14389820348448;-0.7442213242853976;0.0
2025-12-11_14:27:43:118675;1765459663.1186757;19.96083622807481;-18.230376324473497;188.1871364022935;-11.812863597706503;0;0;0.0;0;0;0.0;1765459663.1186757;0;0.0;0.42;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459663.0139961;0.10467958450317383;0.0;0.0;0.0;-0.0;807.0512343353779;947.3435158890949;19.96083622807481;-18.230376324473497;27.032972530891744;-0.740118712614968;0.0
2025-12-11_14:27:43:221927;1765459663.221927;19.953684861188414;-18.075664786778624;188.19606051411324;-11.803939485886744;0;0;0.0;0;0;0.0;1765459663.221927;0;0.0;0.42;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459663.1186757;0.10325121879577637;0.0;0.0;0.0;-0.0;807.1315799919626;947.3138289369343;19.953684861188414;-18.075664786778624;26.923580687263875;-0.7360548097989135;0.0
2025-12-11_14:27:43:330947;1765459663.3309472;19.94548381316946;-17.912340321839594;188.20609183684692;-11.79390816315307;0;0;0.0;0;0;0.0;1765459663.3309472;0;0.0;0.42;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459663.221927;0.10902023315429688;0.0;0.0;0.0;-0.0;807.22188455446;947.2804576260578;19.94548381316946;-17.912340321839594;26.80810064787891;-0.7317449952094565;0.0
2025-12-11_14:27:43:438615;1765459663.438615;19.936729220831808;-17.75107600351655;188.21662834675737;-11.783371653242638;0;0;0.0;0;0;0.0;1765459663.438615;0;0.0;0.42;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459663.3309472;0.10766792297363281;0.0;0.0;0.0;-0.0;807.3167260654916;947.2454044375153;19.936729220831808;-17.75107600351655;26.694079330581715;-0.7274694029328439;0.0
2025-12-11_14:27:43:556282;1765459663.556282;19.92641706269594;-17.574877212250392;188.22885387332187;-11.771146126678127;0;0;0.0;0;0;0.0;1765459663.556282;0;0.0;0.42;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459663.438615;0.11766695976257324;0.0;0.0;0.0;-0.0;807.426756835756;947.2047305500923;19.92641706269594;-17.574877212250392;26.569501425171268;-0.7227745907637416;0.0
2025-12-11_14:27:43:671384;1765459663.6713843;19.915577521523957;-17.402564510288787;188.24155375416163;-11.75844624583838;0;0;0.0;0;0;0.0;1765459663.6713843;0;0.0;0.42;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765459663.556282;0.11510229110717773;0.0;0.0;0.0;-0.0;807.541040958531;947.1624766534223;19.915577521523957;-17.402564510288787;26.44767436941466;-0.7181594268978649;0.0
