unix_time,episode,IAE_distance,IAE_heading
1776689511,1,11299.728220593435,410.0338611368845
1776689511,2,5157.040313722395,574.6965356796637
1776689511,3,8661.820950387004,357.92054064029486
1776689511,4,10542.160964878552,465.05624136371034
1776689511,5,6001.5837789000625,221.25824510299248
1776689511,6,20319.670432750594,194.38076488226298
1776689511,7,16798.3208619289,425.6053547957952
1776689511,8,15450.382870324876,698.6639201527948
1776689511,9,12719.314109612795,696.0108359112546
1776689511,10,20618.347650829954,504.8896742917449
1776689511,11,16097.593757077404,381.464509728797
1776689511,12,11696.326221386227,570.3447028627567
1776689511,13,11128.866507591372,455.0617352489038
1776689511,14,14614.335090461582,540.1158298458023
1776689511,15,15590.417981435407,331.0462100023435
1776689511,16,10657.198485129453,267.50959026713434
1776689511,17,11227.69648394203,500.6969278703126
1776689511,18,8381.572754652907,239.100658287377
1776689511,19,8263.21156011479,662.8950813752864
1776689511,20,7447.1022266961245,303.95210127151597
1776689511,21,6268.810132175284,251.10527882418916
1776689511,22,13853.738845848884,507.71881395041424
1776689511,23,13187.839123341697,363.6894050519105
1776689511,24,12852.075982210104,355.8952725032399
1776689511,25,12737.46069386759,420.4943274489891
1776689511,26,6854.823615268737,416.375957397929
1776689511,27,7988.873976149464,585.728556595222
1776689511,28,16639.397593746056,421.93800430092375
1776689511,29,13743.715652498338,468.8669282501338
1776689511,30,13769.150902602702,449.50159067528057
1776689511,31,20060.69206309509,478.8529781384814
1776689511,32,11237.904780185805,431.81940340888974
1776689511,33,15465.468051064348,417.34050007734896
1776689511,34,10506.369455955306,380.2046338268545
1776689511,35,7760.413406807217,511.5158383634365
1776689511,36,6197.477393769422,453.6546813754252
1776689511,37,10305.799012920532,587.5932621050712
1776689511,38,9449.87785956071,378.9541531280193
1776689511,39,15384.214512728555,323.34732585232433
1776689511,40,14601.483088840607,554.495704694164
1776689511,41,17004.207453446495,366.5926841968179
1776689511,42,15360.877167530487,450.4906757296149
1776689511,43,11929.169661513914,551.3957374918929
1776689511,44,15529.12455532743,398.939636309614
1776689511,45,8274.075511959341,575.8520266236617
1776689511,46,9452.359009151596,358.0246143872034
1776689511,47,7273.824784946977,472.62725932734094
1776689511,48,14396.13349181135,462.9227112129073
1776689511,49,10015.882698546571,360.57327146198753
1776689511,50,5563.458544072544,394.4875149316413
1776689511,51,11724.044371680995,432.853129554735
1776689511,52,13730.960732615016,384.52679653764795
1776689511,53,17725.684689267237,454.15946674555937
1776689511,54,12426.204386795998,337.23284546168657
1776689511,55,5372.162735790517,331.3423596329055
1776689511,56,15337.759920655437,411.67022215055084
1776689511,57,4867.509554252115,290.7745600407563
1776689511,58,11501.027504581154,418.7842412306219
1776689511,59,8427.638488237228,256.8681273574585
1776689511,60,14089.59950409973,438.37043387780005
1776689511,61,18335.434653237968,497.0731133832318
1776689511,62,5300.877706663234,437.8026585965562
1776689511,63,9094.049279624021,338.56388016465826
1776689511,64,12978.345896965116,427.84553396127313
1776689511,65,6327.149650574279,265.28682043635473
1776689511,66,7097.323076730114,390.3401544071018
1776689511,67,4301.943804432381,345.0756295279968
1776689511,68,3816.7892421294646,189.96954726332586
1776689511,69,12140.054751388741,377.5153693474415
1776689511,70,9886.268755691515,350.9318915227627
1776689511,71,8626.127970826084,287.0768704254055
1776689511,72,7711.279997928675,316.5866876725903
1776689511,73,7183.7610102793,280.20851269968125
1776689511,74,3139.4833156332447,264.08609757005956
1776689511,75,4537.244566776877,273.169385950451
1776689511,76,5955.980218098368,274.153219451739
1776689511,77,2697.673950089281,304.80237148197114
1776689511,78,10548.727883438141,258.70189003878545
1776689511,79,3693.534990366227,175.69850937291437
1776689511,80,3172.121667983766,215.11414422651484
1776689511,81,4323.653579227349,346.1673807715647
1776689511,82,6145.4814186929925,241.4662440271595
1776689511,83,1490.422580329087,374.5064567209029
1776689511,84,3702.062014632943,204.00436592411947
1776689511,85,5113.477555311553,199.93732413955763
1776689511,86,2070.8685025820614,244.77432532342488
1776689511,87,6783.339392872898,229.69205102228275
1776689511,88,3528.857795654723,300.6427198792462
1776689511,89,5797.279278679072,254.15946101678514
1776689511,90,4223.178525239418,242.0482199573431
1776689511,91,6192.616581418017,198.199243575339
1776689511,92,2201.537485327037,161.67663280473633
1776689511,93,3438.2580947501715,190.68105252876944
1776689511,94,1586.5230485471732,211.85982441791666
1776689511,95,1368.2719497791434,237.07186129723183
1776689511,96,5071.503848127495,406.63426929816876
1776689511,97,2958.569541488152,216.5277941131611
1776689511,98,2330.601243281181,234.07221964315505
1776689511,99,4942.61431784975,157.53117950360925
1776689511,100,2481.3801587490507,178.22330690488465
1776689511,101,3575.654565494634,204.62989220081172
1776689511,102,1255.7644697268533,264.7432960649976
1776689511,103,2278.5180044484878,170.8258677243054
1776689511,104,1690.8411057335313,261.16695204387537
1776689511,105,1763.159054005619,234.1059000086716
1776689511,106,4243.318507750706,152.12225727973254
1776689511,107,1219.9959374189668,307.66163124321326
1776689511,108,1569.1911926207026,215.8187119947268
1776689511,109,1688.234101808344,237.12265581626517
1776689511,110,1310.1877670177976,305.972958102976
1776689511,111,3595.891980429544,212.80456384291762
1776689511,112,1434.1801532129239,163.05398249533332
1776689511,113,1444.9125763542252,177.12107673007014
1776689511,114,1249.239082328957,308.1294097797481
1776689511,115,1366.4997594811082,247.884769755773
1776689511,116,1793.385130563261,250.943031630436
1776689511,117,1739.8019304591226,243.64516960964755
1776689511,118,1657.8489828379822,299.04721899665424
1776689511,119,1043.076589079432,249.65821420632287
1776689511,120,1288.5394404604206,291.6621172674003
1776689511,121,916.7260491678975,295.5819165839677
1776689511,122,1039.342832074974,307.9165809834317
1776689511,123,1094.640475825223,312.37129052390827
1776689511,124,1340.136643174139,302.16138050477844
1776689511,125,2121.2338941593334,215.866829899877
1776689511,126,994.8441100197155,298.6235643377787
1776689511,127,1258.4190369486234,287.7982936625969
1776689511,128,2183.150967040211,221.00120023473187
1776689511,129,1484.1320667035889,209.26938212957208
