unix_time,episode,reward,length
1776689511,1,-108.78920454112813,2667
1776689511,2,41.54006709717214,2667
1776689511,3,-103.95034544542432,2667
1776689511,4,-203.365588856861,2667
1776689511,5,-117.18089506216347,2667
1776689511,6,-190.58755654701963,2667
1776689511,7,-242.12556206434965,2667
1776689511,8,-254.75485894587473,2667
1776689511,9,-241.61134466854855,2667
1776689511,10,-235.86649521440268,2667
1776689511,11,-234.03413122147322,2667
1776689511,12,-102.31722747534513,2667
1776689511,13,-84.39747269451618,2667
1776689511,14,-174.63434747513384,2667
1776689511,15,-210.1378411129117,2667
1776689511,16,-198.353255469352,2667
1776689511,17,-28.70798272639513,2667
1776689511,18,-184.8495836551956,2667
1776689511,19,25.81749322777614,2667
1776689511,20,83.20417866297066,2667
1776689511,21,-50.42137767095119,2667
1776689511,22,-233.72743474319577,2667
1776689511,23,-214.72561518661678,2667
1776689511,24,-77.00507818162441,2667
1776689511,25,-189.92160678945947,2667
1776689511,26,81.23134311847389,2667
1776689511,27,-115.15009189024568,2667
1776689511,28,-219.22499995864928,2667
1776689511,29,-122.54593334719539,2667
1776689511,30,-200.9250764232129,2667
1776689511,31,-215.19261081144214,2667
1776689511,32,-189.6122171105817,2667
1776689511,33,-205.4052678067237,2667
1776689511,34,-83.66319062374532,2667
1776689511,35,-20.57328808470629,2667
1776689511,36,11.294878377695568,2667
1776689511,37,-106.27632027678192,2667
1776689511,38,-195.47526296181604,2667
1776689511,39,-184.20477160718292,2667
1776689511,40,-210.81983477249742,2667
1776689511,41,-132.7726062759757,2667
1776689511,42,-178.76979319006205,2667
1776689511,43,-211.11917479149997,2667
1776689511,44,-171.62429135944694,2667
1776689511,45,18.229621504433453,2667
1776689511,46,9.077054094523191,2667
1776689511,47,2.0324952353257686,2667
1776689511,48,-172.60483606299385,2667
1776689511,49,-100.88599266605888,2667
1776689511,50,-100.56094177206978,2667
1776689511,51,-108.12750341114588,2667
1776689511,52,-114.63172428391408,2667
1776689511,53,-174.73984269448556,2667
1776689511,54,-144.6796663069399,2667
1776689511,55,-141.117526209855,2667
1776689511,56,-158.32230136083672,2667
1776689511,57,67.84891987947049,2667
1776689511,58,-61.16514876791916,2667
1776689511,59,-63.78997669793898,2667
1776689511,60,-53.81321972399019,2667
1776689511,61,-46.36331584933214,2667
1776689511,62,193.57937997818226,2667
1776689511,63,-123.15107592503773,2667
1776689511,64,-62.1979230970901,2667
1776689511,65,116.53873383958125,2667
1776689511,66,19.10981218557572,2667
1776689511,67,96.0795436957269,2667
1776689511,68,99.09192239725962,2667
1776689511,69,-86.20442147820722,2667
1776689511,70,-126.05956291173061,2667
1776689511,71,-95.96213468644419,2667
1776689511,72,-105.82096196401108,2667
1776689511,73,0.5840459400205873,2667
1776689511,74,18.711723590429756,2667
1776689511,75,234.67105662252288,2667
1776689511,76,-59.8713985564973,2667
1776689511,77,214.78504274389707,2667
1776689511,78,-61.19094885003142,2667
1776689511,79,144.0383271482715,2667
1776689511,80,117.69685482617933,2667
1776689511,81,17.76423211256042,2667
1776689511,82,239.26449973620765,2667
1776689511,83,145.8030216363113,2667
1776689511,84,159.50049281932297,2667
1776689511,85,33.30542801525735,2667
1776689511,86,166.33524521571235,2667
1776689511,87,19.96706401690608,2667
1776689511,88,40.06727998299175,2667
1776689511,89,216.8487317787949,2667
1776689511,90,286.8821784208121,2667
1776689511,91,234.11323807615554,2667
1776689511,92,385.1864502392709,2667
1776689511,93,112.97708838405379,2667
1776689511,94,230.4400293471408,2667
1776689511,95,309.8344664659817,2667
1776689511,96,244.2471287556691,2667
1776689511,97,355.89619129919447,2667
1776689511,98,338.4255167306401,2667
1776689511,99,186.8510812887398,2667
1776689511,100,400.7759723216295,2667
1776689511,101,322.93437015159,2667
1776689511,102,306.4553223952971,2667
1776689511,103,402.16359485313296,2667
1776689511,104,382.14539939910173,2667
1776689511,105,395.5953493081033,2667
1776689511,106,280.98978936870117,2667
1776689511,107,409.1796001987532,2667
1776689511,108,406.5525652631186,2667
1776689511,109,425.28984553180635,2667
1776689511,110,408.2439371533692,2667
1776689511,111,366.8861947916448,2667
1776689511,112,380.3073330610059,2667
1776689511,113,463.5368261707481,2667
1776689511,114,412.6387461046688,2667
1776689511,115,466.14256225526333,2667
1776689511,116,470.84274738188833,2667
1776689511,117,447.52393551543355,2667
1776689511,118,420.5023224679753,2667
1776689511,119,503.8176938891411,2667
1776689511,120,452.43916181719396,2667
1776689511,121,457.16344532324,2667
1776689511,122,468.977037075907,2667
1776689511,123,456.3835227636155,2667
1776689511,124,428.0057583115995,2667
1776689511,125,465.5779427886009,2667
1776689511,126,369.0065880838665,2667
1776689511,127,475.23277689516544,2667
1776689511,128,434.0061219052877,2667
1776689511,129,478.61562191764824,2667
1776689511,130,419.6950245243497,2667
1776689511,131,472.4407277945429,2667
1776689511,132,453.27665374428034,2667
1776689511,133,435.02850258909166,2667
1776689511,134,496.02702309936285,2667
1776689511,135,445.1326628625393,2667
1776689511,136,453.0175862604374,2667
1776689511,137,436.3634729082696,2667
1776689511,138,510.17697467654943,2667
1776689511,139,472.58552239090204,2667
1776689511,140,377.3765210779966,2667
1776689511,141,487.8675041347742,2667
1776689511,142,465.04966827109456,2667
1776689511,143,446.5101865975885,2667
1776689511,144,478.1333284295397,2667
1776689511,145,452.28488477226347,2667
1776689511,146,512.861492857337,2667
1776689511,147,455.50727333314717,2667
1776689511,148,496.05519057810307,2667
1776689511,149,392.4659292958677,2667
1776689511,150,458.5229374305345,2667
1776689511,151,468.512871807834,2667
1776689511,152,493.30649427324533,2667
1776689511,153,335.98372327578545,2667
1776689511,154,488.38974274264183,2667
1776689511,155,532.9626175239682,2667
1776689511,156,294.86159610329196,2667
1776689511,157,448.2093707183376,2667
1776689511,158,484.42832382023335,2667
1776689511,159,468.17379940859973,2667
1776689511,160,467.3976280167699,2667
1776689511,161,519.0306726275012,2667
1776689511,162,522.764753498137,2667
1776689511,163,543.1676430534571,2667
1776689511,164,475.9028244242072,2667
1776689511,165,549.7044296003878,2667
1776689511,166,508.1195504087955,2667
1776689511,167,519.2149256430566,2667
1776689511,168,483.5899935634807,2667
1776689511,169,514.8056674003601,2667
1776689511,170,583.6173833459616,2667
1776689511,171,514.364798180759,2667
1776689511,172,417.22243150370196,2667
1776689511,173,500.88766716234386,2667
1776689511,174,515.0973214935511,2667
1776689511,175,491.122842092067,2667
1776689511,176,528.5438884161413,2667
1776689511,177,529.9932694071904,2667
1776689511,178,559.456777498126,2667
1776689511,179,376.40958528235205,2667
1776689511,180,479.3973789740121,2667
1776689511,181,456.1258792039007,2667
1776689511,182,553.6317070350051,2667
1776689511,183,549.196857817471,2667
1776689511,184,506.77907329052687,2667
1776689511,185,579.9373033419251,2667
1776689511,186,456.96366957423743,2667
1776689511,187,522.2940392447636,2667
1776689511,188,619.7112906845286,2667
1776689511,189,565.3341673011892,2667
1776689511,190,612.4638021662831,2667
1776689511,191,612.4101227335632,2667
1776689511,192,611.3822554051876,2667
1776689511,193,515.6522917374969,2667
1776689511,194,642.5584837649949,2667
1776689511,195,520.7670962866396,2667
1776689511,196,587.2459302544594,2667
1776689511,197,625.7286918931641,2667
1776689511,198,549.8900497378781,2667
1776689511,199,584.7503579780459,2667
1776689511,200,594.417323326692,2667
1776689511,201,619.6223909994587,2667
1776689511,202,528.664148483891,2667
1776689511,203,615.5223408415914,2667
1776689511,204,491.70851185452193,2667
1776689511,205,569.3730844622478,2667
1776689511,206,562.8211669847369,2667
1776689511,207,576.1080386042595,2667
1776689511,208,546.6373916212469,2667
1776689511,209,656.6306710354984,2667
1776689511,210,597.6834405064583,2667
1776689511,211,630.8667249195569,2667
1776689511,212,625.8812843002379,2667
1776689511,213,663.1507981270552,2667
1776689511,214,486.0808582464233,2667
1776689511,215,665.0434386096895,2667
1776689511,216,618.8371859490871,2667
1776689511,217,582.3324391618371,2667
1776689511,218,567.1586434263736,2667
1776689511,219,662.8232213631272,2667
1776689511,220,646.2607498019934,2667
1776689511,221,679.6492765238509,2667
1776689511,222,634.1307726856321,2667
1776689511,223,640.3001411110163,2667
1776689511,224,604.0793166868389,2667
1776689511,225,597.3155814275815,2667
1776689511,226,616.8014273568988,2667
1776689511,227,664.1802633330226,2667
1776689511,228,710.9153413176537,2667
