;current_time;tau_X;tau_N;controller_X_cmd;controller_N_cmd;PMARMAN_X;PMARMAN_N;distance_to_target;yaw_setpoint;target_north_from_observer;target_east_from_observer;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;yaw_rad;yaw_deg_wrapped;speed_surge;speed_sway;north_error;east_error;current_angle
2026-05-05_14:58:25:164549;1777985905.0742393;125.02561560147984;-13.484055762811009;0.6251280780073992;-0.11725265880705225;0.6251280780073992;-0.11725265880705225;5.859041190603751;-1.3448253544180402;0.0;-17.600000000000023;59.90846006666666;10.7197689;0.0;59.90846006666666;10.7197689;0.0;1777985905.0742393;-64.648;0.0;0.58;-0.54;4.508;-69.364;5.824;-4.082;5.248;59.90847045;10.719993516666667;0.0;-1.1567934369766075;-12.568219436398845;1.2455712633419047e-05;1777985905.023637;0.05060219764709473;0.0;0.0;-1.2106301823533467;-69.364;0.0;0.0;1.1567934369766075;-5.031780563601178;-1.2141906540274152
2026-05-05_14:58:25:312307;1777985905.2346041;120.59761832319776;-15.875926720125829;0.6029880916159889;-0.13805153669674633;0.6029880916159889;-0.13805153669674633;5.878965221756637;-1.3656130546466925;0.0;-17.75000000000002;59.90846141666667;10.719762716666667;0.0;59.90846141666667;10.719762716666667;0.0;1777985905.2346041;-64.657;0.0;0.58;-0.54;4.508;-69.364;5.824;-4.082;5.248;59.90847045;10.719993516666667;0.0;-1.0063877601855393;-12.914201653891922;1.3120484811168787e-05;1777985905.1746166;0.059987545013427734;0.0;0.0;-1.2106301823533467;-69.364;0.0;0.0;1.0063877601855393;-4.835798346108099;-1.2106301823533467
2026-05-05_14:58:25:511389;1777985905.4372282;115.68005456447044;-18.531071386245127;0.5784002728223522;-0.16113975118474025;0.5784002728223522;-0.16113975118474025;5.897429825060308;-1.3716217142746097;0.0;-17.90000000000002;59.90846286666667;10.71975645;0.0;59.90846286666667;10.71975645;0.0;1777985905.4372282;-66.569;3.0905149729320023;0.58;0.496;4.464;-68.538;1.751;0.891;3.311;59.90847045;10.719993516666667;0.0;-0.8448409617115348;-13.264846643378391;1.3813807083540297e-05;1777985905.3123076;0.12492060661315918;0.0;0.0;-1.1962137627318736;-68.53800000000001;0.0;0.0;1.0063877601855393;-4.985798346108098;-1.1962137627318736
2026-05-05_14:58:25:595889;1777985905.5259085;110.75680461275171;-21.188908539844622;0.5537840230637585;-0.18425137860734453;0.5537840230637585;-0.18425137860734453;5.9142807096215195;-1.3960426291501733;0.0;-18.05000000000002;59.908464216666665;10.719749783333333;0.0;59.908464216666665;10.719749783333333;0.0;1777985905.5259085;-69.938;42.01693791097308;0.58;-0.471;3.74;-67.897;-9.786;-6.85;2.375;59.90847045;10.719993516666667;0.0;-0.6944351222332306;-13.637873273214534;1.4580388372820163e-05;1777985905.516336;0.009572505950927734;0.0;0.0;-1.18502620222659;-67.897;0.0;0.0;0.8448409617115348;-4.7851533566216276;-1.18502620222659
2026-05-05_14:58:25:825936;1777985905.7188601;110.57889142337086;-21.285459959597365;0.5528944571168544;-0.18509095617041185;0.5528944571168544;-0.18509095617041185;5.929431653058475;-1.4197384699808369;0.0;-18.200000000000017;59.908464216666665;10.719749783333333;0.0;59.908464216666665;10.719749783333333;0.0;1777985905.7168357;-70.73;0.0;0.58;-0.471;3.74;-67.897;-9.786;-6.85;2.375;59.90847045;10.719993516666667;0.0;-0.6944351222332306;-13.637873273214534;1.4580388372820163e-05;1777985905.625643;0.09321713447570801;0.0;0.0;-1.18502620222659;-67.897;0.0;0.0;0.6944351222332306;-4.562126726785483;-1.18502620222659
2026-05-05_14:58:26:062750;1777985905.9486144;111.07797598157977;-21.015079798411428;0.5553898799078989;-0.18273982433401242;0.5553898799078989;-0.18273982433401242;5.942774122570206;-1.4244776226868228;0.0;-18.350000000000016;59.9084654;10.71974265;0.0;59.9084654;10.71974265;0.0;1777985905.9486144;-71.441;3.4704642964221453;0.58;-3.754;3.329;-67.694;1.21;2.867;-1.758;59.90847045;10.719993516666667;0.0;-0.5625976006359656;-14.037011843817117;1.5431961891743118e-05;1777985905.8274927;0.12112164497375488;0.0;0.0;-1.1814831838450415;-67.694;0.0;0.0;0.6944351222332306;-4.712126726785481;-1.1787255636268905
2026-05-05_14:58:26:163915;1777985906.0807664;111.73681171283671;-20.65759409893235;0.5586840585641836;-0.17963125303419436;0.5586840585641836;-0.17963125303419436;5.954178505785361;-1.4637641793555982;0.0;-18.500000000000014;59.90846653333333;10.719735466666666;0.0;59.90846653333333;10.719735466666666;0.0;1777985906.0787637;-70.575;0.0;0.58;-1.46;4.002;-68.545;18.093;5.238;-4.373;59.90847045;10.719993516666667;0.0;-0.4363305619858817;-14.438948111537032;1.631655150399758e-05;1777985906.0684986;0.012267827987670898;0.0;0.0;-1.1963359357795131;-68.545;0.0;0.0;0.4363305619858817;-4.061051888462982;-1.1963359357795131
2026-05-05_14:58:26:318406;1777985906.230801;105.69309138724672;-23.91958830448535;0.5284654569362336;-0.20799642003900307;0.5284654569362336;-0.20799642003900307;5.963583964620755;-1.4926147226090913;0.0;-18.650000000000013;59.90846776666667;10.7197284;0.0;59.90846776666667;10.7197284;0.0;1777985906.230801;-69.852;0.0;0.58;1.252;5.026;-69.213;16.032;7.412;-3.722;59.90847045;10.719993516666667;0.0;-0.29892243210646186;-14.834356332130247;1.7215273069137726e-05;1777985906.1796515;0.051149606704711914;0.0;0.0;-1.2079947351828353;-69.213;0.0;0.0;0.29892243210646186;-3.8156436678697663;-1.2079947351828353
2026-05-05_14:58:26:546315;1777985906.4650683;98.41943785079278;-27.844945217756436;0.4920971892539639;-0.24212995841527335;0.4920971892539639;-0.24212995841527335;5.970809958758265;-1.524790016984582;0.0;-18.80000000000001;59.90846896666667;10.719721666666667;0.0;59.90846896666667;10.719721666666667;0.0;1777985906.4650683;-70.632;0.0;0.58;2.766;5.859;-69.61;11.379;6.111;-3.288;59.90847045;10.719993516666667;0.0;-0.1652280280341979;-15.211113183107685;1.8095146630398018e-05;1777985906.3216686;0.14339971542358398;0.0;0.0;-1.2149236923132527;-69.61;0.0;0.0;0.1652280280341979;-3.5888868168923267;-1.2149236923132527
2026-05-05_14:58:26:771446;1777985906.6670892;100.03828434432471;-26.972656206122693;0.5001914217216236;-0.23454483657497993;0.5001914217216236;-0.23454483657497993;5.975668432988908;-1.5266332902159776;0.0;-18.95000000000001;59.90846896666667;10.719721666666667;0.0;59.90846896666667;10.719721666666667;0.0;1777985906.6670892;-72.134;0.0;0.58;3.502;6.161;-70.038;0.431;-1.208;-2.036;59.90847045;10.719993516666667;0.0;-0.1652280280341979;-15.211113183107685;1.8095146630398018e-05;1777985906.5463154;0.1207737922668457;0.0;0.0;-1.2223937015117885;-70.038;0.0;0.0;0.1652280280341979;-3.7388868168923253;-1.2223937015117885
2026-05-05_14:58:26:924988;1777985906.780748;75.8178067352719;-40.04227179782384;0.3790890336763595;-0.3481936678071638;0.3790890336763595;-0.3481936678071638;5.977972179162494;-1.5597475089454955;0.0;-19.10000000000001;59.90847118333333;10.71970855;0.0;59.90847118333333;10.71970855;0.0;1777985906.779755;-71.891;53.402710011151896;0.58;-0.345;3.955;-69.84;-18.341;-11.377;2.519;59.90847045;10.719993516666667;0.0;0.0817355087199039;-15.945042969073858;1.9880110310385724e-05;1777985906.7724466;0.008301258087158203;0.0;0.0;-1.2189379495928399;-69.84;0.0;0.0;0.03896102620173828;-3.526118478275718;-1.2189379495928399
2026-05-05_14:58:27:040570;1777985906.9313395;81.0169467349225;-37.23845661499164;0.4050847336746125;-0.32381266621731863;0.4050847336746125;-0.32381266621731863;5.977620110974749;-1.5955224730236113;0.0;-19.250000000000007;59.90847118333333;10.71970855;0.0;59.90847118333333;10.71970855;0.0;1777985906.9313395;-73.552;0.0;0.58;-2.229;2.682;-69.804;-13.829;-9.802;-1.205;59.90847045;10.719993516666667;0.0;0.0817355087199039;-15.945042969073858;1.9880110310385724e-05;1777985906.9272184;0.004121065139770508;0.0;0.0;-1.2183096310621218;-69.804;0.0;0.0;-0.0817355087199039;-3.3049570309261487;-1.2183096310621218
2026-05-05_14:58:27:290690;1777985907.1827013;77.6063179044177;-39.051506653502244;0.3880315895220885;-0.3395783187261065;0.3880315895220885;-0.3395783187261065;5.9745061271783175;-1.6336130483198001;0.0;-19.400000000000006;59.90847218333333;10.719701683333334;0.0;59.90847218333333;10.719701683333334;0.0;1777985907.1827013;-74.594;0.0;0.58;-3.263;1.826;-70.463;2.305;0.612;-5.86;59.90847045;10.719993516666667;0.0;0.19314791243263463;-16.329260381043266;2.085338907259482e-05;1777985907.0441613;0.13854002952575684;0.0;0.0;-1.2298113508327644;-70.463;0.0;0.0;-0.19314791243263463;-3.0707396189567397;-1.2183096310621218
2026-05-05_14:58:27:497277;1777985907.3892705;0.1740045954353946;-42.97910503590128;0.0008700229771769729;-0.37373134813827197;0.0008700229771769729;-0.37373134813827197;5.968520625450339;-1.6727261075696858;0.0;-19.550000000000004;59.90847386666667;10.71968895;0.0;59.90847386666667;10.71968895;0.0;1777985907.3892705;-77.235;3.635149521199615;0.58;-0.408;3.596;-72.581;11.451;7.909;-6.853;59.90847045;10.719993516666667;0.0;0.3806925182476639;-17.041741239288726;2.272013700596598e-05;1777985907.2919796;0.0972909927368164;0.0;0.0;-1.2667774243900043;-72.581;0.0;0.0;-0.2915623760986447;-2.8505106867182732;-1.2522911915984514
2026-05-05_14:58:27:632407;1777985907.558596;14.993603935168338;-41.025416068341386;0.07496801967584169;-0.35674274842035986;0.07496801967584169;-0.35674274842035986;5.959550834359971;-1.7130403738115396;0.0;-19.700000000000003;59.90847386666667;10.71968895;0.0;59.90847386666667;10.71968895;0.0;1777985907.558596;-79.044;0.0;0.58;0.665;4.301;-73.5;8.929;4.386;-7.657;59.90847045;10.719993516666667;0.0;0.3806925182476639;-17.041741239288726;2.272013700596598e-05;1777985907.4989696;0.05962634086608887;0.0;0.0;-1.2828170002158321;-73.5;0.0;0.0;-0.3806925182476639;-2.658258760711277;-1.2828170002158321
2026-05-05_14:58:27:742681;1777985907.6324072;0.11385058971558548;-43.832357387021894;0.0005692529485779274;-0.3811509338001904;0.0005692529485779274;-0.3811509338001904;5.947486877784209;-1.7536150246923388;0.0;-19.85;59.90847456666667;10.7196831;0.0;59.90847456666667;10.7196831;0.0;1777985907.6324072;-80.483;4.558833294750756;0.58;0.665;4.301;-73.5;8.929;4.386;-7.657;59.90847045;10.719993516666667;0.0;0.4586815490553925;-17.369072119005406;2.3606442138696115e-05;1777985907.6324072;0.0;0.0;0.0;-1.2828170002158321;-73.5;0.0;0.0;-0.4586815490553925;-2.480927880994596;-1.2828170002158321
2026-05-05_14:58:27:875852;1777985907.8079998;0.08449269877000742;-45.32487104394823;0.00042246349385003713;-0.3941293134256368;0.00042246349385003713;-0.3941293134256368;5.932229832671363;-1.7434035926491356;0.0;-20.0;59.90847515;10.719677266666666;0.0;59.90847515;10.719677266666666;0.0;1777985907.8079998;-82.284;5.685600887156864;0.58;1.713;3.214;-75.201;-2.334;-9.786;-3.943;59.90847045;10.719993516666667;0.0;0.5236726855636997;-17.695470479258503;2.450709294049558e-05;1777985907.749465;0.058534860610961914;0.0;0.0;-1.3125050507922555;-75.201;0.0;0.0;-0.4586815490553925;-2.6309278809945944;-1.3125050507922555
2026-05-05_14:58:27:998150;1777985907.8837917;0.059700205286322916;-45.055586756680654;0.00029850102643161455;-0.39178771092765785;0.00029850102643161455;-0.39178771092765785;5.913695441729572;-1.7809943917601077;0.0;-20.15;59.90847515;10.719677266666666;0.0;59.90847515;10.719677266666666;0.0;1777985907.8837917;-84.101;0.0;0.58;1.713;3.214;-75.201;-2.334;-9.786;-3.943;59.90847045;10.719993516666667;0.0;0.5236726855636997;-17.695470479258503;2.450709294049558e-05;1777985907.8837917;0.0;0.0;0.0;-1.3125050507922555;-75.201;0.0;0.0;-0.5236726855636997;-2.454529520741495;-1.3125050507922555
2026-05-05_14:58:28:176334;1777985908.1015027;8.652166328504407e-06;-46.8899683922929;4.326083164252203e-08;-0.40773885558515566;4.326083164252203e-08;-0.40773885558515566;5.891880285172991;-1.8149514382391625;0.0;-20.299999999999997;59.90847556666667;10.719671616666666;0.0;59.90847556666667;10.719671616666666;0.0;1777985908.1015027;-85.014;0.0;0.58;-1.178;0.663;-75.844;-14.761;-8.177;-2.247;59.90847045;10.719993516666667;0.0;0.5700953482164641;-18.011610674823693;2.5392663983964114e-05;1777985907.9981503;0.10335230827331543;0.0;0.0;-1.3237275178825791;-75.844;0.0;0.0;-0.5700953482164641;-2.288389325176304;-1.3237275178825791
2026-05-05_14:58:28:399583;1777985908.2938943;0.04724165688513682;-46.21634229786301;0.00023620828442568408;-0.4018812373727218;0.00023620828442568408;-0.4018812373727218;5.866783107082097;-1.8401801155516495;0.0;-20.449999999999996;59.90847576666667;10.719666383333333;0.0;59.90847576666667;10.719666383333333;0.0;1777985908.2938943;-82.726;0.0;0.58;-2.062;0.131;-76.781;6.503;0.352;-4.844;59.90847045;10.719993516666667;0.0;0.5923789283738087;-18.30443679180491;2.622764025028701e-05;1777985908.1790853;0.11480903625488281;0.0;0.0;-1.3400812529737662;-76.781;0.0;0.0;-0.5923789283738087;-2.1455632081950853;-1.330569208550397
2026-05-05_14:58:28:488300;1777985908.4196818;0.0685495588140469;-46.80886592795607;0.0003427477940702345;-0.4070336167648354;0.0003427477940702345;-0.4070336167648354;5.838407225559413;-1.8233406042716875;0.0;-20.599999999999994;59.90847601666667;10.7196615;0.0;59.90847601666667;10.7196615;0.0;1777985908.4175298;-79.829;15.304902412089772;0.58;-1.093;0.111;-77.197;13.615;-0.309;-5.131;59.90847045;10.719993516666667;0.0;0.6202329721564579;-18.57767895799661;2.701732734655682e-05;1777985908.399584;0.020097732543945312;0.0;0.0;-1.3473418226620626;-77.197;0.0;0.0;-0.5923789283738087;-2.295563208195084;-1.3473418226620626
2026-05-05_14:58:28:670258;1777985908.568244;0.01736925689372626;-50.08426790672985;8.68462844686313e-05;-0.43551537310199867;8.68462844686313e-05;-0.43551537310199867;5.806764577177463;-1.8489128927506995;0.0;-20.749999999999993;59.908476433333334;10.7196568;0.0;59.908476433333334;10.7196568;0.0;1777985908.568244;-79.704;5.087768889047959;0.58;2.384;0.127;-78.045;9.655;1.744;-2.014;59.90847045;10.719993516666667;0.0;0.666655436303416;-18.840662782427092;2.7791096981755192e-05;1777985908.5157554;0.05248856544494629;0.0;0.0;-1.3621422147189746;-78.045;0.0;0.0;-0.6202329721564579;-2.1723210420033823;-1.3473418226620626
2026-05-05_14:58:28:793182;1777985908.737606;0.031957454885363834;-48.72430179943066;0.00015978727442681918;-0.42368958086461445;0.00015978727442681918;-0.42368958086461445;5.771934867586167;-1.8838730598126354;0.0;-20.89999999999999;59.908476433333334;10.7196568;0.0;59.908476433333334;10.7196568;0.0;1777985908.737606;-82.176;0.0;0.58;2.474;0.566;-78.195;-3.0;4.302;-1.039;59.90847045;10.719993516666667;0.0;0.666655436303416;-18.840662782427092;2.7791096981755192e-05;1777985908.6770182;0.06058788299560547;0.0;0.0;-1.364760208596966;-78.195;0.0;0.0;-0.666655436303416;-2.0593372175728994;-1.364760208596966
2026-05-05_14:58:28:904451;1777985908.81708;0.026102691587721272;-51.13236214002061;0.00013051345793860635;-0.44462923600017923;0.00013051345793860635;-0.44462923600017923;5.733999357049835;-1.9216484006245753;0.0;-21.04999999999999;59.908476883333336;10.719652316666666;0.0;59.908476883333336;10.719652316666666;0.0;1777985908.81708;-84.142;0.0;0.58;2.474;0.566;-78.195;-3.0;4.302;-1.039;59.90847045;10.719993516666667;0.0;0.7167915493316561;-19.09152320266001;2.8541290229888716e-05;1777985908.7931826;0.023897409439086914;0.0;0.0;-1.364760208596966;-78.195;0.0;0.0;-0.7167915493316561;-1.95847679733998;-1.364760208596966
2026-05-05_14:58:29:028595;1777985908.9350612;0.01631935048338612;-53.667903390743795;8.15967524169306e-05;-0.4666774207890765;8.15967524169306e-05;-0.4666774207890765;5.693044186376069;-1.8984963324676258;0.0;-21.19999999999999;59.90847721666667;10.719648116666667;0.0;59.90847721666667;10.719648116666667;0.0;1777985908.9288232;-84.793;25.430602088377775;0.58;2.474;0.566;-78.195;-3.0;4.302;-1.039;59.90847045;10.719993516666667;0.0;0.7539296795207941;-19.326530035450016;2.9250216404541618e-05;1777985908.9194674;0.015593767166137695;0.0;0.0;-1.364760208596966;-78.195;0.0;0.0;-0.7167915493316561;-2.1084767973399785;-1.364760208596966
2026-05-05_14:58:29:149985;1777985909.0386512;0.03067382687879655;-51.54653836461889;0.00015336913439398275;-0.44823076838799036;0.00015336913439398275;-0.44823076838799036;5.649162784243466;-1.9274546202244764;0.0;-21.349999999999987;59.90847721666667;10.719648116666667;0.0;59.90847721666667;10.719648116666667;0.0;1777985909.0386512;-84.79;0.0;0.58;2.474;0.566;-78.195;-3.0;4.302;-1.039;59.90847045;10.719993516666667;0.0;0.7539296795207941;-19.326530035450016;2.9250216404541618e-05;1777985909.0296426;0.009008646011352539;0.0;0.0;-1.364760208596966;-78.195;0.0;0.0;-0.7539296795207941;-2.023469964549971;-1.364760208596966
2026-05-05_14:58:29:232721;1777985909.1583884;0.022346466763901396;-51.210921203201366;0.00011173233381950698;-0.4453123582887075;0.00011173233381950698;-0.4453123582887075;5.602502070669855;-1.9046874657564536;0.0;-21.499999999999986;59.90847721666667;10.719648116666667;0.0;59.90847721666667;10.719648116666667;0.0;1777985909.152711;-85.115;0.0;0.58;2.474;0.566;-78.195;-3.0;4.302;-1.039;59.90847045;10.719993516666667;0.0;0.7539296795207941;-19.326530035450016;2.9250216404541618e-05;1777985909.1519902;0.006398200988769531;0.0;0.0;-1.364760208596966;-78.195;0.0;0.0;-0.7539296795207941;-2.1734699645499695;-1.364760208596966
2026-05-05_14:58:29:443342;1777985909.3020182;0.02585516323840875;-49.7547978041464;0.00012927581619204376;-0.43265041568822954;0.00012927581619204376;-0.43265041568822954;5.553208018979115;-1.9265896277183943;0.0;-21.649999999999984;59.9084774;10.719643833333333;0.0;59.9084774;10.719643833333333;0.0;1777985909.3020182;-86.385;0.0;0.58;-2.351;-0.319;-78.91;1.979;-10.527;-5.018;59.90847045;10.719993516666667;0.0;0.7743562359289026;-19.56619978964355;2.998256146874434e-05;1777985909.25641;0.0456082820892334;0.0;0.0;-1.3772393127487255;-78.91;0.0;0.0;-0.7743562359289026;-2.083800210356433;-1.3772393127487255
2026-05-05_14:58:29:601553;1777985909.5021017;0.02912127434825723;-48.76389132082715;0.00014560637174128617;-0.42403383757241;0.00014560637174128617;-0.42403383757241;5.501470062627692;-1.9484474324752228;0.0;-21.799999999999983;59.908477516666665;10.719639383333334;0.0;59.908477516666665;10.719639383333334;0.0;1777985909.5021017;-89.297;0.0;0.58;-1.536;-1.36;-80.07;4.534;0.657;-6.3;59.90847045;10.719993516666667;0.0;0.7873554779906086;-19.815195256100672;3.075029648225147e-05;1777985909.445687;0.05641460418701172;0.0;0.0;-1.3974851320718595;-80.07;0.0;0.0;-0.7873554779906086;-1.9848047438993106;-1.3974851320718595
2026-05-05_14:58:29:708664;1777985909.6167083;0.01839404865961708;-50.52240354152428;9.19702432980854e-05;-0.4393252481871676;9.19702432980854e-05;-0.4393252481871676;5.447465695114434;-1.9241366148101688;0.0;-21.94999999999998;59.908477616666666;10.719635199999999;0.0;59.908477616666666;10.719635199999999;0.0;1777985909.6167083;-89.944;15.463254647527837;0.58;-1.536;-1.36;-80.07;4.534;0.657;-6.3;59.90847045;10.719993516666667;0.0;0.798497810329537;-20.04926965043776;3.1482552992456725e-05;1777985909.6015537;0.015154600143432617;0.0;0.0;-1.3974851320718595;-80.07;0.0;0.0;-0.7873554779906086;-2.134804743899309;-1.3974851320718595
2026-05-05_14:58:29:820104;1777985909.7224762;0.016791135986168937;-49.796752448976434;8.395567993084468e-05;-0.4330152386867516;8.395567993084468e-05;-0.4330152386867516;5.39135891753013;-1.94210754579875;0.0;-22.09999999999998;59.90847768333333;10.719631433333333;0.0;59.90847768333333;10.719631433333333;0.0;1777985909.7224762;-88.621;26.311540740839646;0.58;0.091;0.767;-81.59;9.717;11.087;-5.845;59.90847045;10.719993516666667;0.0;0.8059263385379271;-20.26002987499695;3.2147345312316666e-05;1777985909.714461;0.008015155792236328;0.0;0.0;-1.4240141367021735;-81.59;0.0;0.0;-0.798497810329537;-2.050730349562219;-1.4240141367021735
2026-05-05_14:58:29:926184;1777985909.8342278;0.03563172454821267;-47.5493816822101;0.00017815862274106337;-0.4134728841931313;0.00017815862274106337;-0.4134728841931313;5.333350461714379;-1.95560061187271;0.0;-22.24999999999998;59.90847768333333;10.719631433333333;0.0;59.90847768333333;10.719631433333333;0.0;1777985909.8342278;-87.182;0.0;0.58;0.091;0.767;-81.59;9.717;11.087;-5.845;59.90847045;10.719993516666667;0.0;0.8059263385379271;-20.26002987499695;3.2147345312316666e-05;1777985909.820104;0.014123916625976562;0.0;0.0;-1.4240141367021735;-81.59;0.0;0.0;-0.8059263385379271;-1.9899701250030297;-1.4240141367021735
2026-05-05_14:58:30:020005;1777985909.940198;0.02712859710070059;-48.65391443922751;0.00013564298550350297;-0.42307751686284795;0.00013564298550350297;-0.42307751686284795;5.273624065187219;-1.930974559896347;0.0;-22.399999999999977;59.90847781666667;10.719627833333334;0.0;59.90847781666667;10.719627833333334;0.0;1777985909.940198;-86.881;17.181927927247077;0.58;0.091;0.767;-81.59;9.717;11.087;-5.845;59.90847045;10.719993516666667;0.0;0.8207822103731307;-20.461464382258782;3.279048598242573e-05;1777985909.930649;0.00954890251159668;0.0;0.0;-1.4240141367021735;-81.59;0.0;0.0;-0.8059263385379271;-2.1399701250030283;-1.4240141367021735
2026-05-05_14:58:30:210351;1777985910.086443;0.03976127537074425;-44.225658997360945;0.00019880637685372126;-0.38457094780313866;0.00019880637685372126;-0.38457094780313866;5.212352280131153;-1.9452485975178875;0.0;-22.549999999999976;59.90847781666667;10.719627833333334;0.0;59.90847781666667;10.719627833333334;0.0;1777985910.086443;-87.226;0.0;0.58;4.426;0.912;-84.126;2.093;-8.219;-5.779;59.90847045;10.719993516666667;0.0;0.8207822103731307;-20.461464382258782;3.279048598242573e-05;1777985910.0309315;0.055511474609375;0.0;0.0;-1.4682756865327498;-84.126;0.0;0.0;-0.8207822103731307;-2.0885356177411936;-1.4682756865327498
2026-05-05_14:58:30:344350;1777985910.271625;0.04046577696856592;-44.89225321414088;0.0002023288848428296;-0.39036741925339896;0.0002023288848428296;-0.39036741925339896;5.149738697042506;-1.9609882847470963;0.0;-22.699999999999974;59.908477983333334;10.7196243;0.0;59.908477983333334;10.7196243;0.0;1777985910.271625;-89.177;0.0;0.58;4.04;0.38;-84.587;-6.504;-6.502;-4.95;59.90847045;10.719993516666667;0.0;0.8393517622863953;-20.65916859701238;3.3428128244250566e-05;1777985910.220645;0.0509800910949707;0.0;0.0;-1.4763216543844435;-84.587;0.0;0.0;-0.8393517622863953;-2.040831402987596;-1.4763216543844435
2026-05-05_14:58:30:545289;1777985910.4553652;0.0055337456684964835;-62.63277951710111;2.766872834248242e-05;-0.5446328653660967;2.766872834248242e-05;-0.5446328653660967;5.085971964968728;-1.9366670011384974;0.0;-22.849999999999973;59.908478083333335;10.719621183333333;0.0;59.908478083333335;10.719621183333333;0.0;1777985910.4553652;-96.05;1.5740712254772409;0.58;1.371;0.473;-85.242;-20.975;4.779;-3.336;59.90847045;10.719993516666667;0.0;0.8504938119809469;-20.833558663405935;3.3996597361640735e-05;1777985910.34435;0.11101508140563965;0.10036518960734235;-1.5708682476784375;-1.4877535609850066;-85.242;1.5737799535031702;-0.030280039643337003;-0.8393517622863953;-2.1908314029875946;-1.4877535609850066
2026-05-05_14:58:30:732483;1777985910.565984;0.04104013611072821;-42.57358927302408;0.00020520068055364106;-0.3702051241132529;0.00020520068055364106;-0.3702051241132529;5.021227735951556;-1.9448867409920219;0.0;-22.99999999999997;59.90847801666666;10.719618533333334;0.0;59.90847801666666;10.719618533333334;0.0;1777985910.565984;-102.626;7.174006325095043;0.58;-4.182;2.52;-86.338;-19.114;6.826;-5.636;59.90847045;10.719993516666667;0.0;0.8430672658005824;-20.981836942937484;3.448035505537739e-05;1777985910.5452893;0.020694732666015625;0.0;0.0;-1.506882369586864;-86.338;0.0;0.0;-0.8504938119809469;-2.166441336594037;-1.506882369586864
2026-05-05_14:58:30:867777;1777985910.7418814;0.07775076993210134;-38.81795732823589;0.0003887538496605067;-0.3375474550281382;0.0003887538496605067;-0.3375474550281382;4.955707415327259;-1.9416446446855424;0.0;-23.14999999999997;59.90847801666666;10.719618533333334;0.0;59.90847801666666;10.719618533333334;0.0;1777985910.7418814;-102.499;0.0;0.58;-5.435;2.407;-87.215;-5.167;-4.058;-8.21;59.90847045;10.719993516666667;0.0;0.8430672658005824;-20.981836942937484;3.448035505537739e-05;1777985910.7346656;0.007215738296508789;0.0;0.0;-1.5221889071268546;-87.215;0.0;0.0;-0.8430672658005824;-2.168163057062486;-1.5221889071268546
2026-05-05_14:58:30:950503;1777985910.8793015;0.0615130233798582;-33.24328904879316;0.000307565116899291;-0.2890720786851579;0.000307565116899291;-0.2890720786851579;4.8895981575601075;-1.9306013869130503;0.0;-23.29999999999997;59.908477766666664;10.719615833333334;0.0;59.908477766666664;10.719615833333334;0.0;1777985910.8783;-99.88;0.0;0.58;-3.554;-0.839;-89.247;17.56;-19.829;-12.406;59.90847045;10.719993516666667;0.0;0.8152154417562394;-21.132913042320173;3.4973737676968764e-05;1777985910.8677773;0.011524200439453125;0.0;0.0;-1.5576539975273793;-89.247;0.0;0.0;-0.8152154417562394;-2.167086957679796;-1.5576539975273793
2026-05-05_14:58:31:089207;1777985910.9727035;0.07820188014752105;-32.47709895799425;0.00039100940073760526;-0.28240955615647173;0.00039100940073760526;-0.28240955615647173;4.823077245541558;-1.909098483528791;0.0;-23.449999999999967;59.90847758333334;10.71961305;0.0;59.90847758333334;10.71961305;0.0;1777985910.9727035;-97.694;67.21176117428575;0.58;-3.554;-0.839;-89.247;17.56;-19.829;-12.406;59.90847045;10.719993516666667;0.0;0.7947910342121777;-21.28865193901975;3.548877392106631e-05;1777985910.9703665;0.0023369789123535156;0.0;0.0;-1.5576539975273793;-89.247;0.0;0.0;-0.8152154417562394;-2.317086957679795;-1.5576539975273793
2026-05-05_14:58:31:322050;1777985911.1816235;0.5323489853963679;-28.908531393489127;0.0026617449269818396;-0.2513785338564272;0.0026617449269818396;-0.2513785338564272;4.756309901138057;-1.9019949890485681;0.0;-23.599999999999966;59.90847758333334;10.71961305;0.0;59.90847758333334;10.71961305;0.0;1777985911.1816235;-99.238;0.0;0.58;0.787;-3.386;-91.313;21.491;-3.991;-9.795;59.90847045;10.719993516666667;0.0;0.7947910342121777;-21.28865193901975;3.548877392106631e-05;1777985911.0976553;0.0839681625366211;0.0;0.0;-1.593712499873582;-91.313;-0.0;0.0;-0.7947910342121777;-2.3113480609802153;-1.593712499873582
