;current_time;tau_X;tau_N;controller_X_cmd;controller_N_cmd;PMARMAN_X;PMARMAN_N;distance_to_target;yaw_setpoint;target_north_from_observer;target_east_from_observer;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;yaw_rad;yaw_deg_wrapped;speed_surge;speed_sway;north_error;east_error;current_angle
2026-05-05_14:58:11:094356;1777985891.0356781;16.998978810776865;-71.81043991170947;0.08499489405388433;-0.6244386079279084;0.08499489405388433;-0.6244386079279084;3.3235380787568425;-1.9589056212545168;0.0;-4.550000000000012;59.908489116666665;10.719993466666667;0.0;59.908489116666665;10.719993466666667;0.0;1777985891.0356781;-47.871;1.5418140160194425;0.58;-1.535;0.761;-60.563;-2.953;-17.819;17.74;59.90847045;10.719993516666667;0.0;2.0796669713511844;-0.002797701737330849;3.382754204528382e-07;1777985890.8876846;0.1479935646057129;1.0162906923301118;-1.1594583600445056;-1.0570237548853259;-60.563;1.5092409462200091;0.3152494666876442;-1.9292624891176433;-4.718794673977562;-1.096852168415836
2026-05-05_14:58:11:370263;1777985891.29275;17.000073667539333;-71.81904312265995;0.08500036833769667;-0.6245134184579126;0.08500036833769667;-0.6245134184579126;3.311111591192262;-2.028058195654913;0.0;-4.700000000000013;59.908490416666666;10.719990316666667;0.0;59.908490416666666;10.719990316666667;0.0;1777985891.29275;-51.969;0.0;0.58;-1.858;-1.943;-57.554;1.676;-0.483;8.154;59.90847045;10.719993516666667;0.0;2.2245009253703034;-0.17905289973929034;3.8972559324168543e-07;1777985891.1794724;0.11327743530273438;0.0;0.0;-1.0045067976928164;-57.553999999999995;0.0;0.0;-2.2245009253703034;-4.520947100260722;-1.0260790672474664
2026-05-05_14:58:11:603009;1777985891.5025423;16.99998237209317;-71.81945058328253;0.08499991186046586;-0.6245169615937611;0.08499991186046586;-0.6245169615937611;3.30250391100949;-2.0517930640901016;0.0;-4.850000000000013;59.9084915;10.71998715;0.0;59.9084915;10.71998715;0.0;1777985891.4889765;-51.48;0.0;0.58;-0.937;-0.566;-56.066;6.392;8.88;4.948;59.90847045;10.719993516666667;0.0;2.3451958972926628;-0.35624065344444406;4.401490854011314e-07;1777985891.3723264;0.13021588325500488;0.0;0.0;-0.9785362984231409;-56.06600000000001;0.0;0.0;-2.3451958972926628;-4.493759346555569;-1.0045067976928164
2026-05-05_14:58:11:689617;1777985891.6222484;16.99994137638752;-71.81941715965667;0.08499970688193759;-0.6245166709535362;0.08499970688193759;-0.6245166709535362;3.2975691883035076;-2.0750405603360855;0.0;-5.000000000000013;59.90849263333333;10.7199842;0.0;59.90849263333333;10.7199842;0.0;1777985891.6222484;-51.402;0.0;0.58;0.375;0.78;-55.401;6.365;4.366;2.68;59.90847045;10.719993516666667;0.0;2.4714614113735194;-0.5213050222707994;4.983267465341612e-07;1777985891.6051042;0.017144203186035156;0.0;0.0;-0.9669298588973785;-55.400999999999996;0.0;0.0;-2.4714614113735194;-4.478694977729214;-0.9709964760545251
2026-05-05_14:58:11:865850;1777985891.8057382;16.99998371396624;-71.8193605536228;0.0849999185698312;-0.6245161787271548;0.0849999185698312;-0.6245161787271548;3.2961568154147796;-2.061228544760892;0.0;-5.150000000000014;59.90849263333333;10.7199842;0.0;59.90849263333333;10.7199842;0.0;1777985891.8057382;-52.278;0.0;0.58;0.375;0.78;-55.401;6.365;4.366;2.68;59.90847045;10.719993516666667;0.0;2.4714614113735194;-0.5213050222707994;4.983267465341612e-07;1777985891.7411828;0.06455540657043457;0.0;0.0;-0.9669298588973785;-55.400999999999996;0.0;0.0;-2.4714614113735194;-4.628694977729214;-0.9669298588973785
2026-05-05_14:58:12:073067;1777985892.0002537;16.999037590196302;-71.81892324989938;0.08499518795098152;-0.6245123760860816;0.08499518795098152;-0.6245123760860816;3.2981163548532497;-2.084783094614399;0.0;-5.300000000000014;59.908494966666666;10.71997785;0.0;59.908494966666666;10.71997785;0.0;1777985892.0002537;-55.836;5.14891966866234;0.58;1.221;1.478;-55.504;-0.084;2.503;-1.988;59.90847045;10.719993516666667;0.0;2.731419850134632;-0.8766130350232565;6.436801636144907e-07;1777985891.9561572;0.04409646987915039;0.8764588256210574;-1.115963152547491;-0.9687275480269326;-55.504;1.4161199025040059;0.09032304570165062;-2.60329746866951;-4.610832919845077;-0.9644165847745065
2026-05-05_14:58:12:143414;1777985892.0780876;16.99990599315838;-71.81920897893771;0.0849995299657919;-0.6245148606864148;0.0849995299657919;-0.6245148606864148;3.3033166788407784;-2.109185590982108;0.0;-5.450000000000014;59.908494966666666;10.71997785;0.0;59.908494966666666;10.71997785;0.0;1777985892.0780876;-55.946;0.0;0.58;1.179;1.587;-55.587;-1.265;2.763;-2.48;59.90847045;10.719993516666667;0.0;2.731419850134632;-0.8766130350232565;6.436801636144907e-07;1777985892.0771978;0.0008897781372070312;0.0;0.0;-0.9701761713060879;-55.586999999999996;0.0;0.0;-2.731419850134632;-4.573386964976758;-0.9701761713060879
2026-05-05_14:58:12:609846;1777985892.5447521;16.999882588941368;-71.81918137361797;0.08499941294470684;-0.6245146206401562;0.08499941294470684;-0.6245146206401562;3.311625331767421;-2.133253361488872;0.0;-5.600000000000015;59.90849608333333;10.7199744;0.0;59.90849608333333;10.7199744;0.0;1777985892.240097;-55.485;1.4175548606227932;0.58;0.601;2.11;-56.303;-2.856;1.103;-3.504;59.90847045;10.719993516666667;0.0;2.855828550862587;-1.0696543801878373;7.276059161842596e-07;1777985892.240097;0.3046550750732422;0.0;0.0;-0.9826727287503672;-56.30299999999999;0.0;0.0;-2.855828550862587;-4.530345619812177;-0.9826727287503672
2026-05-05_14:58:12:864976;1777985892.7647762;16.996686031956695;-71.8069130144817;0.08498343015978348;-0.6244079392563625;0.08498343015978348;-0.6244079392563625;3.322905925736168;-2.19605164971842;0.0;-5.750000000000015;59.90849825;10.719967433333334;0.0;59.90849825;10.719967433333334;0.0;1777985892.6816278;-62.358;0.0;0.58;-1.082;1.609;-58.727;-3.439;-1.43;-6.687;59.90847045;10.719993516666667;0.0;3.0972185995182806;-1.4594673025202853;9.171752113346088e-07;1777985892.6110785;0.15369772911071777;0.0;0.0;-1.02497950981871;-58.727000000000004;0.0;0.0;-3.0972185995182806;-4.29053269747973;-1.0104409171495972
2026-05-05_14:58:12:950636;1777985892.876677;16.999817356542074;-71.81929326713761;0.08499908678271037;-0.6245155936272836;0.08499908678271037;-0.6245155936272836;3.3370186629207255;-2.218573578060425;0.0;-5.9000000000000155;59.90849921666667;10.719963766666666;0.0;59.90849921666667;10.719963766666666;0.0;1777985892.876677;-64.956;0.0;0.58;-1.453;1.522;-59.664;-1.149;0.215;-5.291;59.90847045;10.719993516666667;0.0;3.2049157271678;-1.6646319868185464;1.0216978154620193e-06;1777985892.8669395;0.009737491607666016;0.0;0.0;-1.0413332449098966;-59.663999999999994;0.0;0.0;-3.2049157271678;-4.2353680131814695;-1.0413332449098966
2026-05-05_14:58:13:098735;1777985893.0433989;16.999790538133777;-71.81931328410266;0.08499895269066889;-0.6245157676878492;0.08499895269066889;-0.6245157676878492;3.3538017176336106;-2.2019089688385267;0.0;-6.050000000000016;59.90850003333333;10.719960066666667;0.0;59.90850003333333;10.719960066666667;0.0;1777985893.0433989;-65.795;4.32681940905042;0.58;-1.453;1.522;-59.664;-1.149;0.215;-5.291;59.90847045;10.719993516666667;0.0;3.295901255665195;-1.8716618012551118;1.1241732829070372e-06;1777985892.991134;0.05226492881774902;0.0;0.0;-1.0413332449098966;-59.663999999999994;0.0;0.0;-3.2049157271678;-4.38536801318147;-1.0413332449098966
2026-05-05_14:58:13:187345;1777985893.1232522;16.999802757276157;-71.81932027844427;0.08499901378638079;-0.624515828508211;0.08499901378638079;-0.624515828508211;3.373093711619048;-2.221598140899073;0.0;-6.200000000000016;59.90850075;10.719956483333334;0.0;59.90850075;10.719956483333334;0.0;1777985893.1232522;-69.043;8.80281868444474;0.58;-1.408;1.917;-60.867;1.489;2.236;-5.192;59.90847045;10.719993516666667;0.0;3.375745720264729;-2.0721636437029454;1.2283549013503148e-06;1777985893.0987356;0.024516582489013672;0.0;0.0;-1.0623295558113885;-60.867;0.0;0.0;-3.295901255665195;-4.3283381987449046;-1.0623295558113885
2026-05-05_14:58:13:329372;1777985893.2618637;16.999938929724348;-71.81936057947291;0.08499969464862174;-0.6245161789519383;0.08499969464862174;-0.6245161789519383;3.394756412557201;-2.2388706325411722;0.0;-6.3500000000000165;59.90850075;10.719956483333334;0.0;59.90850075;10.719956483333334;0.0;1777985893.2618637;-71.028;0.0;0.58;-0.875;1.814;-62.338;4.545;-3.107;-8.979;59.90847045;10.719993516666667;0.0;3.375745720264729;-2.0721636437029454;1.2283549013503148e-06;1777985893.204466;0.05739760398864746;0.0;0.0;-1.0880033491082255;-62.33800000000002;0.0;0.0;-3.375745720264729;-4.277836356297071;-1.0623295558113885
2026-05-05_14:58:13:532801;1777985893.4593518;17.000071659569873;-71.8176635917979;0.08500035829784937;-0.624501422537373;0.08500035829784937;-0.624501422537373;3.418647774170012;-2.2221810720692794;0.0;-6.500000000000017;59.90850075;10.719956483333334;0.0;59.90850075;10.719956483333334;0.0;1777985893.4593518;-73.364;0.0;0.58;-0.875;1.814;-62.338;4.545;-3.107;-8.979;59.90847045;10.719993516666667;0.0;3.375745720264729;-2.0721636437029454;1.2283549013503148e-06;1777985893.3310819;0.12826991081237793;0.0;0.0;-1.0880033491082255;-62.33800000000002;0.0;0.0;-3.375745720264729;-4.427836356297071;-1.0880033491082255
2026-05-05_14:58:13:734721;1777985893.6317155;13.904078484157283;-70.1478581858871;0.06952039242078642;-0.6099813755294531;0.06952039242078642;-0.6099813755294531;3.444623495326584;-2.2371220834497096;0.0;-6.650000000000017;59.90850185;10.719949216666667;0.0;59.90850185;10.719949216666667;0.0;1777985893.6146047;-77.87;2.6208526244324895;0.58;1.055;-0.193;-65.259;10.394;-10.014;-13.435;59.90847045;10.719993516666667;0.0;3.4982977733249006;-2.478762728525902;1.4383458977196284e-06;1777985893.5328019;0.09891366958618164;0.5631728905662888;-2.093035379644029;-1.1389844165589795;-65.259;2.1366108878442662;-0.36449241289188916;-3.442592276107532;-4.3782670814484135;-1.1389844165589795
2026-05-05_14:58:14:034838;1777985893.9370723;15.89437232542457;-71.21931011308604;0.07947186162712284;-0.6192983488094438;0.07947186162712284;-0.6192983488094438;3.472561975454742;-2.251338984614159;0.0;-6.800000000000018;59.9085026;10.719941816666667;0.0;59.9085026;10.719941816666667;0.0;1777985893.9370723;-79.867;2.0874961937120666;0.58;2.368;0.778;-69.751;-7.102;13.416;-9.684;59.90847045;10.719993516666667;0.0;3.58185612106645;-2.892822351628447;1.6579302384300831e-06;1777985893.7347214;0.20235085487365723;0.4129379527144626;-2.0462459788522933;-1.217384606558565;-69.751;2.0627007166274147;-0.32078982587660476;-3.4982977733249006;-4.321237271474116;-1.1907159755880914
2026-05-05_14:58:14:277280;1777985894.1884813;17.00700925507981;-71.81283051239117;0.08503504627539905;-0.6244593957599233;0.08503504627539905;-0.6244593957599233;3.5023362457258744;-2.2940518771797143;0.0;-6.950000000000018;59.9085026;10.719941816666667;0.0;59.9085026;10.719941816666667;0.0;1777985894.1884813;-87.558;0.0;0.58;0.398;2.786;-71.994;-10.437;4.154;-13.481;59.90847045;10.719993516666667;0.0;3.58185612106645;-2.892822351628447;1.6579302384300831e-06;1777985894.0413246;0.1471567153930664;0.0;0.0;-1.2565323416807976;-71.994;0.0;0.0;-3.58185612106645;-4.057177648371571;-1.2384856372151762
2026-05-05_14:58:14:436239;1777985894.340961;22.76711133906011;-68.70224488344408;0.11383555669530056;-0.5974108250734268;0.11383555669530056;-0.5974108250734268;3.5338131478111605;-2.301916216135972;0.0;-7.100000000000018;59.908502766666665;10.719938366666668;0.0;59.908502766666665;10.719938366666668;0.0;1777985894.3344965;-97.184;0.0;0.58;-0.953;1.486;-74.812;-5.16;-14.52;-19.89;59.90847045;10.719993516666667;0.0;3.6004247323411684;-3.085863672984038;1.7601767166031124e-06;1777985894.2785673;0.0623936653137207;0.0;0.0;-1.3057157200019978;-74.812;0.0;0.0;-3.6004247323411684;-4.01413632701598;-1.3057157200019978
2026-05-05_14:58:14:529793;1777985894.4464178;16.997201706393806;-71.81711454110874;0.08498600853196903;-0.6244966481835542;0.08498600853196903;-0.6244966481835542;3.566825446301201;-2.3080782592839784;0.0;-7.250000000000019;59.908502666666664;10.719934583333334;0.0;59.908502666666664;10.719934583333334;0.0;1777985894.4464178;-98.167;0.0;0.58;-0.637;-2.714;-79.309;5.278;-19.28;-22.2;59.90847045;10.719993516666667;0.0;3.5892838410085934;-3.297556355486943;1.8586522052554955e-06;1777985894.4464178;0.0;-0.10564409560493739;-2.007387140004849;-1.3842031764641827;-79.309;1.952944535959027;-0.47620525433977956;-3.5892838410085934;-3.9524436445130755;-1.3057157200019978
2026-05-05_14:58:14:687539;1777985894.6019263;37.34852481952207;-60.82814788313744;0.18674262409761033;-0.5289404163751081;0.18674262409761033;-0.5289404163751081;3.6012061285704267;-2.2895774040553443;0.0;-7.400000000000019;59.90850245;10.719930833333333;0.0;59.90850245;10.719930833333333;0.0;1777985894.6019263;-94.936;3.5363970329332015;0.58;0.042;-3.638;-80.917;7.767;-8.937;-19.505;59.90847045;10.719993516666667;0.0;3.5651450424720457;-3.5073839180462896;1.956460655483383e-06;1777985894.5422013;0.059725046157836914;0.0;0.0;-1.4122680708362516;-80.917;0.0;0.0;-3.5892838410085934;-4.102443644513076;-1.4122680708362516
2026-05-05_14:58:14:768034;1777985894.7019866;47.00511883927899;-55.61622857927245;0.23502559419639496;-0.48361937895019524;0.23502559419639496;-0.48361937895019524;3.636782459465636;-2.2935156550100078;0.0;-7.550000000000019;59.90850245;10.719930833333333;0.0;59.90850245;10.719930833333333;0.0;1777985894.6948128;-94.078;0.0;0.58;1.229;-2.984;-83.08;9.134;11.584;-17.645;59.90847045;10.719993516666667;0.0;3.5651450424720457;-3.5073839180462896;1.956460655483383e-06;1777985894.687539;0.014447450637817383;0.0;0.0;-1.450019542556889;-83.08;0.0;0.0;-3.5651450424720457;-4.04261608195373;-1.450019542556889
2026-05-05_14:58:14:916177;1777985894.836809;52.83343203411182;-52.46899126564216;0.26416716017055913;-0.45625209796210575;0.26416716017055913;-0.45625209796210575;3.6734139865455133;-2.2946489705166653;0.0;-7.70000000000002;59.90850236666667;10.7199278;0.0;59.90850236666667;10.7199278;0.0;1777985894.8336978;-104.227;0.0;0.58;2.231;-0.051;-85.168;7.001;28.252;-18.428;59.90847045;10.719993516666667;0.0;3.55586097986175;-3.677111093532683;2.047781869629617e-06;1777985894.8030534;0.03375554084777832;0.0;0.0;-1.4864620173385308;-85.168;0.0;0.0;-3.55586097986175;-4.022888906467337;-1.4864620173385308
2026-05-05_14:58:15:156441;1777985895.077003;46.26368590549867;-56.015604801192154;0.23131842952749335;-0.48709221566254046;0.23131842952749335;-0.48709221566254046;3.7109512250244396;-2.276528048572774;0.0;-7.85000000000002;59.9085022;10.719925583333334;0.0;59.9085022;10.719925583333334;0.0;1777985895.077003;-129.43;0.7896864909776712;0.58;1.877;6.0;-91.042;-5.239;2.859;-24.868;59.90847045;10.719993516666667;0.0;3.537292650036317;-3.801142503802068;2.110783036135544e-06;1777985894.9214284;0.15557456016540527;-0.1193532529077455;-0.7972473786042925;-1.5889826576006776;-91.042;0.7992860184819803;-0.10483531051272701;-3.55586097986175;-4.172888906467337;-1.4864620173385308
2026-05-05_14:58:15:260344;1777985895.167817;77.73511928644872;-39.022292885796844;0.3886755964322436;-0.3393242859634508;0.3886755964322436;-0.3393242859634508;3.7492469611991863;-2.2708860098313197;0.0;-8.00000000000002;59.9085022;10.719925583333334;0.0;59.9085022;10.719925583333334;0.0;1777985895.167817;-135.048;0.0;0.58;1.877;6.0;-91.042;-5.239;2.859;-24.868;59.90847045;10.719993516666667;0.0;3.537292650036317;-3.801142503802068;2.110783036135544e-06;1777985895.164555;0.003262042999267578;0.0;0.0;-1.5889826576006776;-91.042;-0.0;0.0;-3.537292650036317;-4.1988574961979515;-1.5889826576006776
2026-05-05_14:58:15:334063;1777985895.2754679;95.37110590325804;-29.498043872868745;0.4768555295162902;-0.2565047293292934;0.4768555295162902;-0.2565047293292934;3.788186141727264;-2.256160955275886;0.0;-8.15000000000002;59.90850158333333;10.719923683333333;0.0;59.90850158333333;10.719923683333333;0.0;1777985895.2754679;-141.616;0.0;0.58;-0.11;1.504;-96.593;-8.824;-35.696;-28.439;59.90847045;10.719993516666667;0.0;3.4685894765403806;-3.907455197813815;2.135480559717351e-06;1777985895.2603443;0.015123605728149414;0.0;0.0;-1.6858658843788827;-96.593;-0.0;0.0;-3.4685894765403806;-4.242544802186205;-1.6858658843788827
2026-05-05_14:58:15:504773;1777985895.4396205;28.247198126201315;-65.70011254086063;0.14123599063100659;-0.5713053264422664;0.14123599063100659;-0.5713053264422664;3.827658975442617;-2.239196664015895;0.0;-8.30000000000002;59.908500466666666;10.719921666666666;0.0;59.908500466666666;10.719921666666666;0.0;1777985895.4396205;-138.987;2.5082680620497624;0.58;-1.276;-5.933;-101.681;-4.675;-28.744;-21.701;59.90847045;10.719993516666667;0.0;3.344180947598196;-4.0202959244041345;2.139261287004146e-06;1777985895.372658;0.06696248054504395;-1.8578841155458412;-1.685133610222439;-1.7746682367203541;-101.681;2.02638647645776;-1.4782308747715862;-3.4685894765403806;-4.3925448021862055;-1.6858658843788827
2026-05-05_14:58:15:626667;1777985895.5350754;111.7066280409561;-20.666951063720056;0.5585331402047805;-0.17971261794539178;0.5585331402047805;-0.17971261794539178;3.86755714234293;-2.217454443937952;0.0;-8.45000000000002;59.908500466666666;10.719921666666666;0.0;59.908500466666666;10.719921666666666;0.0;1777985895.5350754;-133.913;0.0;0.58;-1.276;-5.933;-101.681;-4.675;-28.744;-21.701;59.90847045;10.719993516666667;0.0;3.344180947598196;-4.0202959244041345;2.139261287004146e-06;1777985895.5047731;0.03030228614807129;0.0;0.0;-1.7746682367203541;-101.681;-0.0;0.0;-3.344180947598196;-4.429704075595886;-1.7746682367203541
2026-05-05_14:58:15:714568;1777985895.6391745;120.90906401579407;-15.708364341919715;0.6045453200789703;-0.1365944725384323;0.6045453200789703;-0.1365944725384323;3.90780198775416;-2.1949120680803413;0.0;-8.600000000000021;59.908499383333336;10.719919816666668;0.0;59.908499383333336;10.719919816666668;0.0;1777985895.6391745;-132.913;0.0;0.58;-0.859;-5.108;-105.32;3.365;26.103;-17.205;59.90847045;10.719993516666667;0.0;3.2234861022782555;-4.123810985187004;2.1428265757350573e-06;1777985895.6297362;0.009438276290893555;0.0;0.0;-1.8381807682004279;-105.32000000000001;-0.0;0.0;-3.2234861022782555;-4.476189014813017;-1.7746682367203541
2026-05-05_14:58:15:878403;1777985895.7794054;126.22320329397049;-12.838710175068552;0.6311160164698524;-0.11164095804407437;0.6311160164698524;-0.11164095804407437;3.948305186514852;-2.179365239794698;0.0;-8.750000000000021;59.90849851666667;10.719918016666666;0.0;59.90849851666667;10.719918016666666;0.0;1777985895.7794054;-141.882;4.113586897140005;0.58;-0.614;-3.676;-106.06;4.745;35.408;-17.778;59.90847045;10.719993516666667;0.0;3.1269302501654757;-4.224528324225139;2.1613915743845524e-06;1777985895.7454875;0.033917903900146484;0.0;0.0;-1.851096204665186;-106.06;-0.0;0.0;-3.2234861022782555;-4.626189014813018;-1.851096204665186
2026-05-05_14:58:15:970917;1777985895.892061;130.3393690445124;-10.616046630052313;0.651696845222562;-0.09231344895697664;0.651696845222562;-0.09231344895697664;3.988973748004726;-2.160270674518515;0.0;-8.900000000000022;59.90849851666667;10.719918016666666;0.0;59.90849851666667;10.719918016666666;0.0;1777985895.8910606;-158.959;0.0;0.58;-0.614;-3.676;-106.06;4.745;35.408;-17.778;59.90847045;10.719993516666667;0.0;3.1269302501654757;-4.224528324225139;2.1613915743845524e-06;1777985895.883685;0.008375883102416992;0.0;0.0;-1.851096204665186;-106.06;-0.0;0.0;-3.1269302501654757;-4.675471675774883;-1.851096204665186
2026-05-05_14:58:16:112494;1777985896.0213537;149.87352568033353;0.06677211829530691;0.7493676284016676;0.0005806271156113645;0.7493676284016676;0.0005806271156113645;4.029745446081251;-2.1387552377649293;0.0;-9.050000000000022;59.90849763333333;10.7199166;0.0;59.90849763333333;10.7199166;0.0;1777985896.0213537;-160.24;0.0;0.58;0.59;11.081;-114.802;5.256;17.751;-27.176;59.90847045;10.719993516666667;0.0;3.028517527165791;-4.303796630106527;2.1669827676706888e-06;1777985895.988417;0.032936811447143555;0.0;0.0;-2.0036728878745302;-114.802;-0.0;0.0;-3.028517527165791;-4.746203369893495;-1.9463737285315565
2026-05-05_14:58:16:265751;1777985896.1308782;149.97289811442747;0.013897027301500144;0.7498644905721373;0.00012084371566521864;0.7498644905721373;0.00012084371566521864;4.070555125157555;-2.1247396949127597;0.0;-9.200000000000022;59.90849763333333;10.7199166;0.0;59.90849763333333;10.7199166;0.0;1777985896.1308782;-156.327;0.0;0.58;0.59;11.081;-114.802;5.256;17.751;-27.176;59.90847045;10.719993516666667;0.0;3.028517527165791;-4.303796630106527;2.1669827676706888e-06;1777985896.1176448;0.013233423233032227;0.0;0.0;-2.0036728878745302;-114.802;-0.0;0.0;-3.028517527165791;-4.896203369893495;-2.0036728878745302
2026-05-05_14:58:16:362085;1777985896.2728887;139.59917515268594;5.615463837308297;0.6979958757634297;0.04883012032441997;0.6979958757634297;0.04883012032441997;4.111339915479134;-2.098249520244347;0.0;-9.350000000000023;59.908496516666666;10.719915516666667;0.0;59.908496516666666;10.719915516666667;0.0;1777985896.2728887;-152.497;0.0;0.58;0.491;10.901;-118.15;4.381;-10.13;-27.285;59.90847045;10.719993516666667;0.0;2.904108949244758;-4.364413630507257;2.149915872440289e-06;1777985896.269834;0.0030546188354492188;0.0;0.0;-2.0621065112313004;-118.15;-0.0;0.0;-2.904108949244758;-4.985586369492766;-2.0621065112313004
2026-05-05_14:58:16:501611;1777985896.4321556;119.00451953857926;16.73679118289655;0.5950225976928963;0.14553731463388303;0.5950225976928963;0.14553731463388303;4.152065755232296;-2.068510507892152;0.0;-9.500000000000023;59.9084951;10.719914066666666;0.0;59.9084951;10.719914066666666;0.0;1777985896.4321556;-152.599;0.0;0.58;0.346;4.984;-123.954;3.376;-38.015;-29.031;59.90847045;10.719993516666667;0.0;2.7462771770451475;-4.445547150148297;2.135393079472081e-06;1777985896.3772106;0.05494499206542969;0.0;0.0;-2.163405421017051;-123.954;-0.0;0.0;-2.7462771770451475;-5.054452849851726;-2.163405421017051
2026-05-05_14:58:16:651888;1777985896.545723;118.29673309927787;17.118045181377337;0.5914836654963893;0.14885256679458553;0.5914836654963893;0.14885256679458553;4.192698461744078;-2.0563406635296357;0.0;-9.650000000000023;59.9084951;10.719914066666666;0.0;59.9084951;10.719914066666666;0.0;1777985896.545723;-148.845;0.0;0.58;0.346;4.984;-123.954;3.376;-38.015;-29.031;59.90847045;10.719993516666667;0.0;2.7462771770451475;-4.445547150148297;2.135393079472081e-06;1777985896.5016115;0.04411149024963379;0.0;0.0;-2.163405421017051;-123.954;-0.0;0.0;-2.7462771770451475;-5.204452849851727;-2.163405421017051
2026-05-05_14:58:16:872302;1777985896.7426462;102.88796374508978;25.439374157388997;0.5144398187254489;0.22121194919468692;0.5144398187254489;0.22121194919468692;4.233197623139276;-2.0248722697653188;0.0;-9.800000000000024;59.90849346666667;10.719912266666666;0.0;59.90849346666667;10.719912266666666;0.0;1777985896.7426462;-145.391;0.0;0.58;0.659;-1.731;-129.021;0.86;-25.17;-20.587;59.90847045;10.719993516666667;0.0;2.5643064388025696;-4.5462646154055575;2.1302228860875516e-06;1777985896.657675;0.08497118949890137;0.0;0.0;-2.251841254215604;-129.021;-0.0;0.0;-2.5643064388025696;-5.253735384594466;-2.251841254215604
2026-05-05_14:58:17:033369;1777985896.9476607;89.95516852730192;32.416636789307425;0.4497758426365096;0.28188379816789066;0.4497758426365096;0.28188379816789066;4.273550321971492;-1.995929683160959;0.0;-9.950000000000024;59.90849191666667;10.7199101;0.0;59.90849191666667;10.7199101;0.0;1777985896.9476607;-151.937;0.0;0.58;-0.097;0.007;-133.477;-4.854;24.389;-15.887;59.90847045;10.719993516666667;0.0;2.391619957235184;-4.667498556093924;2.151570600794628e-06;1777985896.873922;0.07373857498168945;0.0;0.0;-2.3296131256844714;-133.477;-0.0;0.0;-2.391619957235184;-5.2825014439061;-2.3296131256844714
2026-05-05_14:58:17:150469;1777985897.0791936;71.60611192748898;42.33202500182698;0.3580305596374449;0.36810456523327806;0.3580305596374449;0.36810456523327806;4.313730076702313;-1.9661886701565774;0.0;-10.100000000000025;59.90849033333333;10.719907866666667;0.0;59.90849033333333;10.719907866666667;0.0;1777985897.0699103;-156.997;0.0;0.58;-0.661;4.351;-137.535;0.582;14.992;-22.669;59.90847045;10.719993516666667;0.0;2.215219792896112;-4.792462781398053;2.1800849945297074e-06;1777985897.0388246;0.04036903381347656;0.0;0.0;-2.400438586730401;-137.535;-0.0;0.0;-2.215219792896112;-5.307537218601971;-2.3296131256844714
2026-05-05_14:58:17:413464;1777985897.2773347;56.945202841140684;50.24401576677746;0.2847260142057034;0.43690448492849965;0.2847260142057034;0.43690448492849965;4.35369733051614;-1.9563793955615536;0.0;-10.250000000000025;59.908488283333334;10.71990595;0.0;59.908488283333334;10.71990595;0.0;1777985897.2773347;-160.137;1.9888725837974706;0.58;-0.607;4.826;-139.48;3.15;3.805;-24.352;59.90847045;10.719993516666667;0.0;1.9868279341934658;-4.899708310238674;2.1851698005503906e-06;1777985897.1504698;0.12686491012573242;-1.8002760454115583;-0.8453521839437927;-2.434385240681691;-139.48;1.9177691143178577;-0.5270443802467861;-2.215219792896112;-5.4575372186019715;-2.434385240681691
2026-05-05_14:58:17:529608;1777985897.4546642;40.76610823967313;58.98576994710896;0.20383054119836566;0.5129197386705128;0.20383054119836566;0.5129197386705128;4.393401959905624;-1.8777847128273923;0.0;-10.400000000000025;59.90848581666667;10.719904166666666;0.0;59.90848581666667;10.719904166666666;0.0;1777985897.4546642;-161.14;0.0;0.58;-0.208;2.257;-145.169;2.288;-15.718;-20.247;59.90847045;10.719993516666667;0.0;1.7120149320105105;-4.999493376278405;2.183940607580759e-06;1777985897.4164007;0.038263559341430664;0.0;0.0;-2.5336770218276485;-145.169;-0.0;0.0;-1.7120149320105105;-5.40050662372162;-2.5336770218276485
2026-05-05_14:58:17:606221;1777985897.538285;33.08269865456905;63.13448046996224;0.16541349327284524;0.5489954823474977;0.16541349327284524;0.5489954823474977;4.432825686697598;-1.8699808840450978;0.0;-10.550000000000026;59.908483233333335;10.719902133333333;0.0;59.908483233333335;10.719902133333333;0.0;1777985897.5372772;-156.965;40.357684657701476;0.58;-0.208;2.257;-145.169;2.288;-15.718;-20.247;59.90847045;10.719993516666667;0.0;1.4242040328847207;-5.113266985952461;2.203060022742953e-06;1777985897.5296087;0.008676290512084961;0.0;0.0;-2.5336770218276485;-145.169;-0.0;0.0;-1.7120149320105105;-5.5505066237216205;-2.5336770218276485
