;current_time;tau_X;tau_N;controller_X_cmd;controller_N_cmd;PMARMAN_X;PMARMAN_N;distance_to_target;yaw_setpoint;target_north_from_observer;target_east_from_observer;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;yaw_rad;yaw_deg_wrapped;speed_surge;speed_sway;north_error;east_error;current_angle;heading_error;yaw_setpoint_deg;current_angle_deg;heading_error_deg;drl_x_rel;drl_y_rel;drl_yaw_rel;drl_distance_to_target
2026-05-12_14:30:10:602086;1778589010.602086;0.0;0.0;0.0;0.0;0.0;0.0;10.005575796042335;0.0010252515137597884;10.0;0.0;59.9085196;10.719677683333334;0.0;59.9085196;10.719677683333334;0.0;1778589010.602086;-126.17;0.0;0.17;0.536;1.345;144.935;1.392;-3.23;0.476;59.90851965;10.719677866666666;0.0;-0.00557053740898953;-0.01025822993379004;1.9343037666388896e-09;1778589010.5339217;0.06816434860229492;0.0;0.0;2.529592951377982;144.93500000000003;0.0;-0.0;10.005570537408989;0.01025822993379004;2.529592951377982;-2.528567699864222;0.058742584677834726;144.93500000000003;-144.8762574153222;10.005570537408989;0.01025822993379004;-2.528567699864222;10.005575796042335
2026-05-12_14:30:13:755198;1778589013.7551987;110.22102355957031;-76.0;0.5511051177978515;-0.6608695652173913;0.5511051177978515;-0.6608695652173913;10.10971113180446;0.03873826202886692;10.0;0.15000000000000002;59.90851873333333;10.71967355;0.0;59.90851873333333;10.71967355;0.0;1778589013.7551987;-130.662;0.8802421529142695;0.17;0.218;0.724;146.974;-9.803;4.847;0.663;59.90851965;10.719677866666666;0.0;-0.10212649647613643;-0.24153469543042588;5.912997633195083e-09;1778589013.6187472;0.13645148277282715;0.0;0.0;2.565180214826146;146.97400000000002;0.0;-0.0;10.102126496476137;0.3915346954304259;2.565180214826146;-2.526441952797279;2.219538919925968;146.97400000000002;-144.75446108007404;10.102126496476137;0.3915346954304259;-2.526441952797279;10.10971113180446
2026-05-12_14:30:13:956032;1778589013.9560325;150.0;-76.0;0.75;-0.6608695652173913;0.75;-0.6608695652173913;10.127331800933087;0.05608033954582589;10.0;0.30000000000000004;59.90851865;10.719673083333333;0.0;59.90851865;10.719673083333333;0.0;1778589013.9560325;-134.606;0.0;0.17;-1.53;1.242;147.152;-10.521;1.989;1.525;59.90851965;10.719677866666666;0.0;-0.11141072228433667;-0.2676465550533536;7.407132622538892e-09;1778589013.9418666;0.014165878295898438;0.0;0.0;2.5682869008946962;147.15200000000002;0.0;-0.0;10.111410722284337;0.5676465550533536;2.5682869008946962;-2.5122065613488704;3.2131667696364317;147.15200000000002;-143.9388332303636;10.111410722284337;0.5676465550533536;-2.5122065613488704;10.127331800933087
2026-05-12_14:30:14:251859;1778589014.2518597;-26.680496215820312;-76.0;-0.13340248107910158;-0.6608695652173913;-0.13340248107910158;-0.6608695652173913;10.157816438191952;0.07153695721184654;10.0;0.45000000000000007;59.90851846666666;10.719672933333333;0.0;59.90851846666666;10.719672933333333;0.0;1778589014.2518597;-128.187;0.0;0.17;-2.348;0.944;147.584;5.053;-1.009;0.938;59.90851965;10.719677866666666;0.0;-0.13183602376319725;-0.27603965427310834;7.970193352524468e-09;1778589014.1538424;0.09801721572875977;0.0;0.0;2.5758267232633116;147.58400000000003;0.0;-0.0;10.131836023763197;0.7260396542731085;2.5758267232633116;-2.504289766051465;4.0987657274467635;147.58400000000003;-143.48523427255324;10.131836023763197;0.7260396542731085;-2.504289766051465;10.157816438191952
2026-05-12_14:30:14:451949;1778589014.4519494;150.0;-76.0;0.75;-0.6608695652173913;0.75;-0.6608695652173913;10.189106384882422;0.08718679235180146;10.0;0.6000000000000001;59.9085183;10.719672733333333;0.0;59.9085183;10.719672733333333;0.0;1778589014.451339;-117.435;0.0;0.17;-1.192;1.057;147.697;7.926;1.627;0.762;59.90851965;10.719677866666666;0.0;-0.1504044769967308;-0.2872304524848494;7.868580773062739e-09;1778589014.4352074;0.01674199104309082;0.0;0.0;2.577798945318065;147.69700000000003;0.0;-0.0;10.15040447699673;0.8872304524848496;2.577798945318065;-2.4906121529662637;4.995435231041709;147.69700000000003;-142.70156476895832;10.15040447699673;0.8872304524848496;-2.4906121529662637;10.189106384882422
2026-05-12_14:30:14:763282;1778589014.7632825;150.0;-76.0;0.75;-0.6608695652173913;0.75;-0.6608695652173913;10.211602604744185;0.10266722755827544;10.0;0.7500000000000001;59.90851823333333;10.719672566666667;0.0;59.90851823333333;10.719672566666667;0.0;1778589014.7632825;-110.939;0.0;0.17;0.313;1.68;147.78;4.629;2.301;0.24;59.90851965;10.719677866666666;0.0;-0.15783185778626302;-0.29655611706238155;8.981039162359039e-09;1778589014.6238756;0.13940691947937012;0.0;0.0;2.5792475685972196;147.77999999999997;0.0;-0.0;10.157831857786263;1.0465561170623816;2.5792475685972196;-2.476580341038944;5.8823988333983985;147.77999999999997;-141.89760116660156;10.157831857786263;1.0465561170623816;-2.476580341038944;10.211602604744185
2026-05-12_14:30:15:102638;1778589015.102639;150.0;-76.0;0.75;-0.6608695652173913;0.75;-0.6608695652173913;10.232627425624061;0.11793768162189516;10.0;0.9000000000000001;59.9085182;10.719672433333333;0.0;59.9085182;10.719672433333333;0.0;1778589015.102639;-106.946;0.0;0.17;0.499;1.244;147.618;-2.227;-3.542;-0.606;59.90851965;10.719677866666666;0.0;-0.1615455488536792;-0.30401664864140465;1.022387269289382e-08;1778589014.9732957;0.12934327125549316;0.0;0.0;2.5764201352089895;147.618;0.0;-0.0;10.16154554885368;1.2040166486414048;2.5764201352089895;-2.458482453587094;6.757331402492206;147.618;-140.86066859750778;10.16154554885368;1.2040166486414048;-2.458482453587094;10.232627425624061
2026-05-12_14:30:15:501532;1778589015.5015323;150.0;-76.0;0.75;-0.6608695652173913;0.75;-0.6608695652173913;10.24903868488272;0.13350874200536175;10.0;1.0500000000000003;59.90851823333333;10.71967225;0.0;59.90851823333333;10.71967225;0.0;1778589015.5015323;-116.432;0.0;0.17;-0.965;0.55;147.731;-1.47;0.563;1.647;59.90851965;10.719677866666666;0.0;-0.157831856230105;-0.3142748787467168;9.882803284066988e-09;1778589015.349923;0.1516094207763672;0.0;0.0;2.578392357263743;147.731;0.0;-0.0;10.157831856230105;1.3642748787467172;2.578392357263743;-2.4448836152583815;7.649487445008199;147.731;-140.08151255499183;10.157831856230105;1.3642748787467172;-2.4448836152583815;10.24903868488272
2026-05-12_14:30:15:791840;1778589015.791841;150.0;-76.0;0.75;-0.6608695652173913;0.75;-0.6608695652173913;10.279037716851532;0.1513414113412823;10.0;1.2000000000000002;59.9085182;10.719671616666666;0.0;59.9085182;10.719671616666666;0.0;1778589015.791841;-123.654;0.16512578171310952;0.17;-0.152;0.795;148.19;4.077;0.491;-0.042;59.90851965;10.719677866666666;0.0;-0.16154554452914138;-0.3497124026464661;1.2729860540683369e-08;1778589015.791841;0.0;-0.05855570970933566;-0.15439479475293622;2.586403418530397;148.19;-0.03162144906607723;0.16206976197096967;10.161545544529142;1.5497124026464664;2.586403418530397;-2.4350620071891145;8.671224135408806;148.19;-139.5187758645912;10.161545544529142;1.5497124026464664;-2.4350620071891145;10.279037716851532
2026-05-12_14:30:16:196893;1778589016.1968932;106.0234603881836;-76.0;0.530117301940918;-0.6608695652173913;0.530117301940918;-0.6608695652173913;10.317832325063899;0.16576467079333362;10.0;1.35;59.908518066666666;10.719671566666667;0.0;59.908518066666666;10.719671566666667;0.0;1778589016.0508296;155.734;0.10183797049141138;0.17;0.198;1.714;147.117;-1.566;4.82;-5.948;59.90851965;10.719677866666666;0.0;-0.17640030838396117;-0.3525101032464675;1.2559627893260483e-08;1778589016.0508296;0.14606356620788574;0.0;0.0;2.567676035656498;147.117;0.0;-0.0;10.176400308383961;1.7025101032464676;2.567676035656498;-2.4019113648631643;9.497616028833521;147.117;-137.61938397116649;10.176400308383961;1.7025101032464676;-2.4019113648631643;10.317832325063899
