;current_time;tau_X;tau_N;controller_X_cmd;controller_N_cmd;PMARMAN_X;PMARMAN_N;distance_to_target;yaw_setpoint;target_north_from_observer;target_east_from_observer;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;yaw_rad;yaw_deg_wrapped;speed_surge;speed_sway;north_error;east_error;current_angle;heading_error;yaw_setpoint_deg;current_angle_deg;heading_error_deg;drl_x_rel;drl_y_rel;drl_yaw_rel;drl_distance_to_target
2026-05-12_13:56:16:375710;1778586976.3757105;0.0;0.0;0.0;0.0;0.0;0.0;11.180827553400434;3.0378953889506537;-11.118910150745286;1.1704003843358244;59.90850833333333;10.719836733333333;0.0;59.90850833333333;10.719836733333333;0.0;1778586976.3757105;53.475;0.0;0.0;1.127;1.402;147.426;-9.012;1.112;-0.731;59.90850831666667;10.7198365;0.0;0.0018568462327044014;0.01305593353327064;-3.872662447884992e-10;1778586976.3067987;0.06891179084777832;0.0;0.0;2.5730691030451602;147.426;0.0;-0.0;-11.12076699697799;1.1573444508025537;2.5730691030451602;0.46482628590549346;174.0585843891261;147.426;26.63258438912612;-11.12076699697799;1.1573444508025537;0.46482628590549346;11.180827553400434
2026-05-12_13:56:16:563938;1778586976.5639384;150.0;110.0;0.75;0.9565217391304348;0.75;0.9565217391304348;11.193311070298444;3.0400215721060966;-11.118910150745286;1.1704003843358244;59.90850846666667;10.719837133333334;0.0;59.90850846666667;10.719837133333334;0.0;1778586976.5639384;48.522;0.0;0.20;-0.706;1.48;147.249;-11.543;0.047;-1.14;59.90850831666667;10.7198365;0.0;0.016711612077102464;0.035437533920847315;1.7214366824364058e-09;1778586976.4981186;0.06581974029541016;0.0;0.0;2.5699798702691297;147.24899999999997;0.0;-0.0;-11.135621762822389;1.1349628504149771;2.5699798702691297;0.4700417018369669;174.1804057104048;147.24899999999997;26.93140571040484;-11.135621762822389;1.1349628504149771;0.4700417018369669;11.193311070298444
2026-05-12_13:56:16:675393;1778586976.6753933;150.0;110.0;0.75;0.9565217391304348;0.75;0.9565217391304348;11.202242397307378;3.0420272569791833;-11.118910150745286;1.1704003843358244;59.90850856666667;10.719837516666667;0.0;59.90850856666667;10.719837516666667;0.0;1778586976.6753933;27.841;0.46690346758562795;0.20;-0.706;1.48;147.249;-11.543;0.047;-1.14;59.90850831666667;10.7198365;0.0;0.02785268459429053;0.05688656730283464;-2.0029525434062112e-10;1778586976.6753933;0.0;0.21521823945363927;0.41434280185609584;2.5699798702691297;147.24899999999997;0.04315005665165392;-0.4649052813793827;-11.146762835339576;1.1135138170329897;2.5699798702691297;0.47204738671005364;174.2953229886659;147.24899999999997;27.04632298866594;-11.146762835339576;1.1135138170329897;0.47204738671005364;11.202242397307378
2026-05-12_13:56:16:840417;1778586976.8404176;150.0;110.0;0.75;0.9565217391304348;0.75;0.9565217391304348;11.203259016034115;3.0427891875875193;-11.118910150745286;1.1704003843358244;59.90850858333334;10.719837666666667;0.0;59.90850858333334;10.719837666666667;0.0;1778586976.8401093;-26.573;0.19709520738355238;0.20;-0.706;1.48;147.249;-11.543;0.047;-1.14;59.90850831666667;10.7198365;0.0;0.02970952979397147;0.06527966738113847;9.666054970325355e-10;1778586976.7964957;0.04392194747924805;0.04227602158484096;0.19109125528346269;2.5699798702691297;147.24899999999997;0.0678229115044586;-0.1835842654529789;-11.148619680539257;1.105120716954686;2.5699798702691297;0.4728093173183896;174.3389783968054;147.24899999999997;27.089978396805424;-11.148619680539257;1.105120716954686;0.4728093173183896;11.203259016034115
2026-05-12_13:56:17:027423;1778586977.0274234;150.0;110.0;0.75;0.9565217391304348;0.75;0.9565217391304348;11.203259016034115;3.0427891875875193;-11.118910150745286;1.1704003843358244;59.90850858333334;10.719837666666667;0.0;59.90850858333334;10.719837666666667;0.0;1778586977.0274234;-21.051;0.0;0.20;-0.089;0.761;146.54;9.651;-2.452;-0.513;59.90850831666667;10.7198365;0.0;0.02970952979397147;0.06527966738113847;9.666054970325355e-10;1778586977.0274234;0.0;0.0;0.0;2.5576054858724904;146.54;0.0;-0.0;-11.148619680539257;1.105120716954686;2.5576054858724904;0.4851837017150289;174.3389783968054;146.54;27.798978396805396;-11.148619680539257;1.105120716954686;0.4851837017150289;11.203259016034115
2026-05-12_13:56:17:231426;1778586977.2314262;150.0;110.0;0.75;0.9565217391304348;0.75;0.9565217391304348;11.198454414209673;3.0420771570498486;-11.118910150745286;1.1704003843358244;59.90850853333333;10.719837533333333;0.0;59.90850856666667;10.719837583333334;0.0;1778586977.2314262;45.171;0.0;0.20;0.952;0.406;146.551;1.29;-0.987;0.399;59.90850831666667;10.7198365;0.0;0.02413899339341426;0.057819134070535634;1.3070102482942714e-09;1778586977.2314262;0.0;0.0;0.0;2.5577974720902095;146.551;0.0;-0.0;-11.1430491441387;1.1125812502652888;2.5577974720902095;0.48427968495963913;174.29818205211242;146.551;27.747182052112453;-11.1430491441387;1.1125812502652888;0.48427968495963913;11.198454414209673
2026-05-12_13:56:17:406498;1778586977.406498;150.0;110.0;0.75;0.9565217391304348;0.75;0.9565217391304348;11.198454414209673;3.0420771570498486;-11.118910150745286;1.1704003843358244;59.90850853333333;10.719837533333333;0.0;59.90850853333333;10.719837533333333;0.0;1778586977.406498;54.232;0.0;0.20;0.495;0.422;146.574;-5.824;0.558;0.185;59.90850831666667;10.7198365;0.0;0.02413899339341426;0.057819134070535634;1.3070102482942714e-09;1778586977.3602026;0.0462954044342041;0.0;0.0;2.558198897818169;146.57400000000004;0.0;-0.0;-11.1430491441387;1.1125812502652888;2.558198897818169;0.4838782592316795;174.29818205211242;146.57400000000004;27.7241820521124;-11.1430491441387;1.1125812502652888;0.4838782592316795;11.198454414209673
2026-05-12_13:56:17:575566;1778586977.5755665;150.0;110.0;0.75;0.9565217391304348;0.75;0.9565217391304348;11.201043819197432;3.043104239434342;-11.118910150745286;1.1704003843358244;59.90850856666667;10.719837733333334;0.0;59.90850856666667;10.719837733333334;0.0;1778586977.57536;58.716;0.0;0.20;-1.474;0.633;146.436;-10.41;0.935;-1.148;59.90850831666667;10.7198365;0.0;0.027852684968664186;0.06900993407430418;1.6647298123340093e-11;1778586977.5293293;0.04623723030090332;0.0;0.0;2.5557903434504166;146.436;0.0;-0.0;-11.14676283571395;1.1013904502615202;2.5557903434504166;0.4873138959839256;174.35702953795615;146.436;27.921029537956134;-11.14676283571395;1.1013904502615202;0.4873138959839256;11.201043819197432
2026-05-12_13:56:17:789577;1778586977.7895777;150.0;110.0;0.75;0.9565217391304348;0.75;0.9565217391304348;11.211533817306066;3.0454531936414675;-11.118910150745286;1.1704003843358244;59.90850868333333;10.719838183333334;0.0;59.90850868333333;10.719838183333334;0.0;1778586977.7895777;69.511;0.0;0.20;-2.618;0.664;146.099;-1.405;-0.182;-1.55;59.90850831666667;10.7198365;0.0;0.04085060370680695;0.09418923405517457;2.0064100172967336e-09;1778586977.703701;0.0858767032623291;0.0;0.0;2.5499085838711952;146.099;0.0;-0.0;-11.159760754452092;1.0762111502806497;2.5499085838711952;0.49554460977027226;174.49161470029392;146.099;28.39261470029394;-11.159760754452092;1.0762111502806497;0.49554460977027226;11.211533817306066
2026-05-12_13:56:18:014213;1778586978.0142133;150.0;110.0;0.75;0.9565217391304348;0.75;0.9565217391304348;11.211343834637145;3.047373413020649;-11.118910150745286;1.1704003843358244;59.9085087;10.719838566666667;0.0;59.9085087;10.719838566666667;0.0;1778586978.0122526;97.901;0.0;0.20;-0.551;0.77;145.848;11.857;1.139;-0.424;59.90850831666667;10.7198365;0.0;0.042707449548848475;0.11563826742958791;2.4691543393240423e-09;1778586978.002133;0.01208043098449707;0.0;0.0;2.54552780744869;145.848;0.0;-0.0;-11.161617600294134;1.0547621169062364;2.54552780744869;0.5018456055719591;174.60163516646026;145.848;28.753635166460246;-11.161617600294134;1.0547621169062364;0.5018456055719591;11.211343834637145
