;current_time;tau_X;tau_N;controller_X_cmd;controller_N_cmd;PMARMAN_X;PMARMAN_N;distance_to_target;yaw_setpoint;target_north_from_observer;target_east_from_observer;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;north_error;east_error;current_angle
2026-05-05_13:01:27:707230;1777978887.695808;0.0;-32.03837229483172;0.0;-0.27859454169418885;0.0;-0.27859454169418885;7.503433576505291;2.831141058918467;-11.179661770676855;-0.1231368883254449;59.908464933333335;10.71962745;0.0;59.908464933333335;10.71962745;0.0;1777978887.695808;-171.52;0.9211220933593113;0.67;-3.724;-1.977;-142.935;0.554;0.768;-8.174;59.90850115;10.719670616666667;0.0;-4.034924509403638;-2.41535086271812;1.7312240396805123e-06;1777978887.5820868;0.11372113227844238;0.0;0.0;-0.0;0.0;-7.144737261273217;2.2922139743926753;-2.494686366338095
2026-05-05_13:01:27:822964;1777978887.8188057;0.0;-34.15809284885166;0.0;-0.2970268943378405;0.0;-0.2970268943378405;7.503433576505291;2.831141058918467;-11.179661770676855;-0.1231368883254449;59.908464933333335;10.71962745;0.0;59.908464933333335;10.71962745;0.0;1777978887.8188057;-171.494;0.0;0.67;-3.724;-1.977;-142.935;0.554;0.768;-8.174;59.90850115;10.719670616666667;0.0;-4.034924509403638;-2.41535086271812;1.7312240396805123e-06;1777978887.695808;0.12299776077270508;0.0;0.0;-0.0;0.0;-7.144737261273217;2.2922139743926753;-2.494686366338095
2026-05-05_13:01:27:939214;1777978887.9341905;0.0;-32.67638562880775;0.0;-0.28414248372876305;0.0;-0.28414248372876305;7.503433576505291;2.831141058918467;-11.179661770676855;-0.1231368883254449;59.908464933333335;10.71962745;0.0;59.908464933333335;10.71962745;0.0;1777978887.9341905;-170.313;0.0;0.67;-2.836;-1.463;-143.967;10.796;6.337;-8.142;59.90850115;10.719670616666667;0.0;-4.034924509403638;-2.41535086271812;1.7312240396805123e-06;1777978887.8188057;0.11538481712341309;0.0;0.0;-0.0;0.0;-7.144737261273217;2.2922139743926753;-2.5126981642186768
2026-05-05_13:01:28:078988;1777978888.0675719;0.0;-32.31767623184155;0.0;-0.2810232715812309;0.0;-0.2810232715812309;7.422016213644113;2.8236539159906098;-11.179661770676855;-0.1231368883254449;59.908464083333335;10.71962695;0.0;59.908464083333335;10.71962695;0.0;1777978888.0675719;-165.21;0.7403231857732133;0.67;1.166;0.406;-145.635;23.243;10.94;-8.16;59.90850115;10.719670616666667;0.0;-4.129623610761856;-2.4433279622110495;1.803091178587124e-06;1777978887.9341905;0.13338136672973633;0.0;0.0;-0.0;0.0;-7.050038159914999;2.3201910738856046;-2.541810256141942
2026-05-05_13:01:28:169318;1777978888.1510806;0.0;-32.00261320200818;0.0;-0.2782835930609407;0.0;-0.2782835930609407;7.349851666117191;2.8156030736016735;-11.179661770676855;-0.1231368883254449;59.9084633;10.71962635;0.0;59.9084633;10.71962635;0.0;1777978888.1510806;-163.949;1.119721261411807;0.67;4.122;2.237;-146.922;14.523;10.467;-8.483;59.90850115;10.719670616666667;0.0;-4.216895327983756;-2.4769004657546914;1.8728014932190007e-06;1777978888.0675719;0.08350872993469238;0.0;0.0;-0.0;0.0;-6.962766442693099;2.3537635774292465;-2.5642726436151086
2026-05-05_13:01:28:298166;1777978888.2761512;0.0;-33.27021353837369;0.0;-0.28930620468151036;0.0;-0.28930620468151036;7.349851666117191;2.8156030736016735;-11.179661770676855;-0.1231368883254449;59.9084633;10.71962635;0.0;59.9084633;10.71962635;0.0;1777978888.2600386;-166.677;0.0;0.67;4.491;2.634;-147.241;10.073;9.366;-8.554;59.90850115;10.719670616666667;0.0;-4.216895327983756;-2.4769004657546914;1.8728014932190007e-06;1777978888.1510806;0.12507057189941406;0.0;0.0;-0.0;0.0;-6.962766442693099;2.3537635774292465;-2.569840243928971
2026-05-05_13:01:28:377467;1777978888.3670774;0.0;-32.079751594751926;0.0;-0.278954361693495;0.0;-0.278954361693495;7.284353003133902;2.807281133316094;-11.179661770676855;-0.1231368883254449;59.908462566666664;10.7196257;0.0;59.908462566666664;10.7196257;0.0;1777978888.3670774;-174.873;0.8354997326706699;0.67;4.146;3.457;-148.574;-7.981;1.099;-8.553;59.90850115;10.719670616666667;0.0;-4.298596506163761;-2.513270671145405;1.94116960483548e-06;1777978888.2761512;0.0909261703491211;0.0;0.0;-0.0;0.0;-6.881065264513094;2.39013378281996;-2.5931054828580553
2026-05-05_13:01:28:475201;1777978888.4752014;0.0;-33.10346465826938;0.0;-0.28785621441973375;0.0;-0.28785621441973375;7.284353003133902;2.807281133316094;-11.179661770676855;-0.1231368883254449;59.908462566666664;10.7196257;0.0;59.908462566666664;10.7196257;0.0;1777978888.4752014;179.889;0.0;0.67;3.618;3.403;-148.92;-12.269;-1.714;-8.393;59.90850115;10.719670616666667;0.0;-4.298596506163761;-2.513270671145405;1.94116960483548e-06;1777978888.3670774;0.1081240177154541;0.0;0.0;-0.0;-0.0;-6.881065264513094;2.39013378281996;-2.5991443220699555
2026-05-05_13:01:28:581973;1777978888.581973;0.0;-33.34841890289032;0.0;-0.2899862513294811;0.0;-0.2899862513294811;7.226737258352346;2.8005423091631476;-11.179661770676855;-0.1231368883254449;59.908461933333335;10.719625216666667;0.0;59.908461933333335;10.719625216666667;0.0;1777978888.581973;175.794;0.7077290240636622;0.67;2.209;2.942;-149.6;-18.203;-7.346;-8.0;59.90850115;10.719670616666667;0.0;-4.369156616354632;-2.5403151904389665;1.9999272533599566e-06;1777978888.4752014;0.10677170753479004;0.0;0.0;-0.0;-0.0;-6.8105051543222235;2.4171783021135216;-2.611012560983517
2026-05-05_13:01:28:687341;1777978888.687341;0.0;-32.15746312064866;0.0;-0.279630114092597;0.0;-0.279630114092597;7.226737258352346;2.8005423091631476;-11.179661770676855;-0.1231368883254449;59.908461933333335;10.719625216666667;0.0;59.908461933333335;10.719625216666667;0.0;1777978888.687341;174.973;0.0;0.67;-0.297;1.578;-150.582;-20.645;-12.814;-7.88;59.90850115;10.719670616666667;0.0;-4.369156616354632;-2.5403151904389665;1.9999272533599566e-06;1777978888.581973;0.10536789894104004;0.0;0.0;-0.0;-0.0;-6.8105051543222235;2.4171783021135216;-2.628151694238101
2026-05-05_13:01:28:865427;1777978888.8620877;0.0;-33.08016617786762;0.0;-0.2876536189379793;0.0;-0.2876536189379793;7.161521142829365;2.7952325499442567;-11.179661770676855;-0.1231368883254449;59.90846126666667;10.719624966666666;0.0;59.90846126666667;10.719624966666666;0.0;1777978888.8620877;174.055;0.43250944628288657;0.67;-2.508;0.014;-151.556;-16.316;-12.081;-8.482;59.90850115;10.719670616666667;0.0;-4.443430427129933;-2.554303761538399;2.057519273401809e-06;1777978888.687341;0.17474675178527832;0.0;0.0;-0.0;-0.0;-6.736231343546922;2.431166873212954;-2.6451512011525264
2026-05-05_13:01:28:987610;1777978888.9800105;0.0;-32.456971582529576;0.0;-0.2822345355002572;0.0;-0.2822345355002572;7.102663088932222;2.7912618065800956;-11.179661770676855;-0.1231368883254449;59.90846068333333;10.71962485;0.0;59.90846068333333;10.71962485;0.0;1777978888.9739728;170.252;0.5837832117511043;0.67;-3.881;-0.941;-152.63;-8.909;-4.918;-9.631;59.90850115;10.719670616666667;0.0;-4.508420015320983;-2.5608317823752555;2.1050591527682627e-06;1777978888.8620877;0.11792278289794922;0.0;0.0;-0.0;-0.0;-6.671241755355872;2.4376948940498107;-2.663896037318945
2026-05-05_13:01:29:089956;1777978889.0777154;0.0;-30.083769445773765;0.0;-0.2615979951806414;0.0;-0.2615979951806414;7.102663088932222;2.7912618065800956;-11.179661770676855;-0.1231368883254449;59.90846068333333;10.71962485;0.0;59.90846068333333;10.71962485;0.0;1777978889.0777154;161.206;0.0;0.67;-4.122;-0.564;-154.407;2.768;7.184;-11.299;59.90850115;10.719670616666667;0.0;-4.508420015320983;-2.5608317823752555;2.1050591527682627e-06;1777978888.9800105;0.09770488739013672;0.0;0.0;-0.0;-0.0;-6.671241755355872;2.4376948940498107;-2.6949105381268845
2026-05-05_13:01:29:228344;1777978889.2134025;0.0;-33.30789874314115;0.0;-0.28963390211427087;0.0;-0.28963390211427087;7.044172988707868;2.788649334234389;-11.179661770676855;-0.1231368883254449;59.908460133333335;10.7196249;0.0;59.908460133333335;10.7196249;0.0;1777978889.206562;158.171;0.4760677799618668;0.67;-4.122;-0.564;-154.407;2.768;7.184;-11.299;59.90850115;10.719670616666667;0.0;-4.56969591884086;-2.5580341207366164;2.1466960078431185e-06;1777978889.0777154;0.13568711280822754;0.0;0.0;-0.0;-0.0;-6.609965851835995;2.4348972324111715;-2.6949105381268845
2026-05-05_13:01:29:312933;1777978889.3129337;0.0;-26.12794591840045;0.0;-0.2271995297252213;0.0;-0.2271995297252213;6.9886857119263155;2.7871462783226058;-11.179661770676855;-0.1231368883254449;59.90845963333334;10.719625066666667;0.0;59.90845963333334;10.719625066666667;0.0;1777978889.3129337;147.507;0.5309740503243867;0.67;-1.166;1.565;-158.066;14.566;3.749;-12.798;59.90850115;10.719670616666667;0.0;-4.625401290630654;-2.548708478649585;2.1838299923970794e-06;1777978889.2134025;0.09953117370605469;0.0;0.0;-0.0;-0.0;-6.554260480046201;2.42557159032414;-2.758772135457357
2026-05-05_13:01:29:451545;1777978889.4505482;0.0;-30.690922799657855;0.0;-0.2668775895622422;0.0;-0.2668775895622422;6.9886857119263155;2.7871462783226058;-11.179661770676855;-0.1231368883254449;59.90845963333334;10.719625066666667;0.0;59.90845963333334;10.719625066666667;0.0;1777978889.4505482;145.541;0.0;0.67;-0.606;1.585;-158.578;14.556;0.907;-12.661;59.90850115;10.719670616666667;0.0;-4.625401290630654;-2.548708478649585;2.1838299923970794e-06;1777978889.3129337;0.13761448860168457;0.0;0.0;-0.0;-0.0;-6.554260480046201;2.42557159032414;-2.767708221227568
2026-05-05_13:01:29:544716;1777978889.5381596;0.0;-26.94901412601695;0.0;-0.2343392532697126;0.0;-0.2343392532697126;6.920415160519557;2.7875186768070055;-11.179661770676855;-0.1231368883254449;59.908459066666666;10.719625533333334;0.0;59.908459066666666;10.719625533333334;0.0;1777978889.5381596;144.912;0.779802941973165;0.67;1.345;0.731;-160.568;10.925;-8.076;-11.989;59.90850115;10.719670616666667;0.0;-4.688534056011781;-2.522596616234188;2.2208709720139552e-06;1777978889.4505482;0.08761143684387207;0.0;0.0;-0.0;-0.0;-6.491127714665074;2.3994597279087433;-2.8024402733422553
2026-05-05_13:01:29:684982;1777978889.6771648;0.0;-29.734856530484738;0.0;-0.25856396983030205;0.0;-0.25856396983030205;6.920415160519557;2.7875186768070055;-11.179661770676855;-0.1231368883254449;59.908459066666666;10.719625533333334;0.0;59.908459066666666;10.719625533333334;0.0;1777978889.6771648;144.47;0.0;0.67;1.689;0.4;-161.053;8.975;-8.598;-11.823;59.90850115;10.719670616666667;0.0;-4.688534056011781;-2.522596616234188;2.2208709720139552e-06;1777978889.5381596;0.13900518417358398;0.0;0.0;-0.0;-0.0;-6.491127714665074;2.3994597279087433;-2.8109051202144277
2026-05-05_13:01:29:777358;1777978889.7773583;0.0;-25.79064388498928;0.0;-0.22426646856512417;0.0;-0.22426646856512417;6.8353037973871915;2.7882976567499718;-11.179661770676855;-0.1231368883254449;59.908458366666665;10.71962615;0.0;59.908458366666665;10.71962615;0.0;1777978889.7773583;144.924;0.8511512437375882;0.67;2.233;-0.529;-163.308;-2.851;1.749;-10.057;59.90850115;10.719670616666667;0.0;-4.76652159004231;-2.4880916502831605;2.264160055442943e-06;1777978889.6771648;0.10019350051879883;0.0;0.0;-0.0;-0.0;-6.413140180634545;2.3649547619577156;-2.8502622948468996
2026-05-05_13:01:29:993834;1777978889.981056;37.254940261039266;-26.277067330480445;0.18627470130519633;-0.2284962376563517;0.18627470130519633;-0.2284962376563517;6.7660698560756085;2.789078120142502;-11.179661770676855;-0.1231368883254449;59.9084578;10.719626666666667;0.0;59.9084578;10.719626666666667;0.0;1777978889.981056;136.77;0.34088306415198605;0.67;0.958;1.289;-165.674;-6.386;10.776;-10.293;59.90850115;10.719670616666667;0.0;-4.829654357090809;-2.4591820815306757;2.300234823948699e-06;1777978889.7773583;0.20369768142700195;0.0;0.0;-0.0;-0.0;-6.350007413586046;2.336045193205231;-2.8915567849490857
2026-05-05_13:01:30:006150;1777978889.9998486;37.254940261039266;-27.974808382100125;0.18627470130519633;-0.24325920332260978;0.18627470130519633;-0.24325920332260978;6.7660698560756085;2.789078120142502;-11.179661770676855;-0.1231368883254449;59.9084578;10.719626666666667;0.0;59.9084578;10.719626666666667;0.0;1777978889.9998486;134.346;0.0;0.67;0.958;1.289;-165.674;-6.386;10.776;-10.293;59.90850115;10.719670616666667;0.0;-4.829654357090809;-2.4591820815306757;2.300234823948699e-06;1777978889.981056;0.01879262924194336;0.0;0.0;-0.0;-0.0;-6.350007413586046;2.336045193205231;-2.8915567849490857
2026-05-05_13:01:30:111492;1777978890.1114926;37.254940261039266;-28.243893001846665;0.18627470130519633;-0.24559906958127534;0.18627470130519633;-0.24559906958127534;6.7660698560756085;2.789078120142502;-11.179661770676855;-0.1231368883254449;59.9084578;10.719626666666667;0.0;59.9084578;10.719626666666667;0.0;1777978890.1114926;129.542;0.0;0.67;0.958;1.289;-165.674;-6.386;10.776;-10.293;59.90850115;10.719670616666667;0.0;-4.829654357090809;-2.4591820815306757;2.300234823948699e-06;1777978889.9998486;0.11164402961730957;0.0;0.0;-0.0;-0.0;-6.350007413586046;2.336045193205231;-2.8915567849490857
2026-05-05_13:01:30:233872;1777978890.23079;36.95086789952124;-28.384634704998973;0.18475433949760622;-0.24682291047825194;0.18475433949760622;-0.24682291047825194;6.705235944964355;2.790482305957404;-11.179661770676855;-0.1231368883254449;59.90845731666667;10.7196272;0.0;59.90845731666667;10.7196272;0.0;1777978890.2229097;129.542;0.5525612944296588;0.67;0.958;1.289;-165.674;-6.386;10.776;-10.293;59.90850115;10.719670616666667;0.0;-4.883502896165184;-2.4293399376144587;2.3304571756810333e-06;1777978890.1114926;0.11929726600646973;0.0;0.0;-0.0;-0.0;-6.296158874511671;2.3062030492890138;-2.8915567849490857
2026-05-05_13:01:30:327168;1777978890.3271682;37.710727785628144;-20.315400919453516;0.18855363892814073;-0.176655660169161;0.18855363892814073;-0.176655660169161;6.658844164924702;2.7932983121237314;-11.179661770676855;-0.1231368883254449;59.90845698333333;10.7196278;0.0;59.90845698333333;10.7196278;0.0;1777978890.3271682;120.407;0.4801770570019061;0.67;-1.391;3.083;-169.508;-6.756;-0.656;-12.911;59.90850115;10.719670616666667;0.0;-4.920639828516239;-2.395767509500759;2.3441665875090223e-06;1777978890.23079;0.09637832641601562;0.0;0.0;-0.0;-0.0;-6.259021942160616;2.2726306211753142;-2.9584727084705484
2026-05-05_13:01:30:455114;1777978890.4551141;37.86866451735115;-23.10516588661681;0.18934332258675574;-0.20091448597058095;0.18934332258675574;-0.20091448597058095;6.6022232158237815;2.7979946156493005;-11.179661770676855;-0.1231368883254449;59.9084566;10.719628666666667;0.0;59.9084566;10.719628666666667;0.0;1777978890.4551141;115.731;0.5050454387335094;0.67;-2.31;2.532;-171.112;-6.871;-5.439;-13.528;59.90850115;10.719670616666667;0.0;-4.963347305745847;-2.3472739939581047;2.36121792962507e-06;1777978890.3271682;0.1279458999633789;0.0;0.0;-0.0;-0.0;-6.216314464931008;2.2241371056326598;-2.986467789672537
2026-05-05_13:01:30:588832;1777978890.5875654;37.86866451735115;-25.41346735244403;0.18934332258675574;-0.2209866726299481;0.18934332258675574;-0.2209866726299481;6.6022232158237815;2.7979946156493005;-11.179661770676855;-0.1231368883254449;59.9084566;10.719628666666667;0.0;59.9084566;10.719628666666667;0.0;1777978890.5875654;115.731;0.0;0.67;-2.31;2.532;-171.112;-6.871;-5.439;-13.528;59.90850115;10.719670616666667;0.0;-4.963347305745847;-2.3472739939581047;2.36121792962507e-06;1777978890.4551141;0.13245129585266113;0.0;0.0;-0.0;-0.0;-6.216314464931008;2.2241371056326598;-2.986467789672537
2026-05-05_13:01:30:711413;1777978890.7000415;38.257387546642406;-20.231706944757274;0.19128693773321204;-0.1759278864761502;0.19128693773321204;-0.1759278864761502;6.544821040765402;2.8031752256156572;-11.179661770676855;-0.1231368883254449;59.908456216666664;10.719629583333333;0.0;59.908456216666664;10.719629583333333;0.0;1777978890.7000415;114.42;0.5934031174679083;0.67;-3.167;1.067;-173.668;-1.26;-6.52;-12.469;59.90850115;10.719670616666667;0.0;-5.006054784765395;-2.2959827731388924;2.3750792483845373e-06;1777978890.5875654;0.11247611045837402;0.0;0.0;-0.0;-0.0;-6.17360698591146;2.1728458848134475;-3.0310784053535125
2026-05-05_13:01:30:781728;1777978890.7728171;38.257387546642406;-23.903853451283737;0.19128693773321204;-0.20785959522855424;0.19128693773321204;-0.20785959522855424;6.544821040765402;2.8031752256156572;-11.179661770676855;-0.1231368883254449;59.908456216666664;10.719629583333333;0.0;59.908456216666664;10.719629583333333;0.0;1777978890.7699983;114.185;0.0;0.67;-3.167;1.067;-173.668;-1.26;-6.52;-12.469;59.90850115;10.719670616666667;0.0;-5.006054784765395;-2.2959827731388924;2.3750792483845373e-06;1777978890.7000415;0.07277560234069824;0.0;0.0;-0.0;-0.0;-6.17360698591146;2.1728458848134475;-3.0310784053535125
2026-05-05_13:01:30:870839;1777978890.8708396;38.257387546642406;-24.079875002063506;0.19128693773321204;-0.20939021740924788;0.19128693773321204;-0.20939021740924788;6.544821040765402;2.8031752256156572;-11.179661770676855;-0.1231368883254449;59.908456216666664;10.719629583333333;0.0;59.908456216666664;10.719629583333333;0.0;1777978890.8708396;113.813;0.0;0.67;-3.167;1.067;-173.668;-1.26;-6.52;-12.469;59.90850115;10.719670616666667;0.0;-5.006054784765395;-2.2959827731388924;2.3750792483845373e-06;1777978890.7728171;0.0980224609375;0.0;0.0;-0.0;-0.0;-6.17360698591146;2.1728458848134475;-3.0310784053535125
2026-05-05_13:01:31:000913;1777978890.9884536;38.8906811815509;-17.80269619380137;0.1944534059077545;-0.15480605385914234;0.1944534059077545;-0.15480605385914234;6.5032378034866305;2.8076102966478445;-11.179661770676855;-0.1231368883254449;59.90845595;10.719630316666667;0.0;59.90845595;10.719630316666667;0.0;1777978890.9884536;113.731;0.43072483007455725;0.67;-1.101;0.114;-176.938;13.495;0.387;-11.811;59.90850115;10.719670616666667;0.0;-5.0357643375406385;-2.2549497928271096;2.385065499765915e-06;1777978890.8708396;0.1176140308380127;0.0;0.0;-0.0;-0.0;-6.143897433136217;2.1318129045016647;-3.0881506718937266
2026-05-05_13:01:31:093413;1777978891.0934136;39.276378644174315;-19.045034109676518;0.19638189322087157;-0.16560899225805667;0.19638189322087157;-0.16560899225805667;6.5032378034866305;2.8076102966478445;-11.179661770676855;-0.1231368883254449;59.90845595;10.719630316666667;0.0;59.90845595;10.719630316666667;0.0;1777978891.0934136;113.285;0.0;0.67;0.721;0.298;-178.503;15.543;1.81;-13.512;59.90850115;10.719670616666667;0.0;-5.0357643375406385;-2.2549497928271096;2.385065499765915e-06;1777978890.9884536;0.10495996475219727;0.0;0.0;-0.0;-0.0;-6.143897433136217;2.1318129045016647;-3.115465074687438
2026-05-05_13:01:31:249496;1777978891.2283137;39.656439653229356;-16.759270502082874;0.1982821982661468;-0.14573278697463368;0.1982821982661468;-0.14573278697463368;6.455257277118902;2.8132831692194102;-11.179661770676855;-0.1231368883254449;59.90845565;10.719631216666667;0.0;59.90845565;10.719631216666667;0.0;1777978891.2283137;115.26;0.4480423070607735;0.67;2.607;0.375;179.123;8.784;-1.516;-14.843;59.90850115;10.719670616666667;0.0;-5.069187587510333;-2.20459113251434;2.3936977679994698e-06;1777978891.0934136;0.13490009307861328;0.0;0.0;-0.0;-0.0;-6.110474183166522;2.0814542441888952;3.126286116049803
2026-05-05_13:01:31:344525;1777978891.3277993;39.7000325105351;-16.607684824708283;0.19850016255267552;-0.14441465064963724;0.19850016255267552;-0.14441465064963724;6.401613112403598;2.8190413083042154;-11.179661770676855;-0.1231368883254449;59.9084553;10.71963215;0.0;59.9084553;10.71963215;0.0;1777978891.3277993;117.304;0.6551242794180193;0.67;2.911;0.161;177.96;2.638;-3.86;-14.054;59.90850115;10.719670616666667;0.0;-5.10818137272341;-2.1523673380685877;2.4058734058307607e-06;1777978891.2283137;0.09948563575744629;0.0;0.0;-0.0;-0.0;-6.071480397953445;2.029230449743143;3.1059879368491092
2026-05-05_13:01:31:490327;1777978891.484476;39.7000325105351;-18.88279915613966;0.19850016255267552;-0.16419825353164924;0.19850016255267552;-0.16419825353164924;6.401613112403598;2.8190413083042154;-11.179661770676855;-0.1231368883254449;59.9084553;10.71963215;0.0;59.9084553;10.71963215;0.0;1777978891.460935;117.304;0.0;0.67;2.911;0.161;177.96;2.638;-3.86;-14.054;59.90850115;10.719670616666667;0.0;-5.10818137272341;-2.1523673380685877;2.4058734058307607e-06;1777978891.3277993;0.1566767692565918;0.0;0.0;-0.0;-0.0;-6.071480397953445;2.029230449743143;3.1059879368491092
2026-05-05_13:01:31:570451;1777978891.5557108;39.7000325105351;-18.964561387658065;0.19850016255267552;-0.1649092294578962;0.19850016255267552;-0.1649092294578962;6.401613112403598;2.8190413083042154;-11.179661770676855;-0.1231368883254449;59.9084553;10.71963215;0.0;59.9084553;10.71963215;0.0;1777978891.5557108;118.208;0.0;0.67;2.911;0.161;177.96;2.638;-3.86;-14.054;59.90850115;10.719670616666667;0.0;-5.10818137272341;-2.1523673380685877;2.4058734058307607e-06;1777978891.484476;0.07123470306396484;0.0;0.0;-0.0;-0.0;-6.071480397953445;2.029230449743143;3.1059879368491092
2026-05-05_13:01:31:662491;1777978891.6624908;134.28356782700638;-11.330858058300002;0.671417839135032;-0.09852920050695654;0.671417839135032;-0.09852920050695654;6.3405459345175235;2.824811289034402;-11.179661770676855;-0.1231368883254449;59.908454883333334;10.719633116666667;0.0;59.908454883333334;10.719633116666667;0.0;1777978891.6624908;117.796;0.6675206115604346;0.67;-0.531;-0.113;174.335;-16.551;5.405;-9.777;59.90850115;10.719670616666667;0.0;-5.154602541501818;-2.098278410510476;2.4259187063613297e-06;1777978891.5557108;0.1067800521850586;0.0;0.0;-0.0;-0.0;-6.025059229175037;1.975141522185031;3.0427197514643147
2026-05-05_13:01:31:793785;1777978891.775862;134.6895658457434;-12.523528895331754;0.673447829228717;-0.10890025126375438;0.673447829228717;-0.10890025126375438;6.276500884048412;2.8313100808524734;-11.179661770676855;-0.1231368883254449;59.90845445;10.719634166666667;0.0;59.90845445;10.719634166666667;0.0;1777978891.775862;111.73;0.670743897056666;0.67;-2.743;1.527;172.544;-10.745;12.464;-11.458;59.90850115;10.719670616666667;0.0;-5.202880558256259;-2.039526641563728;2.4451087887733536e-06;1777978891.6624908;0.11337113380432129;0.0;0.0;-0.0;-0.0;-5.976781212420596;1.916389753238283;3.011460904561096
2026-05-05_13:01:31:883800;1777978891.8838003;135.53019427683537;-13.203916962394086;0.6776509713841768;-0.11481666923820943;0.6776509713841768;-0.11481666923820943;6.276500884048412;2.8313100808524734;-11.179661770676855;-0.1231368883254449;59.90845445;10.719634166666667;0.0;59.90845445;10.719634166666667;0.0;1777978891.8838003;108.961;0.0;0.67;-3.331;2.473;171.485;-5.439;12.36;-12.66;59.90850115;10.719670616666667;0.0;-5.202880558256259;-2.039526641563728;2.4451087887733536e-06;1777978891.775862;0.10793828964233398;0.0;0.0;-0.0;-0.0;-5.976781212420596;1.916389753238283;2.9929778677824768
2026-05-05_13:01:31:989950;1777978891.9899504;136.00106554702978;-10.519777218841895;0.6800053277351489;-0.09147632364210344;0.6800053277351489;-0.09147632364210344;6.22009295240009;2.838156551965671;-11.179661770676855;-0.1231368883254449;59.90845408333333;10.719635199999999;0.0;59.90845408333333;10.719635199999999;0.0;1777978891.9899504;107.584;0.6669261653296776;0.67;-3.415;3.526;169.783;2.647;7.91;-13.752;59.90850115;10.719670616666667;0.0;-5.243731190083536;-1.9817074355133448;2.460447543484179e-06;1777978891.8838003;0.10615015029907227;0.0;0.0;-0.0;-0.0;-5.935930580593319;1.8585705471879;2.963272363913532
2026-05-05_13:01:32:104980;1777978892.1049802;136.58877211702944;-9.422861913571015;0.6829438605851472;-0.08193792968322622;0.6829438605851472;-0.08193792968322622;6.170541656250896;2.8457687269552974;-11.179661770676855;-0.1231368883254449;59.908453783333336;10.719636266666667;0.0;59.908453783333336;10.719636266666667;0.0;1777978892.1049802;109.733;0.5946777151061268;0.67;-2.632;3.747;168.126;9.467;0.031;-13.255;59.90850115;10.719670616666667;0.0;-5.277154441305841;-1.922023087685765;2.470506731633293e-06;1777978891.9899504;0.11502981185913086;0.0;0.0;-0.0;-0.0;-5.902507329371014;1.79888619936032;2.934352258207987
2026-05-05_13:01:32:238471;1777978892.2300665;136.58877211702944;-12.007901670045703;0.6829438605851472;-0.10441653626126698;0.6829438605851472;-0.10441653626126698;6.170541656250896;2.8457687269552974;-11.179661770676855;-0.1231368883254449;59.908453783333336;10.719636266666667;0.0;59.908453783333336;10.719636266666667;0.0;1777978892.2300665;110.615;0.0;0.67;-2.632;3.747;168.126;9.467;0.031;-13.255;59.90850115;10.719670616666667;0.0;-5.277154441305841;-1.922023087685765;2.470506731633293e-06;1777978892.1049802;0.12508630752563477;0.0;0.0;-0.0;-0.0;-5.902507329371014;1.79888619936032;2.934352258207987
2026-05-05_13:01:32:371036;1777978892.362088;137.6676791705162;-7.212871895509192;0.688338395852581;-0.0627206251783408;0.688338395852581;-0.0627206251783408;6.118589076337353;2.852892840606078;-11.179661770676855;-0.1231368883254449;59.90845345;10.719637283333334;0.0;59.90845345;10.719637283333334;0.0;1777978892.3520167;112.123;0.5570765959178541;0.67;-0.238;2.378;165.707;13.596;-9.266;-11.56;59.90850115;10.719670616666667;0.0;-5.3142913792660496;-1.8651364453392354;2.485271312746562e-06;1777978892.2300665;0.13202142715454102;0.0;0.0;-0.0;-0.0;-5.8653703914108055;1.7419995570137905;2.892132743602243
2026-05-05_13:01:32:491018;1777978892.4704115;139.20195222121026;-6.372197995631461;0.6960097611060513;-0.05541041735331705;0.6960097611060513;-0.05541041735331705;6.118589076337353;2.852892840606078;-11.179661770676855;-0.1231368883254449;59.90845345;10.719637283333334;0.0;59.90845345;10.719637283333334;0.0;1777978892.4704115;110.84;0.0;0.67;1.504;0.965;163.726;9.375;-7.909;-12.756;59.90850115;10.719670616666667;0.0;-5.3142913792660496;-1.8651364453392354;2.485271312746562e-06;1777978892.362088;0.10832357406616211;0.0;0.0;-0.0;-0.0;-5.8653703914108055;1.7419995570137905;2.857557771120236
2026-05-05_13:01:32:676032;1777978892.6702194;138.1482865184431;-8.395003042564927;0.6907414325922154;-0.07300002645708632;0.6907414325922154;-0.07300002645708632;6.065687044957271;2.8597581787944772;-11.179661770676855;-0.1231368883254449;59.9084531;10.719638266666667;0.0;59.9084531;10.719638266666667;0.0;1777978892.6702194;110.589;0.33751411579630997;0.67;1.504;0.965;163.726;9.375;-7.909;-12.756;59.90850115;10.719670616666667;0.0;-5.353285162265016;-1.8101149392537401;2.501959164735723e-06;1777978892.4704115;0.19980788230895996;0.0;0.0;-0.0;-0.0;-5.826376608411839;1.6869780509282952;2.857557771120236
