;current_time;tau_X;tau_N;controller_X_cmd;controller_N_cmd;PMARMAN_X;PMARMAN_N;distance_to_target;yaw_setpoint;target_north_from_observer;target_east_from_observer;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;north_error;east_error;current_angle
2026-05-05_13:03:24:013770;1777979003.999207;37.780194973944965;-6.596667705686244;0.18890097486972482;-0.057362327875532554;0.18890097486972482;-0.057362327875532554;1.5757169003064522;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.90841445;10.719661016666667;0.0;59.90841445;10.719661016666667;0.0;1777979003.999207;34.271;0.3661155558737113;0.67;1.376;0.589;30.211;0.959;1.834;-2.054;59.90850115;10.719670616666667;0.0;-9.659310273799894;-0.5371599261571081;7.330600729993364e-06;1777979003.8069124;0.19229459762573242;0.0;0.0;0.0;-0.0;-1.5203514968769607;0.41402303783166317;0.5272814203200067
2026-05-05_13:03:24:097561;1777979004.0827343;37.82645762867397;-6.332096893456953;0.18913228814336985;-0.05506171211701698;0.18913228814336985;-0.05506171211701698;1.5757169003064522;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.90841445;10.719661016666667;0.0;59.90841445;10.719661016666667;0.0;1777979004.0827343;27.365;0.0;0.67;1.133;0.816;30.0;-3.881;3.024;-2.658;59.90850115;10.719670616666667;0.0;-9.659310273799894;-0.5371599261571081;7.330600729993364e-06;1777979003.999207;0.0835273265838623;0.0;0.0;0.0;-0.0;-1.5203514968769607;0.41402303783166317;0.5235987755982987
2026-05-05_13:03:24:302322;1777979004.2856052;38.76980614980714;-6.790703637703531;0.1938490307490357;-0.05904959684959592;0.1938490307490357;-0.05904959684959592;1.620454679343572;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.90841495;10.719661683333333;0.0;59.90841495;10.719661683333333;0.0;1777979004.2856052;22.471;0.33046474605516435;0.67;1.133;0.816;30.0;-3.881;3.024;-2.658;59.90850115;10.719670616666667;0.0;-9.603604914054989;-0.49985714594597774;7.2445076479965564e-06;1777979004.0827343;0.20287084579467773;0.0;0.0;0.0;-0.0;-1.5760568566218662;0.37672025762053285;0.5235987755982987
2026-05-05_13:03:24:328270;1777979004.3161583;40.00091975954562;-3.7594208152246265;0.20000459879772808;-0.03269061578456197;0.20000459879772808;-0.03269061578456197;1.672439706611361;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.908415483333336;10.719662166666666;0.0;59.908415483333336;10.719662166666666;0.0;1777979004.3161583;23.406;2.13674609590977;0.67;-1.215;1.906;29.416;-10.674;4.79;-1.064;59.90850115;10.719670616666667;0.0;-9.54418586167918;-0.4728126286028109;7.152818488620483e-06;1777979004.2856052;0.030553102493286133;0.0;0.0;0.0;-0.0;-1.635475908997675;0.34967574027736603;0.5134060527666522
2026-05-05_13:03:24:477490;1777979004.4774902;40.00091975954562;-6.505909145575814;0.20000459879772808;-0.056573123005007074;0.20000459879772808;-0.056573123005007074;1.672439706611361;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.908415483333336;10.719662166666666;0.0;59.908415483333336;10.719662166666666;0.0;1777979004.4774902;27.467;0.0;0.67;-1.215;1.906;29.416;-10.674;4.79;-1.064;59.90850115;10.719670616666667;0.0;-9.54418586167918;-0.4728126286028109;7.152818488620483e-06;1777979004.3161583;0.1613318920135498;0.0;0.0;0.0;-0.0;-1.635475908997675;0.34967574027736603;0.5134060527666522
2026-05-05_13:03:24:538665;1777979004.5264454;41.038589048685985;-5.9657551035802525;0.20519294524342993;-0.051876131335480455;0.20519294524342993;-0.051876131335480455;1.7196822475838793;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.90841596666667;10.719662666666666;0.0;59.90841596666667;10.719662666666666;0.0;1777979004.5264454;33.258;1.2395539746435495;0.67;-2.769;2.568;29.255;-4.026;1.461;-0.344;59.90850115;10.719670616666667;0.0;-9.490337347158823;-0.4448355435302973;7.071770192546012e-06;1777979004.4774902;0.04895520210266113;0.0;0.0;0.0;-0.0;-1.6893244235180322;0.3216986552048524;0.5105960726709409
2026-05-05_13:03:24:634479;1777979004.6344795;41.058484453094515;-6.312277248345209;0.20529242226547256;-0.05488936737691486;0.20529242226547256;-0.05488936737691486;1.7196822475838793;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.90841596666667;10.719662666666666;0.0;59.90841596666667;10.719662666666666;0.0;1777979004.6344795;36.35;0.0;0.67;-2.68;2.337;29.171;3.128;-3.489;-0.863;59.90850115;10.719670616666667;0.0;-9.490337347158823;-0.4448355435302973;7.071770192546012e-06;1777979004.5264454;0.10803413391113281;0.0;0.0;0.0;-0.0;-1.6893244235180322;0.3216986552048524;0.5091299960992659
2026-05-05_13:03:24:738148;1777979004.738149;41.968163373440014;-6.296967139154124;0.20984081686720008;-0.05475623599264456;0.20984081686720008;-0.05475623599264456;1.7616347702611923;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.9084164;10.719663233333334;0.0;59.9084164;10.719663233333334;0.0;1777979004.738149;37.647;0.5571475580292526;0.67;-2.172;1.838;29.085;9.104;-8.253;-1.409;59.90850115;10.719670616666667;0.0;-9.44205936710065;-0.41312818281443664;6.995794349151652e-06;1777979004.6344795;0.10366940498352051;0.0;0.0;0.0;-0.0;-1.7376024035762043;0.28999129448899175;0.5076290129425507
2026-05-05_13:03:24:857551;1777979004.8575513;41.99236113174321;-6.285145196042198;0.20996180565871606;-0.05465343648732346;0.20996180565871606;-0.05465343648732346;1.7616347702611923;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.9084164;10.719663233333334;0.0;59.9084164;10.719663233333334;0.0;1777979004.8564966;39.43;0.0;0.67;-1.396;1.128;28.985;10.424;-9.254;-1.468;59.90850115;10.719670616666667;0.0;-9.44205936710065;-0.41312818281443664;6.995794349151652e-06;1777979004.738149;0.11940240859985352;0.0;0.0;0.0;-0.0;-1.7376024035762043;0.28999129448899175;0.5058836836905565
2026-05-05_13:03:24:981230;1777979004.970531;43.06170724063966;-6.031688393863631;0.21530853620319831;-0.05244946429446636;0.21530853620319831;-0.05244946429446636;1.8094457600997835;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.90841688333333;10.719663866666666;0.0;59.90841688333333;10.719663866666666;0.0;1777979004.970531;41.516;0.5652949662750356;0.67;0.445;-0.372;28.762;11.498;-8.375;-1.249;59.90850115;10.719670616666667;0.0;-9.38821085189822;-0.37769054543975256;6.915141301355732e-06;1777979004.8575513;0.11297965049743652;0.0;0.0;0.0;-0.0;-1.7914509187786347;0.25455365711430766;0.5019915994586093
2026-05-05_13:03:25:092256;1777979005.092256;44.006581542003794;-6.063081055303593;0.22003290771001896;-0.05272244395916168;0.22003290771001896;-0.05272244395916168;1.851970865401819;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.908417316666664;10.719664616666666;0.0;59.908417316666664;10.719664616666666;0.0;1777979005.092256;41.364;0.525510235106901;0.67;1.576;-0.907;28.597;8.36;-2.465;-1.141;59.90850115;10.719670616666667;0.0;-9.339932874070017;-0.3357249248819496;6.842178801313992e-06;1777979004.970531;0.12172508239746094;0.0;0.0;0.0;-0.0;-1.8397288966068377;0.2125880365565047;0.49911180619281836
2026-05-05_13:03:25:210288;1777979005.2087839;44.006581542003794;-6.301757644783444;0.22003290771001896;-0.0547978925633343;0.22003290771001896;-0.0547978925633343;1.851970865401819;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.908417316666664;10.719664616666666;0.0;59.908417316666664;10.719664616666666;0.0;1777979005.2087839;41.13;0.0;0.67;1.576;-0.907;28.597;8.36;-2.465;-1.141;59.90850115;10.719670616666667;0.0;-9.339932874070017;-0.3357249248819496;6.842178801313992e-06;1777979005.092256;0.11652779579162598;0.0;0.0;0.0;-0.0;-1.8397288966068377;0.2125880365565047;0.49911180619281836
2026-05-05_13:03:25:320536;1777979005.3205361;44.05263093836529;-6.002797708481172;0.22026315469182645;-0.05219824094331454;0.22026315469182645;-0.05219824094331454;1.851970865401819;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.908417316666664;10.719664616666666;0.0;59.908417316666664;10.719664616666666;0.0;1777979005.3205361;38.191;0.0;0.67;2.126;-0.34;28.415;0.531;6.535;-1.158;59.90850115;10.719670616666667;0.0;-9.339932874070017;-0.3357249248819496;6.842178801313992e-06;1777979005.2087839;0.11175227165222168;0.0;0.0;0.0;-0.0;-1.8397288966068377;0.2125880365565047;0.4959353069541885
2026-05-05_13:03:25:450078;1777979005.445627;45.02142354232871;-6.031976927865886;0.22510711771164357;-0.05245197328579031;0.22510711771164357;-0.05245197328579031;1.8957850818112463;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.90841775;10.71966535;0.0;59.90841775;10.71966535;0.0;1777979005.445627;28.043;0.5065109641426665;0.67;1.309;1.074;28.274;-7.898;8.931;-0.976;59.90850115;10.719670616666667;0.0;-9.291654894877162;-0.29469187470344615;6.77000709181641e-06;1777979005.3205361;0.1250908374786377;0.0;0.0;0.0;-0.0;-1.888006875799693;0.17155498637800126;0.49347439270887694
2026-05-05_13:03:25:556061;1777979005.5560613;46.15210971256912;-5.9057509298138005;0.2307605485628456;-0.05135435591142435;0.2307605485628456;-0.05135435591142435;1.9467515344678037;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.908418233333336;10.71966595;0.0;59.908418233333336;10.71966595;0.0;1777979005.5554209;24.454;0.5779635931098583;0.67;-0.568;2.055;28.103;-13.03;4.053;-1.099;59.90850115;10.719670616666667;0.0;-9.237806377176552;-0.26111937883250924;6.689725301711746e-06;1777979005.445627;0.11043429374694824;0.0;0.0;0.0;-0.0;-1.941855393500303;0.13798249050706435;0.49048987968796665
2026-05-05_13:03:25:661556;1777979005.6577556;46.166662875661935;-6.050144070087769;0.23083331437830967;-0.05260994843554582;0.23083331437830967;-0.05260994843554582;1.9467515344678037;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.908418233333336;10.71966595;0.0;59.908418233333336;10.71966595;0.0;1777979005.6577556;21.596;0.0;0.67;-1.111;2.146;28.048;-13.288;0.79;-1.422;59.90850115;10.719670616666667;0.0;-9.237806377176552;-0.26111937883250924;6.689725301711746e-06;1777979005.5560613;0.10169434547424316;0.0;0.0;0.0;-0.0;-1.941855393500303;0.13798249050706435;0.4895299485993694
2026-05-05_13:03:25:778018;1777979005.7780182;47.42970238754398;-5.674685352702796;0.2371485119377199;-0.049345090023502576;0.2371485119377199;-0.049345090023502576;2.002492941622732;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.90841875;10.719666433333334;0.0;59.90841875;10.719666433333334;0.0;1777979005.7780182;22.406;0.5288330304431096;0.67;-3.002;1.915;27.774;-9.572;-3.142;-1.816;59.90850115;10.719670616666667;0.0;-9.180244168996353;-0.2340748680215401;6.605829963035603e-06;1777979005.6577556;0.12026262283325195;0.0;0.0;0.0;-0.0;-1.999417601680502;0.1109379796960952;0.48474774644890495
2026-05-05_13:03:25:912307;1777979005.8996136;47.46742918429666;-5.786822129131712;0.2373371459214833;-0.050320192427232284;0.2373371459214833;-0.050320192427232284;2.002492941622732;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.90841875;10.719666433333334;0.0;59.90841875;10.719666433333334;0.0;1777979005.8996136;27.322;0.0;0.67;-3.464;1.564;27.635;-4.383;-4.519;-1.895;59.90850115;10.719670616666667;0.0;-9.180244168996353;-0.2340748680215401;6.605829963035603e-06;1777979005.7780182;0.12159538269042969;0.0;0.0;0.0;-0.0;-1.999417601680502;0.1109379796960952;0.48232173878863316
2026-05-05_13:03:26:003871;1777979005.9935174;48.704326126779286;-5.413047717375959;0.24352163063389642;-0.0470699801510953;0.24352163063389642;-0.0470699801510953;2.056911505044583;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.90841925;10.719666883333334;0.0;59.90841925;10.719666883333334;0.0;1777979005.9935174;40.217;0.6510039164611237;0.67;-2.84;0.843;27.37;8.78;-3.838;-1.753;59.90850115;10.719670616666667;0.0;-9.124538805816005;-0.20889549655996698;6.524956833509066e-06;1777979005.8996136;0.09390377998352051;0.0;0.0;0.0;-0.0;-2.0551229648608498;0.08575860823452208;0.47769661627084803
2026-05-05_13:03:26:147820;1777979006.1345012;48.704326126779286;-5.854782982232088;0.24352163063389642;-0.05091115636723555;0.24352163063389642;-0.05091115636723555;2.056911505044583;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.90841925;10.719666883333334;0.0;59.90841925;10.719666883333334;0.0;1777979006.1170242;43.42;0.0;0.67;-2.84;0.843;27.37;8.78;-3.838;-1.753;59.90850115;10.719670616666667;0.0;-9.124538805816005;-0.20889549655996698;6.524956833509066e-06;1777979005.9935174;0.14098381996154785;0.0;0.0;0.0;-0.0;-2.0551229648608498;0.08575860823452208;0.47769661627084803
2026-05-05_13:03:26:273207;1777979006.2631125;49.897718990209476;-5.259575543073407;0.2494885949510474;-0.045735439504986146;0.2494885949510474;-0.045735439504986146;2.107784069689983;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.908419716666664;10.719667466666667;0.0;59.908419716666664;10.719667466666667;0.0;1777979006.2631125;43.56;0.42021210098262524;0.67;0.193;0.615;27.003;17.169;0.836;-1.864;59.90850115;10.719670616666667;0.0;-9.072547134545674;-0.17625557280302573;6.450097523202913e-06;1777979006.1345012;0.12861132621765137;0.0;0.0;0.0;-0.0;-2.1071146361311808;0.053118684477580835;0.4712912579160289
2026-05-05_13:03:26:380834;1777979006.3687823;51.057074238338;-4.759093559338676;0.25528537119169;-0.04138342225511892;0.25528537119169;-0.04138342225511892;2.155444003391106;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.90842015;10.71966815;0.0;59.90842015;10.71966815;0.0;1777979006.3687823;31.177;0.5828058227429692;0.67;2.613;1.185;26.531;7.136;3.335;-2.6;59.90850115;10.719670616666667;0.0;-9.024269152673739;-0.1380202351383335;6.379478290963192e-06;1777979006.2631125;0.10566973686218262;0.0;0.0;0.0;-0.0;-2.155392618003116;0.01488334681288861;0.46305330384661536
2026-05-05_13:03:26:483719;1777979006.4837196;51.120898399318065;-5.003835959346706;0.2556044919965903;-0.04351161703779744;0.2556044919965903;-0.04351161703779744;2.155444003391106;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.90842015;10.71966815;0.0;59.90842015;10.71966815;0.0;1777979006.4837196;19.807;0.0;0.67;2.742;1.433;26.311;0.282;2.79;-2.833;59.90850115;10.719670616666667;0.0;-9.024269152673739;-0.1380202351383335;6.379478290963192e-06;1777979006.3687823;0.11493730545043945;0.0;0.0;0.0;-0.0;-2.155392618003116;0.01488334681288861;0.4592135794922281
2026-05-05_13:03:26:622854;1777979006.6020043;52.34067966673008;-4.6841601300047975;0.2617033983336504;-0.04073182721743302;0.2617033983336504;-0.04073182721743302;2.2074414928166544;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.90842061666667;10.7196687;0.0;59.90842061666667;10.7196687;0.0;1777979006.6020043;14.516;0.5107766295076437;0.67;1.947;1.629;25.974;-9.088;0.875;-2.614;59.90850115;10.719670616666667;0.0;-8.97227748006395;-0.10724545151253428;6.3064715649652214e-06;1777979006.4837196;0.11828470230102539;0.0;0.0;0.0;-0.0;-2.2073842906129055;-0.01589143681291061;0.4533318199130072
2026-05-05_13:03:26:714558;1777979006.7052348;53.701702188941674;-4.615473704355238;0.26850851094470835;-0.040134553950915114;0.26850851094470835;-0.040134553950915114;2.2670665223639874;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.90842115;10.719669033333334;0.0;59.90842115;10.719669033333334;0.0;1777979006.7052348;20.824;0.6032868672652756;0.67;0.34;1.553;25.729;-14.484;-1.341;-1.545;59.90850115;10.719670616666667;0.0;-8.91285842447943;-0.08859406719429708;6.224176540836623e-06;1777979006.6020043;0.10323047637939453;0.0;0.0;0.0;-0.0;-2.2668033461974257;-0.034542821131147816;0.4490557632456209
2026-05-05_13:03:26:845555;1777979006.8071032;53.73541872476174;-4.745039070187413;0.2686770936238087;-0.04126120930597751;0.2686770936238087;-0.04126120930597751;2.2670665223639874;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.90842115;10.719669033333334;0.0;59.90842115;10.719669033333334;0.0;1777979006.8071032;27.119;0.0;0.67;-1.445;1.272;25.618;-14.209;-2.601;-0.599;59.90850115;10.719670616666667;0.0;-8.91285842447943;-0.08859406719429708;6.224176540836623e-06;1777979006.7052348;0.1018683910369873;0.0;0.0;0.0;-0.0;-2.2668033461974257;-0.034542821131147816;0.44711844777590715
2026-05-05_13:03:26:927741;1777979006.9234746;54.9879486683238;-4.922324403032104;0.274939743341619;-0.04280282089593134;0.274939743341619;-0.04280282089593134;2.324995687849156;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.90842166666667;10.719669383333333;0.0;59.90842166666667;10.719669383333333;0.0;1777979006.9174259;32.481;0.5511327538275853;0.67;-1.445;1.272;25.618;-14.209;-2.601;-0.599;59.90850115;10.719670616666667;0.0;-8.855296214042582;-0.0690101144569164;6.142665280428616e-06;1777979006.8071032;0.11637139320373535;0.0;0.0;0.0;-0.0;-2.324365556634273;-0.05412677386852849;0.44711844777590715
2026-05-05_13:03:27:019091;1777979007.0190916;55.02182944420969;-4.712697283704566;0.27510914722104846;-0.0409799763800397;0.27510914722104846;-0.0409799763800397;2.324995687849156;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.90842166666667;10.719669383333333;0.0;59.90842166666667;10.719669383333333;0.0;1777979007.0190916;37.333;0.0;0.67;-2.956;0.737;25.509;-1.894;-2.406;-0.86;59.90850115;10.719670616666667;0.0;-8.855296214042582;-0.0690101144569164;6.142665280428616e-06;1777979006.9234746;0.09561705589294434;0.0;0.0;0.0;-0.0;-2.324365556634273;-0.05412677386852849;0.4452160388912336
2026-05-05_13:03:27:145969;1777979007.1307359;56.203201373433636;-4.666633855130154;0.28101600686716816;-0.040579424827218734;0.28101600686716816;-0.040579424827218734;2.3778402967131065;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.90842213333333;10.719669916666668;0.0;59.90842213333333;10.719669916666668;0.0;1777979007.1307359;38.37;0.536950166387389;0.67;-2.731;0.558;25.389;4.183;-2.092;-1.687;59.90850115;10.719670616666667;0.0;-8.803304540366472;-0.03916790223987032;6.071352858683099e-06;1777979007.0190916;0.11164426803588867;0.0;0.0;0.0;-0.0;-2.376357230310383;-0.08396898608557457;0.44312164378884056
2026-05-05_13:03:27:242671;1777979007.2404978;56.203201373433636;-4.838670092900577;0.28101600686716816;-0.04207539211217893;0.28101600686716816;-0.04207539211217893;2.3778402967131065;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.90842213333333;10.719669916666668;0.0;59.90842213333333;10.719669916666668;0.0;1777979007.2404978;37.756;0.0;0.67;-2.731;0.558;25.389;4.183;-2.092;-1.687;59.90850115;10.719670616666667;0.0;-8.803304540366472;-0.03916790223987032;6.071352858683099e-06;1777979007.1307359;0.10976195335388184;0.0;0.0;0.0;-0.0;-2.376357230310383;-0.08396898608557457;0.44312164378884056
2026-05-05_13:03:27:444089;1777979007.4296284;57.726717289794905;-3.4736908457549154;0.2886335864489745;-0.03020600735439057;0.2886335864489745;-0.03020600735439057;2.4331834091728837;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.90842261666667;10.719670566666666;0.0;59.90842261666667;10.719670566666666;0.0;1777979007.4296284;30.882;0.34357439835429204;0.67;0.654;0.19;24.385;10.377;0.01;-3.156;59.90850115;10.719670616666667;0.0;-8.749456021326715;-0.002797707259174498;5.9961526504004325e-06;1777979007.2404978;0.18913054466247559;0.0;0.0;0.0;-0.0;-2.43020574935014;-0.1203391810662704;0.4255985380988174
2026-05-05_13:03:27:529665;1777979007.5271578;59.06688591095676;-3.7023522577211527;0.29533442955478384;-0.032194367458444804;0.29533442955478384;-0.032194367458444804;2.4909044627984294;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.90842311666667;10.719671233333333;0.0;59.90842311666667;10.719671233333333;0.0;1777979007.5271578;26.543;0.687399369944621;0.67;1.231;0.279;24.133;6.472;1.348;-3.02;59.90850115;10.719670616666667;0.0;-8.693750657965161;0.034505055603317514;5.920766489087015e-06;1777979007.4296284;0.09752941131591797;0.0;0.0;0.0;-0.0;-2.485911112711694;-0.1576419439287624;0.42120030838379163
2026-05-05_13:03:27:654749;1777979007.6482613;59.18641681786535;-3.424343034650176;0.29593208408932675;-0.029776895953479793;0.29593208408932675;-0.029776895953479793;2.4909044627984294;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.90842311666667;10.719671233333333;0.0;59.90842311666667;10.719671233333333;0.0;1777979007.6482613;20.004;0.0;0.67;1.424;0.626;23.772;-0.42;3.435;-2.997;59.90850115;10.719670616666667;0.0;-8.693750657965161;0.034505055603317514;5.920766489087015e-06;1777979007.5271578;0.12110352516174316;0.0;0.0;0.0;-0.0;-2.485911112711694;-0.1576419439287624;0.4148996697840919
2026-05-05_13:03:27:766335;1777979007.7663352;60.727095264835576;-3.411916867339922;0.30363547632417787;-0.029668842324694973;0.30363547632417787;-0.029668842324694973;2.557713022120166;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.9084237;10.71967175;0.0;59.9084237;10.71967175;0.0;1777979007.7663352;16.451;0.6024154110528168;0.67;1.104;0.959;23.533;-4.672;4.211;-2.917;59.90850115;10.719670616666667;0.0;-8.628761065049932;0.06341469584134596;5.832908483327515e-06;1777979007.6482613;0.11807394027709961;0.0;0.0;0.0;-0.0;-2.5509007056269226;-0.18655158416679085;0.4107283328718254
2026-05-05_13:03:27:880970;1777979007.8741987;60.885537173664815;1.3071221943814624;0.3044276858683241;0.01136627995114315;0.3044276858683241;0.01136627995114315;2.557713022120166;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.9084237;10.71967175;0.0;59.9084237;10.71967175;0.0;1777979007.8741987;12.762;0.0;0.67;-0.32;1.626;23.066;-10.263;3.833;-2.749;59.90850115;10.719670616666667;0.0;-8.628761065049932;0.06341469584134596;5.832908483327515e-06;1777979007.7663352;0.1078634262084961;0.0;0.0;0.0;-0.0;-2.5509007056269226;-0.18655158416679085;0.40257764526501205
2026-05-05_13:03:27:986270;1777979007.9862704;62.46447143408586;0.0;0.3123223571704293;0.0;0.3123223571704293;0.0;2.62969982999175;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.908424333333336;10.719672133333333;0.0;59.908424333333336;10.719672133333333;0.0;1777979007.9862704;12.667;0.6580443982034582;0.67;-0.32;1.626;23.066;-10.263;3.833;-2.749;59.90850115;10.719670616666667;0.0;-8.558200934277387;0.08486378254472471;5.738716265302202e-06;1777979007.8741987;0.11207175254821777;0.0;0.0;0.0;-0.0;-2.621460836399468;-0.2080006708701696;0.40257764526501205
2026-05-05_13:03:28:104513;1777979008.1045136;62.63154715744537;0.0;0.31315773578722683;0.0;0.31315773578722683;0.0;2.62969982999175;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.908424333333336;10.719672133333333;0.0;59.908424333333336;10.719672133333333;0.0;1777979008.1045136;13.508;0.0;0.67;-1.972;2.106;22.586;-9.132;2.737;-2.915;59.90850115;10.719670616666667;0.0;-8.558200934277387;0.08486378254472471;5.738716265302202e-06;1777979007.9862704;0.11824321746826172;0.0;0.0;0.0;-0.0;-2.621460836399468;-0.2080006708701696;0.39420006485543935
2026-05-05_13:03:28:225754;1777979008.2257543;63.998242539584425;0.0;0.31999121269792213;0.0;0.31999121269792213;0.0;2.695916390447731;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.90842491666667;10.719672450000001;0.0;59.90842491666667;10.719672450000001;0.0;1777979008.2257543;21.412;0.555603693209243;0.67;-2.651;2.383;22.209;-3.395;2.296;-2.916;59.90850115;10.719670616666667;0.0;-8.493211343019404;0.1025825924993573;5.652050702131817e-06;1777979008.1045136;0.12124061584472656;0.0;0.0;0.0;-0.0;-2.6864504276574515;-0.2257194808248022;0.3876201735754208
2026-05-05_13:03:28:352246;1777979008.3307018;65.3236852217888;0.0;0.32661842610894404;0.0;0.32661842610894404;0.0;2.7644525337328156;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.90842551666667;10.71967285;0.0;59.90842551666667;10.71967285;0.0;1777979008.3307018;33.063;0.6717055606850757;0.67;-1.765;2.649;21.716;9.573;0.423;-1.587;59.90850115;10.719670616666667;0.0;-8.42636490364731;0.12496424683333074;5.563091194371594e-06;1777979008.2257543;0.10494756698608398;0.0;0.0;0.0;-0.0;-2.7532968670295457;-0.24810113515877563;0.37901570036308874
2026-05-05_13:03:28:443276;1777979008.442799;65.30728073285329;0.0;0.32653640366426645;0.0;0.32653640366426645;0.0;2.7644525337328156;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.90842551666667;10.71967285;0.0;59.90842551666667;10.71967285;0.0;1777979008.4419572;41.754;0.0;0.67;-1.31;2.624;21.671;11.408;-0.509;-1.117;59.90850115;10.719670616666667;0.0;-8.42636490364731;0.12496424683333074;5.563091194371594e-06;1777979008.3307018;0.11209726333618164;0.0;0.0;0.0;-0.0;-2.7532968670295457;-0.24810113515877563;0.37823030219969134
2026-05-05_13:03:28:667212;1777979008.6594312;66.61433585274791;0.0;0.3330716792637396;0.0;0.3330716792637396;0.0;2.8250300909188732;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.908426033333335;10.719673466666666;0.0;59.908426033333335;10.719673466666666;0.0;1777979008.6594312;42.601;0.3085973580768245;0.67;0.878;2.006;21.619;13.855;-5.852;0.221;59.90850115;10.719670616666667;0.0;-8.368802692336272;0.15946929757187145;5.488544866594225e-06;1777979008.442799;0.21663212776184082;0.0;0.0;0.0;-0.0;-2.8108590783405827;-0.28260618589731634;0.377322730988654
2026-05-05_13:03:28:754319;1777979008.7543194;67.94631608516865;0.0;0.3397315804258432;0.0;0.3397315804258432;0.0;2.887041996588983;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.90842655;10.719674266666667;0.0;59.90842655;10.719674266666667;0.0;1777979008.7543194;28.63;0.7684713781474256;0.67;2.376;0.197;21.552;1.949;-10.018;-0.331;59.90850115;10.719670616666667;0.0;-8.31124047941048;0.2042326060967552;5.4149342578746484e-06;1777979008.6594312;0.09488821029663086;0.0;0.0;0.0;-0.0;-2.8684212912663742;-0.3273694944222001;0.37615336038981795
2026-05-05_13:03:28:862261;1777979008.8428943;67.94631608516865;0.0;0.3397315804258432;0.0;0.3397315804258432;0.0;2.887041996588983;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.90842655;10.719674266666667;0.0;59.90842655;10.719674266666667;0.0;1777979008.8268774;24.64;0.0;0.67;2.376;0.197;21.552;1.949;-10.018;-0.331;59.90850115;10.719670616666667;0.0;-8.31124047941048;0.2042326060967552;5.4149342578746484e-06;1777979008.7543194;0.08857488632202148;0.0;0.0;0.0;-0.0;-2.8684212912663742;-0.3273694944222001;0.37615336038981795
2026-05-05_13:03:28:937007;1777979008.9281015;67.8772421065334;2.6413413788233244;0.339386210532667;0.022968185902811515;0.339386210532667;0.022968185902811515;2.887041996588983;0.3931044980769314;-11.179661770676855;-0.1231368883254449;59.90842655;10.719674266666667;0.0;59.90842655;10.719674266666667;0.0;1777979008.9260957;15.753;0.0;0.67;1.71;-0.806;21.37;-8.558;-7.243;-1.351;59.90850115;10.719670616666667;0.0;-8.31124047941048;0.2042326060967552;5.4149342578746484e-06;1777979008.8428943;0.08520722389221191;0.0;0.0;0.0;-0.0;-2.8684212912663742;-0.3273694944222001;0.3729768611511881
