;current_time;tau_X;tau_N;controller_X_cmd;controller_N_cmd;PMARMAN_X;PMARMAN_N;distance_to_target;yaw_setpoint;target_north_from_observer;target_east_from_observer;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;yaw_rad;yaw_deg_wrapped;speed_surge;speed_sway;north_error;east_error;current_angle;heading_error;yaw_setpoint_deg;current_angle_deg;heading_error_deg
2026-05-12_12:13:01:814067;1778580781.8140671;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.90857153333333;10.719802783333334;0.0;59.90857153333333;10.719802783333334;0.0;1778580781.8140671;-41.519;0.4952388500713611;0.0;0.239;1.621;94.091;-7.723;1.513;-3.018;59.908571216666665;10.719803116666666;0.0;0.035280066788134404;-0.018651298163439186;-8.697792833189943e-11;1778580781.7334862;0.0805809497833252;0.0;0.0;1.6421977464939843;94.09099999999998;0.0;-0.0;;;;;;;
2026-05-12_12:13:06:241887;1778580785.227932;60.76812741066436;48.18519783826813;0.3038406370533218;0.41900172033276634;0.3038406370533218;0.41900172033276634;11.214392624688607;2.1077036354354366;-5.700667665283426;9.61781618508027;59.90857473333333;10.719796666666667;0.0;59.90857473333333;10.719796666666667;0.0;1778580785.227932;-80.667;0.0;0.33;-1.645;1.637;83.195;5.598;0.906;-0.812;59.908574566666665;10.719797116666667;0.0;0.018568455641870325;-0.02517925010846272;-1.5435349005887833e-10;1778580785.0961854;0.13174653053283691;0.0;0.0;1.4520266711966823;83.195;0.0;0.0;-5.73594773207156;9.63646748324371;1.6421977464939843;0.4655058889414523;120.76252277483083;94.09099999999998;26.671522774830837
2026-05-12_12:13:06:300861;1778580786.241887;55.61965263222862;50.965373933588296;0.2780982631611431;0.4431771646398982;0.2780982631611431;0.4431771646398982;11.211468359227858;2.106124972634367;-5.700667665283426;9.61781618508027;59.9085754;10.719795233333333;0.0;59.9085754;10.719795233333333;0.0;1778580786.241887;-55.211;0.10780581583309193;0.33;-2.242;0.644;80.922;-5.414;0.34;-0.83;59.908574566666665;10.719797116666667;0.0;0.09284227863849229;-0.1053798226556033;1.6296942823013083e-09;1778580785.227932;1.0139551162719727;0.0732515885611445;-0.0790967679536107;1.4123553372988518;80.92200000000003;-0.06654848217186733;-0.08481387532744385;-5.719236120925296;9.642995435188734;1.4520266711966823;0.6540983014376849;120.67207205905524;83.195;37.47707205905525
2026-05-12_12:13:06:414420;1778580786.345632;54.59466940058733;51.51886407413709;0.27297334700293663;0.4479901223838008;0.27297334700293663;0.4479901223838008;11.318361103762902;2.108154488324381;-5.700667665283426;9.61781618508027;59.9085754;10.719795233333333;0.0;59.9085754;10.719795233333333;0.0;1778580786.345632;-74.015;0.0;0.33;-2.276;1.125;80.72;3.216;4.527;-1.331;59.908574566666665;10.719797116666667;0.0;0.09284227863849229;-0.1053798226556033;1.6296942823013083e-09;1778580786.241887;0.1037449836730957;0.0;0.0;1.408829772209823;80.72000000000001;0.0;0.0;-5.793509943921918;9.723196007735874;1.4123553372988518;0.695799151025529;120.7883547425486;80.92200000000003;39.86635474254858
2026-05-12_12:13:06:529236;1778580786.4586823;53.801042211387404;51.94742283296289;0.26900521105693703;0.45171672028663384;0.26900521105693703;0.45171672028663384;11.318361103762902;2.108154488324381;-5.700667665283426;9.61781618508027;59.9085754;10.719795233333333;0.0;59.9085754;10.719795233333333;0.0;1778580786.4586823;-95.151;0.0;0.33;-1.747;1.581;80.559;7.67;5.98;-1.811;59.908574566666665;10.719797116666667;0.0;0.09284227863849229;-0.1053798226556033;1.6296942823013083e-09;1778580786.345632;0.11305022239685059;0.0;0.0;1.4060197921141118;80.559;0.0;0.0;-5.793509943921918;9.723196007735874;1.408829772209823;0.6993247161145577;120.7883547425486;80.72000000000001;40.068354742548586
2026-05-12_12:13:06:650677;1778580786.5807881;53.2112405501752;52.26591663605238;0.266056202750876;0.4544862316178468;0.266056202750876;0.4544862316178468;11.318361103762902;2.108154488324381;-5.700667665283426;9.61781618508027;59.90857548333334;10.719795;0.0;59.90857548333334;10.719795;0.0;1778580786.5807881;-103.459;0.13120103709066896;0.33;-0.508;2.245;80.284;11.266;4.907;-2.148;59.908574566666665;10.719797116666667;0.0;0.1021265075340632;-0.1184357296828537;1.6370513972185918e-09;1778580786.4586823;0.12210583686828613;0.07603427595017986;-0.10692287414019047;1.401220136671128;80.28400000000003;-0.0925573163145072;-0.09298846880298314;-5.793509943921918;9.723196007735874;1.4060197921141118;0.702134696210269;120.7883547425486;80.559;40.229354742548615
2026-05-12_12:13:06:761268;1778580786.6907864;52.777493630526806;52.500139425168;0.26388746815263403;0.4565229515232;0.26388746815263403;0.4565229515232;11.33432933877489;2.108268552575254;-5.700667665283426;9.61781618508027;59.9085755;10.719794716666666;0.0;59.9085755;10.719794716666666;0.0;1778580786.6907864;-91.604;0.1451111790207113;0.33;1.315;2.041;79.843;6.411;-5.626;-2.029;59.908574566666665;10.719797116666667;0.0;0.1039833539533106;-0.1342893311895583;1.3636320753129816e-09;1778580786.5807881;0.10999822616577148;0.01688069420727802;-0.1441259742026442;1.393523234669832;79.84299999999998;-0.13889042137140406;-0.04203219156854329;-5.802794172817489;9.736251914763125;1.401220136671128;0.7070484159041257;120.79489014271695;80.28400000000003;40.51089014271692
2026-05-12_12:13:06:870961;1778580786.8039963;51.71255709136238;53.075204447768115;0.2585627854568119;0.461523516937114;0.2585627854568119;0.461523516937114;11.34890018704837;2.107693918215496;-5.700667665283426;9.61781618508027;59.9085755;10.719794716666666;0.0;59.9085755;10.719794716666666;0.0;1778580786.8039963;-32.66;0.0;0.33;1.527;1.331;79.646;1.823;-9.758;-2.174;59.908574566666665;10.719797116666667;0.0;0.1039833539533106;-0.1342893311895583;1.3636320753129816e-09;1778580786.6907864;0.11320996284484863;0.0;0.0;1.3900849360434036;79.64599999999999;0.0;0.0;-5.804651019236736;9.752105516269829;1.393523234669832;0.7141706835456638;120.76196601913962;79.84299999999998;40.918966019139646
2026-05-12_12:13:06:985822;1778580786.9321785;51.088944137658196;53.41195607850686;0.255444720688291;0.4644517919870162;0.255444720688291;0.4644517919870162;11.34890018704837;2.107693918215496;-5.700667665283426;9.61781618508027;59.908575533333334;10.71979445;0.0;59.908575533333334;10.71979445;0.0;1778580786.9321785;-21.132;0.11995617076713477;0.33;1.155;-0.052;79.303;-4.973;-11.847;-2.591;59.908574566666665;10.719797116666667;0.0;0.10769704499652909;-0.14921036786723635;3.0056421518320775e-09;1778580786.8039963;0.12818217277526855;0.028971977637868598;-0.11640492866225555;1.3840984567090633;79.30300000000001;-0.10900446552749156;-0.050075037695241575;-5.804651019236736;9.752105516269829;1.3900849360434036;0.7176089821720923;120.76196601913962;79.64599999999999;41.11596601913963
2026-05-12_12:13:07:120735;1778580787.0559666;50.41376598502077;53.77655157389134;0.2520688299251038;0.4676221875990551;0.2520688299251038;0.4676221875990551;11.363622146728005;2.10730315129298;-5.700667665283426;9.61781618508027;59.908575533333334;10.71979445;0.0;59.908575533333334;10.71979445;0.0;1778580787.0559666;-17.354;0.0;0.33;0.876;-0.489;79.183;-6.783;-11.086;-2.708;59.908574566666665;10.719797116666667;0.0;0.10769704499652909;-0.14921036786723635;3.0056421518320775e-09;1778580786.9321785;0.12378811836242676;0.0;0.0;1.3820040616066702;79.18300000000002;0.0;0.0;-5.808364710279955;9.767026552947508;1.3840984567090633;0.7232046945839166;120.73957672370614;79.30300000000001;41.436576723706125
