;current_time;tau_X;tau_N;controller_X_cmd;controller_N_cmd;PMARMAN_X;PMARMAN_N;distance_to_target;yaw_setpoint;target_north_from_observer;target_east_from_observer;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;yaw_rad;yaw_deg_wrapped;speed_surge;speed_sway;north_error;east_error;current_angle;heading_error;yaw_setpoint_deg;current_angle_deg;heading_error_deg
2026-05-05_15:04:57:801415;1777986297.7193363;146.8458470264947;1.7029694735381664;0.7342292351324735;0.014808430204679708;0.7342292351324735;0.014808430204679708;11.1746155140925;-2.908255452148541;-10.728808160681307;-3.1452623819481556;59.90848411666666;10.719556766666667;0.0;59.90848411666666;10.719556766666667;0.0;1777986297.7193363;-92.001;0.25717650940549447;0.57;0.564;2.016;-173.61;1.589;5.811;4.147;59.90848283333333;10.719567383333333;0.0;0.14297715218256313;-0.5940454098711059;2.9289490895145764e-08;1777986297.59242;0.12691617012023926;4.2604138030296754e-08;-0.2571765094054895;-3.0300661143873557;-173.61;0.028622542079384833;0.25557876882657427;-10.871785307456717;-2.5838568296956863;-3.039176733082766;0.13092128093422506;-166.63076315402233;-174.132;7.501236845977667
2026-05-05_15:04:57:915547;1777986297.8245366;131.36738439398934;10.061297187181433;0.6568369219699467;0.08748954075809942;0.6568369219699467;0.08748954075809942;11.16711350025675;-2.911099102568799;-10.728808160681307;-3.1452623819481556;59.90848405;10.7195561;0.0;59.90848405;10.7195561;0.0;1777986297.8245366;-95.608;0.3615479056484115;0.57;0.623;2.877;-173.217;-0.185;7.585;2.955;59.90848283333333;10.719567383333333;0.0;0.13554977681127414;-0.6313481057344048;3.092188095160653e-08;1777986297.7193363;0.10520029067993164;-0.07060223240149142;-0.35458738395306466;-3.023206970427018;-173.217;0.11198814223919562;0.3437667000693435;-10.87178531286387;-2.5512169720770497;-3.0300661143873557;0.11896701181855684;-166.79369232151373;-173.61;6.816307678486292
2026-05-05_15:04:58:034598;1777986297.927847;149.9989425917941;0.0003127758949421581;0.7499947129589706;2.7197903908013748e-06;0.7499947129589706;2.7197903908013748e-06;11.151414187541837;-2.914203586993056;-10.728808160681307;-3.1452623819481556;59.90848405;10.7195561;0.0;59.90848405;10.7195561;0.0;1777986297.927847;-111.206;0.0;0.57;0.521;3.473;-173.015;-1.558;7.324;2.501;59.90848283333333;10.719567383333333;0.0;0.13554977681127414;-0.6313481057344048;3.092188095160653e-08;1777986297.8245366;0.10331034660339355;0.0;0.0;-3.0196814053379892;-173.01500000000001;-0.0;0.0;-10.864357937492581;-2.5139142762137507;-3.023206970427018;0.10900338343396188;-166.97156617658777;-173.217;6.24543382341225
2026-05-05_15:04:58:155282;1777986298.0372458;128.68899612222592;11.507746992058427;0.6434449806111295;0.10006736514833416;0.6434449806111295;0.10006736514833416;11.151414187541837;-2.914203586993056;-10.728808160681307;-3.1452623819481556;59.908483933333336;10.719555366666667;0.0;59.908483933333336;10.719555366666667;0.0;1777986298.0372458;-129.8;0.39344494283639403;0.57;0.322;3.949;-172.837;-2.712;5.482;2.316;59.90848283333333;10.719567383333333;0.0;0.12255186617399992;-0.6723810721345166;3.6456506237458886e-08;1777986297.927847;0.10939884185791016;-0.11881214112080107;-0.3750767896922198;-3.016574719269439;-172.837;0.16465413659015704;0.35733449084475566;-10.864357937492581;-2.5139142762137507;-3.0196814053379892;0.1054778183449332;-166.97156617658777;-173.01500000000001;6.043433823412242
2026-05-05_15:04:58:255907;1777986298.1572893;149.99915443197855;0.0001437023197366761;0.7499957721598928;1.2495853890145748e-06;0.7499957721598928;1.2495853890145748e-06;11.129562273731112;-2.9175322532584747;-10.728808160681307;-3.1452623819481556;59.908483933333336;10.719555366666667;0.0;59.908483933333336;10.719555366666667;0.0;1777986298.1572893;-139.624;0.0;0.57;-0.168;4.224;-172.53;-4.604;0.652;2.883;59.90848283333333;10.719567383333333;0.0;0.12255186617399992;-0.6723810721345166;3.6456506237458886e-08;1777986298.0372458;0.12004351615905762;0.0;0.0;-3.011216558465817;-172.53;-0.0;0.0;-10.851360026855307;-2.472881309813639;-3.016574719269439;0.09904246601096434;-167.16228470500383;-172.837;5.674715294996163
2026-05-05_15:04:58:386307;1777986298.264115;125.70083996087631;13.121347763274283;0.6285041998043815;0.11409867620238506;0.6285041998043815;0.11409867620238506;11.129562273731112;-2.9175322532584747;-10.728808160681307;-3.1452623819481556;59.90848356666667;10.719554533333334;0.0;59.90848356666667;10.719554533333334;0.0;1777986298.2631154;-150.698;0.5857885824446442;0.57;-1.214;3.584;-171.815;-5.543;-4.32;4.081;59.90848283333333;10.719567383333333;0.0;0.08170127402799593;-0.7190094483878319;4.020260864490144e-08;1777986298.1572893;0.1068258285522461;-0.3824037004873301;-0.4364897224317844;-2.9987374543140572;-171.815;0.44065131650851463;0.37760069543671754;-10.851360026855307;-2.472881309813639;-3.011216558465817;0.09368430520734217;-167.16228470500383;-172.53;5.367715294996187
2026-05-05_15:04:58:492370;1777986298.3884454;149.98493959243794;-0.0033890864502482895;0.7499246979621897;-2.947031695868078e-05;0.7499246979621897;-2.947031695868078e-05;11.079432184708246;-2.9208163817769393;-10.728808160681307;-3.1452623819481556;59.90848356666667;10.719554533333334;0.0;59.90848356666667;10.719554533333334;0.0;1777986298.3877282;-154.406;0.0;0.57;-1.609;3.353;-171.47;-4.941;-2.395;4.436;59.90848283333333;10.719567383333333;0.0;0.08170127402799593;-0.7190094483878319;4.020260864490144e-08;1777986298.264115;0.12433028221130371;0.0;0.0;-2.9927160683946767;-171.47;-0.0;0.0;-10.810509434709303;-2.4262529335603236;-2.9987374543140572;0.077921072537118;-167.3504514084904;-171.815;4.464548591509607
2026-05-05_15:04:58:612919;1777986298.4953547;63.35523576516941;46.78796438958003;0.3167761788258471;0.4068518642572177;0.3167761788258471;0.4068518642572177;11.079432184708246;-2.9208163817769393;-10.728808160681307;-3.1452623819481556;59.90848258333333;10.719553483333334;0.0;59.90848258333333;10.719553483333334;0.0;1777986298.4953547;-159.845;1.1550451964432624;0.57;-2.064;3.556;-170.991;-3.552;3.43;4.003;59.90848283333333;10.719567383333333;0.0;-0.02785259991573406;-0.7777612161840431;4.764592978663551e-08;1777986298.3884454;0.10690927505493164;-1.0247368517599573;-0.549547901863741;-2.984355941277624;-170.991;1.0981489386432446;0.3823054019425626;-10.810509434709303;-2.4262529335603236;-2.9927160683946767;0.07189968661773749;-167.3504514084904;-171.47;4.119548591509603
2026-05-05_15:04:58:735913;1777986298.6149225;149.9990336695382;-0.0002523278779594093;0.749995168347691;-2.1941554605166023e-06;0.749995168347691;-2.1941554605166023e-06;10.959722244809587;-2.923857963818828;-10.728808160681307;-3.1452623819481556;59.90848258333333;10.719553483333334;0.0;59.90848258333333;10.719553483333334;0.0;1777986298.6149225;-161.288;0.0;0.57;-2.064;3.556;-170.991;-3.552;3.43;4.003;59.90848283333333;10.719567383333333;0.0;-0.02785259991573406;-0.7777612161840431;4.764592978663551e-08;1777986298.4953547;0.11956787109375;0.0;0.0;-2.984355941277624;-170.991;-0.0;0.0;-10.700955560765573;-2.3675011657641125;-2.984355941277624;0.06049797745879637;-167.5247212225334;-170.991;3.4662787774666213
2026-05-05_15:04:58:831887;1777986298.736915;27.307402192527846;66.25380574716554;0.13653701096263923;0.5761200499753526;0.13653701096263923;0.5761200499753526;10.959722244809587;-2.923857963818828;-10.728808160681307;-3.1452623819481556;59.90848095;10.719552283333334;0.0;59.90848095;10.719552283333334;0.0;1777986298.736915;-164.398;1.5899610588952682;0.57;-2.132;5.347;-170.533;2.219;7.997;1.27;59.90848283333333;10.719567383333333;0.0;-0.20982344552356624;-0.8449061109645811;5.941536275477777e-08;1777986298.6149225;0.12199258804321289;-1.4916549318830212;-0.5504014289520076;-2.9763623333034896;-170.533;1.561869097534686;0.297558550489712;-10.700955560765573;-2.3675011657641125;-2.984355941277624;0.06049797745879637;-167.5247212225334;-170.991;3.4662787774666213
