;current_time;tau_X;tau_N;controller_X_cmd;controller_N_cmd;PMARMAN_X;PMARMAN_N;distance_to_target;yaw_setpoint;target_north_from_observer;target_east_from_observer;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;yaw_rad;yaw_deg_wrapped;speed_surge;speed_sway;north_error;east_error;current_angle;heading_error;yaw_setpoint_deg;current_angle_deg;heading_error_deg;drl_x_rel;drl_y_rel;drl_yaw_rel;drl_distance_to_target
2026-05-12_14:51:35:109190;1778590295.1091902;-150.0;54.406587534937366;-0.75;0.4731007611733684;-0.75;0.4731007611733684;8.389244864748488;2.1956420774306444;-8.615595220941367;5.896737995611828;59.90851336666667;10.719714066666667;0.0;59.90851336666667;10.719714066666667;0.0;1778590295.1091902;161.987;0.0;0.14;-1.516;-1.401;160.581;2.02;-7.156;0.0;59.90854665;10.719730283333334;0.0;-3.7081204021544547;-0.9073872460104349;1.1410377100951052e-06;1778590294.975741;0.13344931602478027;0.0;0.0;2.8026671661450138;160.58099999999996;0.0;-0.0;-4.907474818786913;6.8041252416222635;2.8026671661450138;-0.6070250887143693;125.80102435811223;160.58099999999996;-34.779975641887745;-4.907474818786913;6.8041252416222635;-0.6070250887143693;8.389244864748488
2026-05-12_14:51:35:420960;1778590295.4189618;-150.0;36.55404400003367;-0.75;0.31786125217420585;-0.75;0.31786125217420585;8.03911820402119;2.180110756795179;-8.73231196261881;5.802519089800941;59.908509566666666;10.719716166666666;0.0;59.908509566666666;10.719716166666666;0.0;1778590295.4178195;163.777;0.0;0.14;-0.207;-1.533;160.657;4.36;3.57;0.076;59.90854665;10.719730283333334;0.0;-4.131481207821532;-0.7898839518778951;1.3865220529485356e-06;1778590295.3719203;0.04704141616821289;0.0;0.0;2.8039936163765304;160.65700000000004;0.0;-0.0;-4.600830754797278;6.592403041678836;2.8039936163765304;-0.6238828595813515;124.91114523543561;160.65700000000004;-35.74585476456441;-4.600830754797278;6.592403041678836;-0.6238828595813515;8.03911820402119
2026-05-12_14:51:35:636549;1778590295.6350808;150.0;12.492480705524313;0.75;0.10863026700455924;0.75;0.10863026700455924;7.859963965549618;2.1804205795974316;-8.849028704296254;5.708300183990054;59.90850761666667;10.719717133333333;0.0;59.90850761666667;10.719717133333333;0.0;1778590295.6350808;164.209;0.0;0.14;-0.207;-1.533;160.657;4.36;3.57;0.076;59.90854665;10.719730283333334;0.0;-4.348732143878431;-0.7357951293980075;1.5227074234847038e-06;1778590295.5975468;0.03753399848937988;0.0;0.0;2.8039936163765304;160.65700000000004;0.0;-0.0;-4.500296560417823;6.444095313388061;2.8039936163765304;-0.6235730367790988;124.92889677440161;160.65700000000004;-35.72810322559842;-4.500296560417823;6.444095313388061;-0.6235730367790988;7.859963965549618
2026-05-12_14:51:35:938074;1778590295.9380746;-150.0;53.667889035981275;-0.75;0.4666772959650546;-0.75;0.4666772959650546;7.53855234250312;2.163682902109351;-8.965745445973697;5.6140812781791665;59.90850398333333;10.719718883333334;0.0;59.9085057;10.719718066666667;0.0;1778590295.9380746;162.952;0.0;0.14;-0.66;2.199;160.932;-4.829;2.548;-0.765;59.90854665;10.719730283333334;0.0;-4.753524485044501;-0.6378756951986897;1.8015934193371663e-06;1778590295.9380746;0.0;0.0;0.0;2.808793271819514;160.932;0.0;-0.0;-4.212220960929196;6.251956973377856;2.808793271819514;-0.6451103697101632;123.96989849548345;160.932;-36.96210150451653;-4.212220960929196;6.251956973377856;-0.6451103697101632;7.53855234250312
2026-05-12_14:51:36:544848;1778590296.5418322;-150.0;50.66773802658607;-0.75;0.44058902631813973;-0.75;0.44058902631813973;7.259943248859332;2.151916276075807;-9.08246218765114;5.519862372368279;59.9085009;10.719720483333333;0.0;59.9085009;10.719720483333333;0.0;1778590296.5296297;168.436;0.0;0.14;-0.513;0.886;160.88;2.615;-2.892;1.316;59.90854665;10.719730283333334;0.0;-5.097040920181304;-0.5483493326942025;2.0572959300579896e-06;1778590296.4192615;0.12257075309753418;0.0;0.0;2.8078857006084768;160.87999999999997;0.0;-0.0;-3.985421267469836;6.068211705062482;2.8078857006084768;-0.6559694245326697;123.29572048465263;160.87999999999997;-37.58427951534734;-3.985421267469836;6.068211705062482;-0.6559694245326697;7.259943248859332
2026-05-12_14:51:37:029618;1778590297.0296185;-150.0;50.93581627155172;-0.75;0.4429201414917541;-0.75;0.4429201414917541;6.96465008083406;2.1291689628001036;-9.199178929328584;5.425643466557392;59.9084972;10.719721683333333;0.0;59.9084972;10.719721683333333;0.0;1778590297.025029;172.041;0.0;0.14;-1.01;0.11;161.998;-1.17;-4.454;3.562;59.90854665;10.719730283333334;0.0;-5.509260634586191;-0.4812045699665935;2.393607585915447e-06;1778590296.992547;0.03707146644592285;0.0;0.0;2.8273984816457745;161.99800000000002;0.0;-0.0;-3.6899182947423927;5.906848036523986;2.8273984816457745;-0.6982295188456709;121.99239543869291;161.99800000000002;-40.005604561307116;-3.6899182947423927;5.906848036523986;-0.6982295188456709;6.96465008083406
2026-05-12_14:51:37:330657;1778590297.330657;-46.68043518066406;11.911756975897427;-0.23340217590332032;0.10358049544258632;-0.23340217590332032;0.10358049544258632;6.818878011648251;2.1251445629934107;-9.315895671006027;5.3314245607465045;59.90849525;10.71972195;0.0;59.90849525;10.71972195;0.0;1778590297.330657;-164.134;2.591550613966187;0.14;-1.38;-2.847;165.659;1.822;-5.869;13.697;59.90854665;10.719730283333334;0.0;-5.726511561480891;-0.46628352538791595;2.584616303646925e-06;1778590297.2912347;0.03942227363586426;-2.590578728579724;-0.07096785028198682;2.891294985561286;165.659;2.4922748226151525;0.7104229678874392;-3.5893841095251364;5.797708086134421;2.891294985561286;-0.7661504225678755;121.76181431469615;165.659;-43.897185685303846;-3.5893841095251364;5.797708086134421;-0.7661504225678755;6.818878011648251
2026-05-12_14:51:37:861137;1778590297.8611374;-71.846435546875;5.683164695213581;-0.359232177734375;0.04941882343663983;-0.359232177734375;0.04941882343663983;6.7805079889577025;2.1347504295680686;-9.43261241268347;5.237205654935617;59.908494516666664;10.719721466666666;0.0;59.908494516666664;10.719721466666666;0.0;1778590297.8611374;-116.116;0.0;0.14;-0.856;-2.684;168.705;4.287;4.956;16.129;59.90854665;10.719730283333334;0.0;-5.808212760583422;-0.4933279807894433;2.6616090349484978e-06;1778590297.6369014;0.22423601150512695;0.0;0.0;2.944457714577034;168.705;0.0;-0.0;-3.624399652100048;5.7305336357250605;2.944457714577034;-0.8097072850089653;122.31218992798983;168.705;-46.392810072010185;-3.624399652100048;5.7305336357250605;-0.8097072850089653;6.7805079889577025
2026-05-12_14:51:38:062754;1778590298.0627544;114.9236068725586;-41.51164705999966;0.574618034362793;-0.36097084399999707;0.574618034362793;-0.36097084399999707;6.83026609490297;2.139109763006914;-9.549329154360914;5.14298674912473;59.90849393333333;10.719719316666668;0.0;59.90849393333333;10.719719316666668;0.0;1778590298.0617466;-67.156;0.0;0.14;-0.087;0.817;176.262;-0.835;4.889;21.593;59.90854665;10.719730283333334;0.0;-5.873202335107996;-0.6136291435634815;2.7310044607986583e-06;1778590298.0358315;0.026922941207885742;0.0;0.0;3.076352246150245;176.262;0.0;-0.0;-3.676126819252918;5.756615892688211;3.076352246150245;-0.937242483143331;122.56196133552592;176.262;-53.70003866447407;-3.676126819252918;5.756615892688211;-0.937242483143331;6.83026609490297
2026-05-12_14:51:38:261806;1778590298.261806;90.01013946533203;-31.144410363559064;0.45005069732666014;-0.2708209596831223;0.45005069732666014;-0.2708209596831223;6.889008619286999;2.1557751452127687;-9.666045896038357;5.0487678433138425;59.908494033333334;10.719717866666667;0.0;59.908494033333334;10.719717866666667;0.0;1778590298.261806;-52.161;0.0;0.14;-0.087;0.817;176.262;-0.835;4.889;21.593;59.90854665;10.719730283333334;0.0;-5.862061247806313;-0.6947624780673815;2.729119810140901e-06;1778590298.261806;0.0;0.0;0.0;3.076352246150245;176.262;0.0;-0.0;-3.803984648232044;5.743530321381224;3.076352246150245;-0.9205771009374764;123.51681739989382;176.262;-52.745182600106176;-3.803984648232044;5.743530321381224;-0.9205771009374764;6.889008619286999
